Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
DFH-5-01B,China 🇨🇳,107.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-5-01B&sel_satname=DFH-5-01B&plan_id=
INMARSAT-7-107E5,Switzerland 🇨🇭,107.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-107E5&sel_satname=INMARSAT-7-107E5&plan_id=
INSAT-KA107.5E,India 🇮🇳,107.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA107.5E&sel_satname=INSAT-KA107.5E&plan_id=
VTN00000,Viet Nam 🇻🇳,107.0°E,Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=VTN00000&sel_satname=VTN00000&plan_id=plan
PALAPA-B1-EC,Indonesia 🇮🇩,108.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PALAPA-B1-EC&sel_satname=PALAPA-B1-EC&plan_id=
PALAPA-B1,Indonesia 🇮🇩,108.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PALAPA-B1&sel_satname=PALAPA-B1&plan_id=
PALAPA-C2,Indonesia 🇮🇩,108.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PALAPA-C2&sel_satname=PALAPA-C2&plan_id=
TELKOM-108E,Indonesia 🇮🇩,108.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TELKOM-108E&sel_satname=TELKOM-108E&plan_id=
YEM00002,Yemen 🇾🇪,108.0°E,Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YEM00002&sel_satname=YEM00002&plan_id=plan
NUSANTARA-B1-E,Indonesia 🇮🇩,108.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B1-E&sel_satname=NUSANTARA-B1-E&plan_id=
NUSANTARA-TS1-A,Indonesia 🇮🇩,108.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-TS1-A&sel_satname=NUSANTARA-TS1-A&plan_id=
NSS-BSS 108.2E TTC,Netherlands 🇳🇱,108.2°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-BSS+108.2E+TTC&sel_satname=NSS-BSS+108.2E+TTC&plan_id=
GIBSAT-108.2E,United Kingdom 🇬🇧,108.2°E,Non-Planned,Early-Stage,No,Partial,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GIBSAT-108.2E&sel_satname=GIBSAT-108.2E&plan_id=
LUX-G11-108.2E,Luxembourg 🇱🇺,108.2°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-108.2E&sel_satname=LUX-G11-108.2E&plan_id=
INDOSTAR-110E,Indonesia 🇮🇩,108.2°E,Non-Planned,Late-Stage,Yes,No,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INDOSTAR-110E&sel_satname=INDOSTAR-110E&plan_id=
LUX-30B-G6-108.2E,Luxembourg 🇱🇺,108.2°E,Planned,Early-Stage,No,n/a,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LUX-30B-G6-108.2E&sel_satname=LUX-30B-G6-108.2E&plan_id=plan
GESATCOM-A4,United Kingdom 🇬🇧,108.2°E,Non-Planned,Late-Stage,No,Partial,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GESATCOM-A4&sel_satname=GESATCOM-A4&plan_id=
AM-SAT A4,United Kingdom 🇬🇧,108.2°E,Non-Planned,Late-Stage,Yes,Partial,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=AM-SAT+A4&sel_satname=AM-SAT+A4&plan_id=
LUX-G5-25,Luxembourg 🇱🇺,108.2°E,Non-Planned,Late-Stage,Yes,No,Partial,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G5-25&sel_satname=LUX-G5-25&plan_id=
AM-SAT-108.2E-G,United Kingdom 🇬🇧,108.2°E,Non-Planned,Late-Stage,Yes,Partial,Partial,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=AM-SAT-108.2E-G&sel_satname=AM-SAT-108.2E-G&plan_id=
INDOSTAR-110E-K,Indonesia 🇮🇩,108.2°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INDOSTAR-110E-K&sel_satname=INDOSTAR-110E-K&plan_id=
