Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
RUS00001,Russian Federation 🇷🇺,61.0°E,Planned,Early-Stage,No,n/a,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=RUS00001&sel_satname=RUS00001&plan_id=plan
PACIFISAT-5,Papua New Guinea 🇵🇬,61.0°E,Non-Planned,Late-Stage,Yes,No,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PACIFISAT-5&sel_satname=PACIFISAT-5&plan_id=
INSAT-KA61E,India 🇮🇳,61.0°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA61E&sel_satname=INSAT-KA61E&plan_id=
OMANSAT-61E,Oman 🇴🇲,61.0°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-61E&sel_satname=OMANSAT-61E&plan_id=
CHINASAT-E-60.5E,China 🇨🇳,60.5°E,Non-Planned,Early-Stage,No,n/a,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-60.5E&sel_satname=CHINASAT-E-60.5E&plan_id=
UKDRS-A12,United Kingdom 🇬🇧,61.5°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A12&sel_satname=UKDRS-A12&plan_id=
USEWSG-1,United States 🇺🇸,61.5°E,Non-Planned,Early-Stage,No,Partial,No,0.55°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USEWSG-1&sel_satname=USEWSG-1&plan_id=
IK-61.5E,Russian Federation 🇷🇺,61.5°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-61.5E&sel_satname=IK-61.5E&plan_id=
IRANSAT-C-61.8E,Iran (Islamic Republic of) 🇮🇷,61.8°E,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-C-61.8E&sel_satname=IRANSAT-C-61.8E&plan_id=
IRANSAT-B-61.8E,Iran (Islamic Republic of) 🇮🇷,61.8°E,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-61.8E&sel_satname=IRANSAT-B-61.8E&plan_id=
YAHSAT-FSS2-60E,United Arab Emirates 🇦🇪,60.0°E,Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS2-60E&sel_satname=YAHSAT-FSS2-60E&plan_id=plan
INTELSAT9 60E,United States 🇺🇸,60.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+60E&sel_satname=INTELSAT9+60E&plan_id=
USGCSS PH3 INDOC,United States 🇺🇸,60.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3+INDOC&sel_satname=USGCSS+PH3+INDOC&plan_id=
