Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
IRANSAT-B-69.5E,Iran (Islamic Republic of) 🇮🇷,69.5°E,Non-Planned,Early-Stage,No,n/a,No,0.08°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-69.5E&sel_satname=IRANSAT-B-69.5E&plan_id=
IK-69.5E,Russian Federation 🇷🇺,69.5°E,Non-Planned,Early-Stage,No,n/a,No,0.08°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-69.5E&sel_satname=IK-69.5E&plan_id=
GALS-14,Russian Federation 🇷🇺,69.0°E,Non-Planned,Late-Stage,Yes,No,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GALS-14&sel_satname=GALS-14&plan_id=
TOR-14M,Russian Federation 🇷🇺,69.0°E,Non-Planned,Late-Stage,Yes,No,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-14M&sel_satname=TOR-14M&plan_id=
STATSIONAR-20,Russian Federation 🇷🇺,70.0°E,Non-Planned,Late-Stage,Yes,No,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-20&sel_satname=STATSIONAR-20&plan_id=
BV-SAT-70E,Russian Federation 🇷🇺,70.0°E,Non-Planned,Early-Stage,No,n/a,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BV-SAT-70E&sel_satname=BV-SAT-70E&plan_id=
USTRO-6,United States 🇺🇸,70.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USTRO-6&sel_satname=USTRO-6&plan_id=
TOR-17M,Russian Federation 🇷🇺,70.0°E,Non-Planned,Late-Stage,Yes,No,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-17M&sel_satname=TOR-17M&plan_id=
TONGASAT-H70,Tonga 🇹🇴,70.0°E,Non-Planned,Late-Stage,Yes,No,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TONGASAT-H70&sel_satname=TONGASAT-H70&plan_id=
VOLNA-19,Russian Federation 🇷🇺,70.0°E,Non-Planned,Late-Stage,Yes,No,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-19&sel_satname=VOLNA-19&plan_id=
RGS-S-70E,Russian Federation 🇷🇺,70.0°E,Non-Planned,Early-Stage,No,n/a,No,0.58°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-70E&sel_satname=RGS-S-70E&plan_id=
