NORAD ID,Longitude
26880,-49.6014
43175,-47.5002
36097,-45.0107
41945,-43.1696
32253,-43.0266
39504,-40.8301
39172,-40.5273
29520,-38.9748
39120,-37.9938
34111,-37.5683
41942,-35.9946
42818,-34.5151
43272,-33.4906
33153,-31.5135
37264,-30.0569
43228,-30.0462
28945,-30
37804,-29.7058
26824,-27.4939
44625,-27.4939
43039,-24.8228
25967,-23.1334
38087,-22.016
43174,-20.1227
40258,-18.0761
42950,-18.0182
33055,-17.852
40374,-15.5966
41036,-15.017
40895,-13.9947
42075,-11.9985
33595,-11.0382
49258,-9.95599
40875,-8.01478
37816,-7.32755
36830,-7.04801
52817,-7.01544
29273,-5.21457
44624,-5.04046
32794,-4.15625
40107,-3.90874
54743,-3.3703
40424,-2.99217
28358,-0.99062
46113,-0.99062
32478,-0.90696
36033,-0.88391
32487,-0.77761
40613,-0.67429
54048,0.508445
54259,1.538669
42801,1.866631
53765,2.665512
36831,2.836042
39773,3.044692
36868,3.956801
32299,4.775861
38652,4.959332
32258,6.004774
44334,6.965574
39163,6.995303
45027,7.211541
37258,8.91239
55841,8.978594
41310,8.985375
34710,9.944837
42749,10.20986
53100,10.54803
44801,11.00859
55180,11.56995
44457,12.00645
28946,12.91658
29270,12.94668
54225,13.0066
36582,13.1431
37836,15.96204
49011,16.77301
44479,16.97856
27168,19.02981
33436,19.14365
29055,19.17991
31306,19.21879
37810,19.93688
48618,20.73362
38992,21.59229
54033,23.00368
36581,23.48085
50322,25.21305
39233,25.49944
43700,25.78968
36592,25.94553
33154,25.95397
29526,25.97662
41029,25.98161
40364,28.17959
38778,28.22279
39285,28.50801
22787,28.63886
28542,28.99237
36745,30.44677
44186,30.45782
47306,30.94037
38741,31.03781
44475,31.19423
39617,31.45429
41384,32.6635
37392,32.82566
33750,33.08422
49330,35.4462
44800,35.48859
36101,35.88202
41191,36.08635
39509,37.80247
37779,37.96053
44034,38.94478
42814,39.02335
40505,39.99168
33056,41.96889
39522,41.99488
50212,42.04748
38014,42.51834
27825,44.03864
42907,45.00617
43632,45.12999
49333,45.51823
39079,45.99486
38245,47.60316
49056,47.70979
44035,47.88427
42747,47.93396
44307,48.99961
40984,49.98545
41238,51.47298
40617,52.01396
37393,52.4795
39034,52.77526
40277,52.98986
44481,54.76406
39022,54.90758
43286,55.08539
37605,55.0882
40332,55.11972
43698,55.12837
39635,55.73222
39612,56.00053
42698,56.50157
36032,57.0005
34713,57.50675
39728,58.51675
41748,59.99699
44071,60.28742
29155,61.28286
44476,61.95699
39476,62.6278
43864,62.85144
35943,63.03026
28899,63.90814
39237,65.01445
37481,65.69254
37238,66.01617
41911,66.42797
38740,68.50036
41747,68.52291
43867,70.00063
39020,70.4619
38098,72.12249
41752,73.91535
39234,73.94512
39498,73.97858
41793,74.00095
43824,74.06799
41588,74.75966
39508,74.95593
40887,75.30267
28117,75.47772
44903,76.00745
38107,76.54075
55131,77.85339
39500,78.47424
41552,78.50175
45344,80.00648
45986,80.01073
41121,80.23717
53813,81.44973
37948,81.46468
39216,82.12566
40880,82.55922
40269,82.81525
47256,82.97893
38779,83.01081
45026,83.05783
52903,83.10685
44637,83.53779
49818,83.66548
50319,83.75176
36358,85.02689
36106,85.17503
33463,86.26837
37749,86.50535
39017,87.5244
37606,88.02769
38070,88.40176
26388,89.52809
40345,89.94858
47202,90.79935
37763,91.2377
35362,91.51418
52904,91.51885
40147,91.54629
33051,92.2325
56372,93.25475
42815,93.4948
41028,93.56076
43488,94.99186
39460,95.0374
45985,96.51459
42695,97.2797
39157,97.90836
49062,98.0331
38352,98.27768
32404,98.57498
35696,100.5389
49125,101.4384
50002,102.9085
41021,103.4418
41882,104.6056
37933,105.4453
41194,105.6965
41434,106.9099
44978,107.556
43587,108.0289
34941,108.2429
41380,108.3251
37207,109.856
32019,109.8606
42951,109.8686
46112,109.8932
44337,109.9014
41903,110.0744
45807,110.4007
42662,110.4986
37677,110.5241
41586,110.6586
43539,111.6495
40547,111.8488
41241,111.8625
36828,111.9171
29349,113.0817
42984,113.1685
31800,115.5515
42691,115.9141
37265,116.0253
44709,116.1238
45920,116.1958
37256,117.3984
46610,117.8983
41944,118.0259
43463,119.1151
52940,119.3247
28786,119.5114
40141,119.9198
37384,120.0927
42942,122.1844
20253,123.3084
38331,124.0428
52255,125.0797
55686,125.1683
29272,128.0224
43432,128.0624
36744,128.1453
45246,128.2553
43823,128.2905
41034,128.4985
56759,129.4076
41729,129.5351
41469,129.6191
43920,130.0391
49505,130.1833
44067,130.45
38332,131.873
32767,131.9678
29045,132.0526
48808,133.3159
43450,134.0203
45863,134.0622
43339,134.1086
45245,136.0453
50574,137.2321
45465,137.4068
43611,138.0117
43162,139.003
39613,139.8581
39487,140.0375
40940,140.2666
40267,140.6777
41836,140.7783
55683,141.7191
40982,142.0301
51281,143.0671
28628,143.4902
33274,143.9661
44231,144.5346
41794,144.8264
50001,144.9481
44048,146.06
47851,146.6874
55912,146.7767
27718,147.5902
55239,148.0002
41879,149.8258
44868,149.9874
41591,150.5227
27711,150.972
29495,152.0033
41471,154.0098
41744,154.596
40892,154.979
50321,155.8923
35756,155.9894
40146,156.0372
25924,159.0427
32252,160.0002
37210,160.0726
43271,161.9988
54230,163.2851
55506,165.7531
38356,166.0139
43633,169.0051
50005,170.9843
23467,171.9681
42741,171.9989
43874,172.96
40746,174.9786
26554,175.9887
41869,177.0789
47613,178.434
40882,179.5968
37834,179.9974
