NORAD ID,Longitude
38978,-177.038
33749,-176.94
39206,-176.515
39070,-174.296
51287,-171.956
56371,-162.993
39256,-154.599
53355,-144.95
26580,-139.014
51850,-136.999
39222,-135.18
52933,-135.01
55971,-134.919
54026,-133.019
53961,-130.913
27691,-130.096
42709,-129.15
56757,-128.994
54027,-128.944
33453,-128.88
27954,-127.038
46114,-125.039
33275,-124.925
26715,-123.822
32951,-123.035
55263,-121.871
27854,-121.001
54243,-120.981
23712,-119.352
28659,-119.065
36499,-118.92
31102,-118.735
41589,-116.993
39122,-116.832
39360,-116.136
37843,-115.123
40425,-114.911
39035,-114.816
40946,-113.117
29162,-113.019
49817,-111.646
29643,-111.193
28378,-111.144
28252,-111.122
35496,-110.981
28935,-110.184
33207,-110.015
42070,-109.898
28868,-107.336
39127,-107.319
38551,-107.116
28446,-105.062
42967,-104.981
43226,-104.733
41622,-104.519
53960,-103.118
55970,-103.082
40663,-102.858
31862,-102.784
36131,-102.713
37218,-101.254
29494,-101.233
36516,-101.019
36395,-100.888
44333,-100.841
38093,-100.471
49115,-99.4882
40333,-99.2266
32729,-99.1903
29236,-99.0375
33278,-97.9603
41893,-97.1069
33376,-97.0202
41937,-96.8228
25258,-96.6741
41581,-95.0679
40271,-95.0499
32018,-94.9341
27445,-94.8295
38254,-94.1893
54741,-93.1017
32763,-92.7782
38342,-91.1334
54244,-91.0186
56174,-91.0059
22988,-90.7709
54742,-89.0075
28702,-88.9992
56370,-88.8729
39481,-87.2096
37809,-87.0172
35493,-86.1221
55138,-85.3835
48838,-85.2427
31307,-85.0012
41904,-83.98
29644,-83.0201
33373,-82.0055
40941,-81.0139
40664,-78.7743
37826,-77.0109
36397,-76.218
41866,-75.1921
38991,-75.0101
42692,-74.8667
39616,-74.0409
32388,-73.8215
35873,-72.7015
40272,-71.8169
49055,-70.0992
40733,-70.0259
42740,-69.89
43651,-67.6712
49332,-67.0894
42432,-66.9132
41382,-65.2183
32768,-65.0213
43562,-63.0296
37602,-63.0215
39008,-61.5226
41592,-61.3714
35942,-61.0446
39078,-61.0179
42934,-61.01
55508,-59.0086
38749,-58.0099
40874,-55.4756
40384,-55.0075
38867,-52.9975
39168,-52.4972
