NORAD ID,Longitude
20253,123.3083974
22787,28.66626052
22988,-90.82871481
23467,171.9580275
23712,-119.4631082
25258,-97.99015874
25924,159.0268377
25967,-22.75090453
26388,89.21571987
26554,175.9749367
26580,-139.0187957
26715,-124.7079622
26824,-27.51116258
26880,-49.65562536
27168,18.99768148
27445,-94.85844024
27691,-130.1191178
27711,150.6979923
27718,147.550571
27825,43.87166952
27854,-120.9972095
27954,-126.9565273
28117,75.48699899
28252,-111.0772123
28358,-1.000618158
28378,-111.1439059
28446,-105.0760702
28542,28.99221441
28628,143.4744154
28659,-118.9898603
28702,-88.98731699
28786,119.4931175
28868,-107.3327218
28899,63.84185734
28935,-110.1741749
28945,-30.00320171
28946,12.92683142
29045,132.0621763
29055,19.18429328
29155,61.2421871
29162,-113.0208466
29236,-98.98563143
29270,12.97544713
29272,128.0228752
29273,-5.21293144
29349,113.0723192
29494,-101.2347967
29495,152.0003642
29520,-38.96018769
29526,25.96420875
29643,-111.1916919
29644,-83.03692773
31102,-118.7167357
31306,19.18684513
31307,-85.00460313
31800,115.511099
31862,-102.7955351
32018,-94.94517889
32019,109.8431949
32252,159.9901794
32253,-43.035422
32258,6.010186076
32299,4.794987735
32388,-73.82203596
32404,98.55673872
32478,-1.169726636
32487,-0.768580907
32729,-99.19684935
32763,-92.83783038
32767,131.9484546
32768,-65.00839489
32794,-4.130478266
32951,-123.038243
33051,92.2170512
33055,-17.87888614
33056,41.95726262
33153,-31.51627876
33154,25.98055615
33207,-110.0062764
33274,143.966373
33275,-124.8824705
33278,-97.97338427
33373,-82.02417968
33376,-97.03039449
33436,19.13273301
33453,-128.8321339
33459,-7.134534746
33463,86.38912404
33595,-11.03576756
33749,-176.9454635
33750,33.0452256
34111,-37.56508346
34710,9.948161005
34713,57.50694076
34941,108.2331096
35362,91.49298714
35493,-86.1330415
35496,-110.9781455
35696,100.5856267
35756,155.9805081
35873,-72.71982183
35942,-61.04718727
35943,63.05340853
36032,57.02829414
36033,-0.872661368
36097,-45.01620102
36101,35.85319224
36106,85.17720892
36131,-102.7153322
36358,85.00962849
36395,-103.756719
36397,-76.21682487
36499,-118.8907542
36516,-100.9782889
36581,23.45389745
36582,13.1223342
36592,25.95386224
36744,128.162676
36745,30.44082582
36828,108.0213792
36830,-7.057942622
36831,2.839610159
36868,3.849786734
37207,109.8709328
37210,160.065996
37218,-101.2543941
37238,66.04102514
37256,117.8185082
37258,8.928427893
37264,-30.0723836
37265,116.0042742
37384,109.3524873
37392,32.8070044
37393,52.48509009
37481,65.74572893
37602,-63.03138579
37605,55.07698005
37606,87.99969854
37677,110.5102545
37749,86.54458609
37763,103.8059268
37779,37.91711979
37804,-27.63015478
37809,-87.02110781
37810,19.99663721
37816,-7.294278111
37826,-77.01015751
37834,-179.9745053
37836,16.00159035
37843,-115.0876279
37933,105.4666012
37948,104.3978376
38014,42.50832804
38070,88.39766566
38087,-22.01481715
38093,-100.4466542
38098,72.07323302
38107,76.54092414
38245,47.57465835
38254,-94.21860132
38331,124.0347683
38332,131.8649166
38342,-91.13579168
38352,98.29062885
38356,166.0475161
38551,-107.114618
38652,4.99121754
38740,68.529225
38741,31.03952119
38749,-58.01731852
38778,28.18697125
38779,83.00297396
38867,-52.96855118
38978,-177.0420726
38991,-75.01741062
38992,21.61954443
39008,-61.47911832
39017,87.51262616
39020,70.49118023
39022,54.93275672
39034,52.80491492
39035,-114.8217735
39070,-174.3549821
39078,-61.04646343
39079,45.99652216
39120,-37.99628589
39122,-116.828153
39127,-107.325726
39157,97.90368596
39163,6.993014074
39168,-52.49850473
39172,-40.48513788
39206,-176.4523106
39216,82.0736283
39222,-135.1911963
39233,25.46554967
39234,73.92908406
39237,64.97101902
39256,-154.9831015
39285,28.51564026
39360,-116.1528985
39460,94.99620669
39476,62.61646434
39481,-87.22290014
39487,140.0332074
39498,73.96433117
39500,78.47093994
39504,-41.00863297
39508,74.9583958
39509,37.80759201
39522,41.98131906
39612,55.9812891
39613,139.8560167
39616,-74.02957139
39617,31.44318739
39635,55.73221808
39728,58.49765558
39773,3.083410816
40107,-3.906793659
40141,119.9174968
40146,155.9998113
40147,91.55529313
40258,-18.07358796
40267,140.6659121
40269,83.16779858
40271,-95.06716933
40272,-71.8136395
40277,52.99347506
40332,55.12412756
40333,-99.22263584
40345,89.95421568
40364,28.14863629
40374,-15.67559282
40384,-55.01212726
40424,-3.005006047
40425,-114.8985221
40505,40.00345762
40547,111.4068982
40613,-0.691488443
40617,52.04728933
40663,-102.8696274
40664,-78.78510323
40733,-70.01483107
40746,174.9716624
40874,-55.47431715
40875,-8.001535982
40880,82.51338059
40882,179.5878519
40887,75.4935999
40892,155.0377591
40895,-13.98705706
40940,140.2393579
40941,-80.9862751
40946,-113.1179541
40982,142.000706
40984,49.99402466
41021,103.4264107
41028,93.54779003
41029,25.96972633
41034,128.4881553
41036,-15.02381528
41121,80.28075494
41191,36.06092694
41194,105.6511702
41238,51.48285845
41241,107.629787
41310,9.003428513
41380,108.3189204
41382,-65.2102328
41384,32.52828482
41434,109.917938
41469,129.6286578
41471,154.0075182
41552,78.52014308
41581,-95.02969596
41586,110.6284736
41588,74.72456441
41589,-116.9781873
41591,150.5140995
41592,-61.36282234
41622,-104.6752832
41729,126.7389444
41744,154.5959905
41747,68.48411751
41748,60.01940614
41752,73.88865361
41793,73.95977264
41794,144.8165637
41836,140.7749137
41866,-75.19346852
41869,177.0202918
41879,149.8032399
41882,104.5897338
41893,-97.10321371
41903,110.0687772
41904,-83.97784016
41911,66.45190719
