License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
INMARSAT-4 98W,United Kingdom 🇬🇧,98.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4+98W&sel_satname=INMARSAT-4+98W&plan_id=
INMARSAT-6-98W-R,United Kingdom 🇬🇧,98.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-98W-R&sel_satname=INMARSAT-6-98W-R&plan_id=
INMARSAT-ISL-98W,United Kingdom 🇬🇧,98.0°W,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=INMARSAT-ISL-98W&sel_satname=INMARSAT-ISL-98W&plan_id=
N-SAT-Y17-98W,Japan 🇯🇵,98.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y17-98W&sel_satname=N-SAT-Y17-98W&plan_id=
INMARSAT-6-98W,United Kingdom 🇬🇧,98.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-6-98W&sel_satname=INMARSAT-6-98W&plan_id=
INMARSAT-4A 98W,United Kingdom 🇬🇧,98.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4A+98W&sel_satname=INMARSAT-4A+98W&plan_id=
INMARSAT-3 AOR WEST3,United Kingdom 🇬🇧,98.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-3+AOR+WEST3&sel_satname=INMARSAT-3+AOR+WEST3&plan_id=
ABW00000,Netherlands 🇳🇱,98.2°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ABW00000&sel_satname=ABW00000&plan_id=plan
HISPASAT-77A,Spain 🇪🇸,97.5°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-77A&sel_satname=HISPASAT-77A&plan_id=plan
HISPASAT-54A,Spain 🇪🇸,97.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-54A&sel_satname=HISPASAT-54A&plan_id=
ODYSSEY-97W,Germany 🇩🇪,97.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-97W&sel_satname=ODYSSEY-97W&plan_id=
USASAT-35K,United States 🇺🇸,97.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35K&sel_satname=USASAT-35K&plan_id=
USASAT-71P,United States 🇺🇸,97.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-71P&sel_satname=USASAT-71P&plan_id=
USASAT-24D,United States 🇺🇸,97.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-24D&sel_satname=USASAT-24D&plan_id=
RAGGIANA-5,Papua New Guinea 🇵🇬,97.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=RAGGIANA-5&sel_satname=RAGGIANA-5&plan_id=
ODYSSEY FSS-97W,Germany 🇩🇪,97.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-97W&sel_satname=ODYSSEY+FSS-97W&plan_id=plan
