License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
NCL00000,France 🇫🇷,113.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NCL00000&sel_satname=NCL00000&plan_id=plan
NUSANTARA-PS3-A,Indonesia 🇮🇩,113.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS3-A&sel_satname=NUSANTARA-PS3-A&plan_id=
PALAPA-C1-K,Indonesia 🇮🇩,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-C1-K&sel_satname=PALAPA-C1-K&plan_id=
PALAPA-B2,Indonesia 🇮🇩,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-B2&sel_satname=PALAPA-B2&plan_id=
PALAPA-C1,Indonesia 🇮🇩,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-C1&sel_satname=PALAPA-C1&plan_id=
KOREASAT-2,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-2&sel_satname=KOREASAT-2&plan_id=
PALAPA-C1-B,Indonesia 🇮🇩,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-C1-B&sel_satname=PALAPA-C1-B&plan_id=
NUSANTARA-NS1-A,Indonesia 🇮🇩,113.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NUSANTARA-NS1-A&sel_satname=NUSANTARA-NS1-A&plan_id=
KTSAT-113E,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KTSAT-113E&sel_satname=KTSAT-113E&plan_id=
KOMINFO-3,Indonesia 🇮🇩,113.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOMINFO-3&sel_satname=KOMINFO-3&plan_id=
AMS-C8-113E,Israel 🇮🇱,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AMS-C8-113E&sel_satname=AMS-C8-113E&plan_id=
WAL00000,France 🇫🇷,113.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=WAL00000&sel_satname=WAL00000&plan_id=plan
INFOSAT-B,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INFOSAT-B&sel_satname=INFOSAT-B&plan_id=
KOREASAT-113E,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-113E&sel_satname=KOREASAT-113E&plan_id=
KOREASAT-113X,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-113X&sel_satname=KOREASAT-113X&plan_id=
REU00002,France 🇫🇷,113.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=REU00002&sel_satname=REU00002&plan_id=plan
CHINASAT-E-113E_1,China 🇨🇳,113.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-113E_1&sel_satname=CHINASAT-E-113E_1&plan_id=
KOREASAT-113K,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-113K&sel_satname=KOREASAT-113K&plan_id=
AMS-30B-113E,Israel 🇮🇱,113.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-113E&sel_satname=AMS-30B-113E&plan_id=plan
ADL00000,France 🇫🇷,113.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ADL00000&sel_satname=ADL00000&plan_id=plan
KER00000,France 🇫🇷,113.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KER00000&sel_satname=KER00000&plan_id=plan
CHINASAT-E-113E,China 🇨🇳,113.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-E-113E&sel_satname=CHINASAT-E-113E&plan_id=
MNG00000,Mongolia 🇲🇳,113.6°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MNG00000&sel_satname=MNG00000&plan_id=plan
INSAT-KA114E,India 🇮🇳,114.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA114E&sel_satname=INSAT-KA114E&plan_id=
USWASP-4,United States 🇺🇸,114.1°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USWASP-4&sel_satname=USWASP-4&plan_id=
