License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
GK2-128.2E,Korea (Rep. of) 🇰🇷,128.2°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GK2-128.2E&sel_satname=GK2-128.2E&plan_id=
KOREASAT-128.2A,Korea (Rep. of) 🇰🇷,128.2°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-128.2A&sel_satname=KOREASAT-128.2A&plan_id=
COMS-128.2E,Korea (Rep. of) 🇰🇷,128.2°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMS-128.2E&sel_satname=COMS-128.2E&plan_id=
GEO-KOMPSAT-2-128.2E,Korea (Rep. of) 🇰🇷,128.2°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GEO-KOMPSAT-2-128.2E&sel_satname=GEO-KOMPSAT-2-128.2E&plan_id=
KOREASAT-128.2A-30B,Korea (Rep. of) 🇰🇷,128.2°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-128.2A-30B&sel_satname=KOREASAT-128.2A-30B&plan_id=plan
KOREASAT-128.2E,Korea (Rep. of) 🇰🇷,128.2°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-128.2E&sel_satname=KOREASAT-128.2E&plan_id=
LAOSAT-128.5E-A,Lao P.D.R. 🇱🇦,128.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LAOSAT-128.5E-A&sel_satname=LAOSAT-128.5E-A&plan_id=
ONETEL-128.5E,Cyprus 🇨🇾,128.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ONETEL-128.5E&sel_satname=ONETEL-128.5E&plan_id=
LAOSAT-FSS-128.5E,Lao P.D.R. 🇱🇦,128.5°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LAOSAT-FSS-128.5E&sel_satname=LAOSAT-FSS-128.5E&plan_id=plan
LAOSAT-128.5E,Lao P.D.R. 🇱🇦,128.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LAOSAT-128.5E&sel_satname=LAOSAT-128.5E&plan_id=
VOLNA-9,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-9&sel_satname=VOLNA-9&plan_id=
TOR-6,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-6&sel_satname=TOR-6&plan_id=
STATSIONAR-D6,Russian Federation 🇷🇺,128.0°E,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D6&sel_satname=STATSIONAR-D6&plan_id=plan
NFP-SAT-Y21-128E,Japan 🇯🇵,128.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y21-128E&sel_satname=NFP-SAT-Y21-128E&plan_id=plan
GALS-10,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-10&sel_satname=GALS-10&plan_id=
TOR-6M,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-6M&sel_satname=TOR-6M&plan_id=
STATSIONAR-D6,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-D6&sel_satname=STATSIONAR-D6&plan_id=
N-SAT-Y22-128E,Japan 🇯🇵,128.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-128E&sel_satname=N-SAT-Y22-128E&plan_id=
BV-SAT-128E,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BV-SAT-128E&sel_satname=BV-SAT-128E&plan_id=
JCSAT-3A,Japan 🇯🇵,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JCSAT-3A&sel_satname=JCSAT-3A&plan_id=
N-SAT-Y12-128E,Japan 🇯🇵,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y12-128E&sel_satname=N-SAT-Y12-128E&plan_id=
N-SAT-Y15-128E,Japan 🇯🇵,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y15-128E&sel_satname=N-SAT-Y15-128E&plan_id=
N-SAT-Y18-128E,Japan 🇯🇵,128.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-128E&sel_satname=N-SAT-Y18-128E&plan_id=
STATSIONAR-128E,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-128E&sel_satname=STATSIONAR-128E&plan_id=
JCSAT-FO-128E,Japan 🇯🇵,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JCSAT-FO-128E&sel_satname=JCSAT-FO-128E&plan_id=
N-SAT-128,Japan 🇯🇵,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-128&sel_satname=N-SAT-128&plan_id=
STATSIONAR-15,Russian Federation 🇷🇺,128.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-15&sel_satname=STATSIONAR-15&plan_id=
RGS-S-128E,Russian Federation 🇷🇺,128.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-128E&sel_satname=RGS-S-128E&plan_id=
NUSANTARA-PS5-A,Indonesia 🇮🇩,129.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS5-A&sel_satname=NUSANTARA-PS5-A&plan_id=
IK-127.5E,Russian Federation 🇷🇺,127.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-127.5E&sel_satname=IK-127.5E&plan_id=
INMARSAT-7-127E5,Switzerland 🇨🇭,127.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-127E5&sel_satname=INMARSAT-7-127E5&plan_id=
IK-127.5E-F,Russian Federation 🇷🇺,127.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-127.5E-F&sel_satname=IK-127.5E-F&plan_id=plan
JCSAT-T-127.5E,Japan 🇯🇵,127.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JCSAT-T-127.5E&sel_satname=JCSAT-T-127.5E&plan_id=
