License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
RST-2A,Russian Federation 🇷🇺,56.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=RST-2A&sel_satname=RST-2A&plan_id=
IRANSAT-B-56E,Iran (Islamic Republic of) 🇮🇷,56.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-56E&sel_satname=IRANSAT-B-56E&plan_id=
MADAR-56E,United Arab Emirates 🇦🇪,56.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-56E&sel_satname=MADAR-56E&plan_id=
BALKANSAT AP30B,Bulgaria 🇧🇬,56.02°E,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BALKANSAT+AP30B&sel_satname=BALKANSAT+AP30B&plan_id=plan
SMMSAT-6R,Sweden 🇸🇪,55.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-6R&sel_satname=SMMSAT-6R&plan_id=
SMMSAT-6R_1,Sweden 🇸🇪,55.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-6R_1&sel_satname=SMMSAT-6R_1&plan_id=
MEASAT-ROUTE-2D,Malaysia 🇲🇾,55.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-2D&sel_satname=MEASAT-ROUTE-2D&plan_id=
PAK00000,Pakistan 🇵🇰,56.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PAK00000&sel_satname=PAK00000&plan_id=plan
IK-56.5E,Russian Federation 🇷🇺,56.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-56.5E&sel_satname=IK-56.5E&plan_id=
PAKSAT-MM1-56.5E,Pakistan 🇵🇰,56.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PAKSAT-MM1-56.5E&sel_satname=PAKSAT-MM1-56.5E&plan_id=
