License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
VIETSAT-132,Viet Nam 🇻🇳,131.9°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VIETSAT-132&sel_satname=VIETSAT-132&plan_id=
VINASAT-FSS-131E-III,Viet Nam 🇻🇳,131.8°E,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VINASAT-FSS-131E-III&sel_satname=VINASAT-FSS-131E-III&plan_id=plan
VINASAT-3,Viet Nam 🇻🇳,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VINASAT-3&sel_satname=VINASAT-3&plan_id=
VINASAT-4A2,Viet Nam 🇻🇳,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VINASAT-4A2&sel_satname=VINASAT-4A2&plan_id=
N-STAR-F,Japan 🇯🇵,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-STAR-F&sel_satname=N-STAR-F&plan_id=
VINASAT-4A3,Viet Nam 🇻🇳,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VINASAT-4A3&sel_satname=VINASAT-4A3&plan_id=
VINASAT-4,Viet Nam 🇻🇳,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VINASAT-4&sel_satname=VINASAT-4&plan_id=
VIETSAT132,Viet Nam 🇻🇳,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VIETSAT132&sel_satname=VIETSAT132&plan_id=
N-SAT-Y15-132E,Japan 🇯🇵,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y15-132E&sel_satname=N-SAT-Y15-132E&plan_id=
VINASAT-TTC,Viet Nam 🇻🇳,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VINASAT-TTC&sel_satname=VINASAT-TTC&plan_id=
N-STAR-A,Japan 🇯🇵,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-STAR-A&sel_satname=N-STAR-A&plan_id=
JCSAT-FO-132E,Japan 🇯🇵,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JCSAT-FO-132E&sel_satname=JCSAT-FO-132E&plan_id=
N-SAT-Y22-132E,Japan 🇯🇵,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-132E&sel_satname=N-SAT-Y22-132E&plan_id=
JMCS-6-132E,Japan 🇯🇵,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-132E&sel_satname=JMCS-6-132E&plan_id=
N-SAT-Y18-132E,Japan 🇯🇵,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-132E&sel_satname=N-SAT-Y18-132E&plan_id=
IOMSAT-132E,United Kingdom 🇬🇧,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IOMSAT-132E&sel_satname=IOMSAT-132E&plan_id=
F-SAT-N7-132E,France 🇫🇷,132.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-132E&sel_satname=F-SAT-N7-132E&plan_id=
N-STAR-A2,Japan 🇯🇵,132.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-STAR-A2&sel_satname=N-STAR-A2&plan_id=
EDRS-132,France 🇫🇷,132.0°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=EDRS-132&sel_satname=EDRS-132&plan_id=
