License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
DEF-R-SAT-1A,Australia 🇦🇺,82.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DEF-R-SAT-1A&sel_satname=DEF-R-SAT-1A&plan_id=
N-SAT-82E,Japan 🇯🇵,82.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-82E&sel_satname=N-SAT-82E&plan_id=
INSAT-EXC(82E),India 🇮🇳,82.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EXC(82E)&sel_satname=INSAT-EXC(82E)&plan_id=plan
USCSID-A4,United States 🇺🇸,82.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USCSID-A4&sel_satname=USCSID-A4&plan_id=
USGGR-8,United States 🇺🇸,82.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGGR-8&sel_satname=USGGR-8&plan_id=
INSAT-MET82E,India 🇮🇳,82.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-MET82E&sel_satname=INSAT-MET82E&plan_id=
INSAT-TTC(82)E,India 🇮🇳,82.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-TTC(82)E&sel_satname=INSAT-TTC(82)E&plan_id=
USMB-11,United States 🇺🇸,82.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-11&sel_satname=USMB-11&plan_id=
USMB-11A,United States 🇺🇸,82.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-11A&sel_satname=USMB-11A&plan_id=
INSAT-METB(82E),India 🇮🇳,82.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-METB(82E)&sel_satname=INSAT-METB(82E)&plan_id=
SENTIENT-1,United Kingdom 🇬🇧,82.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SENTIENT-1&sel_satname=SENTIENT-1&plan_id=
N-SAT-Y18-82E,Japan 🇯🇵,82.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-82E&sel_satname=N-SAT-Y18-82E&plan_id=
JOR00000,Jordan 🇯🇴,81.76°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=JOR00000&sel_satname=JOR00000&plan_id=plan
YAMAL-81.75E-1,Russian Federation 🇷🇺,81.75°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=YAMAL-81.75E-1&sel_satname=YAMAL-81.75E-1&plan_id=
YAMAL-E3,Russian Federation 🇷🇺,81.75°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-E3&sel_satname=YAMAL-E3&plan_id=
INSAT-EHFL-82.5E,India 🇮🇳,82.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-EHFL-82.5E&sel_satname=INSAT-EHFL-82.5E&plan_id=
INSAT-KA82.5E,India 🇮🇳,82.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA82.5E&sel_satname=INSAT-KA82.5E&plan_id=
INSAT-KUP-FSS(82.5E),India 🇮🇳,82.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(82.5E)&sel_satname=INSAT-KUP-FSS(82.5E)&plan_id=plan
INSAT-C17(82.5E),India 🇮🇳,82.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-C17(82.5E)&sel_satname=INSAT-C17(82.5E)&plan_id=
