License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
NSS-FSS-G3 22W,Netherlands 🇳🇱,22.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+22W&sel_satname=NSS-FSS-G3+22W&plan_id=plan
HISPASAT-90A,Spain 🇪🇸,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-90A&sel_satname=HISPASAT-90A&plan_id=
EG-SAT-22W,France 🇫🇷,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EG-SAT-22W&sel_satname=EG-SAT-22W&plan_id=
HISPASAT-57A,Spain 🇪🇸,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-57A&sel_satname=HISPASAT-57A&plan_id=
HISPASAT-57A_1,Spain 🇪🇸,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-57A_1&sel_satname=HISPASAT-57A_1&plan_id=
NSS-G6-14_1,Netherlands 🇳🇱,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G6-14_1&sel_satname=NSS-G6-14_1&plan_id=
NSS-G2-11,Netherlands 🇳🇱,22.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-11&sel_satname=NSS-G2-11&plan_id=
NSS-16,Netherlands 🇳🇱,22.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-16&sel_satname=NSS-16&plan_id=
NSS-16-1,Netherlands 🇳🇱,22.0°W,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-16-1&sel_satname=NSS-16-1&plan_id=
NSS-G6-14,Netherlands 🇳🇱,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G6-14&sel_satname=NSS-G6-14&plan_id=
DIMENSION-2,United Kingdom 🇬🇧,22.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-2&sel_satname=DIMENSION-2&plan_id=
