License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
B-SAT-80W,Brazil 🇧🇷,80.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-80W&sel_satname=B-SAT-80W&plan_id=
AST-ERIX-79.9W,France 🇫🇷,79.9°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-ERIX-79.9W&sel_satname=AST-ERIX-79.9W&plan_id=
CHNNEWSAT-G1-79.5W,China 🇨🇳,79.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-79.5W&sel_satname=CHNNEWSAT-G1-79.5W&plan_id=
CUB00000,Cuba 🇨🇺,80.6°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CUB00000&sel_satname=CUB00000&plan_id=plan
PNR00000,Panama 🇵🇦,79.2°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PNR00000&sel_satname=PNR00000&plan_id=plan
USASAT-24W,United States 🇺🇸,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-24W&sel_satname=USASAT-24W&plan_id=
HISPASAT-1-79W,Spain 🇪🇸,79.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-79W&sel_satname=HISPASAT-1-79W&plan_id=
PESSE-79W-A,Netherlands 🇳🇱,79.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-79W-A&sel_satname=PESSE-79W-A&plan_id=
UK-KA-7,United Kingdom 🇬🇧,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UK-KA-7&sel_satname=UK-KA-7&plan_id=
PESSE-79W,Netherlands 🇳🇱,79.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-79W&sel_satname=PESSE-79W&plan_id=
HISPASAT-75A,Spain 🇪🇸,79.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-75A&sel_satname=HISPASAT-75A&plan_id=
USASAT-35T,United States 🇺🇸,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35T&sel_satname=USASAT-35T&plan_id=
USASAT-55W,United States 🇺🇸,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-55W&sel_satname=USASAT-55W&plan_id=
USABSN-25,United States 🇺🇸,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USABSN-25&sel_satname=USABSN-25&plan_id=
UK-KA-7R-VB,United Kingdom 🇬🇧,79.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-7R-VB&sel_satname=UK-KA-7R-VB&plan_id=
UK-KA-7R,United Kingdom 🇬🇧,79.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UK-KA-7R&sel_satname=UK-KA-7R&plan_id=
