License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
FUTURA-4,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FUTURA-4&sel_satname=FUTURA-4&plan_id=
MADAR-44E-2,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-44E-2&sel_satname=MADAR-44E-2&plan_id=
AZERSAT-44E,Azerbaijan 🇦🇿,44.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-44E&sel_satname=AZERSAT-44E&plan_id=
EMARSAT-10F,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-10F&sel_satname=EMARSAT-10F&plan_id=
EMARSAT-1F,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-1F&sel_satname=EMARSAT-1F&plan_id=
MADAR-44E,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-44E&sel_satname=MADAR-44E&plan_id=
EMARSAT-4F,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-4F&sel_satname=EMARSAT-4F&plan_id=
USGGR-4,United States 🇺🇸,44.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGGR-4&sel_satname=USGGR-4&plan_id=
EMARSAT-1F/M,United Arab Emirates 🇦🇪,44.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-1F/M&sel_satname=EMARSAT-1F/M&plan_id=
USCSID-A2,United States 🇺🇸,44.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USCSID-A2&sel_satname=USCSID-A2&plan_id=
H2SAT-43.5E,Germany 🇩🇪,43.5°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=H2SAT-43.5E&sel_satname=H2SAT-43.5E&plan_id=
IRN-30B-43.5E,Iran (Islamic Republic of) 🇮🇷,43.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRN-30B-43.5E&sel_satname=IRN-30B-43.5E&plan_id=plan
IRANSAT-C-43.5E,Iran (Islamic Republic of) 🇮🇷,43.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-C-43.5E&sel_satname=IRANSAT-C-43.5E&plan_id=
IRANSAT-43.5E,Iran (Islamic Republic of) 🇮🇷,43.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=IRANSAT-43.5E&sel_satname=IRANSAT-43.5E&plan_id=
IRANSAT-B-43.5E,Iran (Islamic Republic of) 🇮🇷,43.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-43.5E&sel_satname=IRANSAT-B-43.5E&plan_id=
CHNNEWSAT-G2-44.5E,China 🇨🇳,44.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-44.5E&sel_satname=CHNNEWSAT-G2-44.5E&plan_id=
ARABSAT-8F-44.5ER,Saudi Arabia 🇸🇦,44.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-8F-44.5ER&sel_satname=ARABSAT-8F-44.5ER&plan_id=
ARABSAT-9F-44.5E,Saudi Arabia 🇸🇦,44.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9F-44.5E&sel_satname=ARABSAT-9F-44.5E&plan_id=
CHNNEWSAT-G1-44.5E,China 🇨🇳,44.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-44.5E&sel_satname=CHNNEWSAT-G1-44.5E&plan_id=
