License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
B-SAT-2N-1,Brazil 🇧🇷,84.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-2N-1&sel_satname=B-SAT-2N-1&plan_id=
B-SAT-1N-1,Brazil 🇧🇷,84.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-1N-1&sel_satname=B-SAT-1N-1&plan_id=
B-SAT-2N,Brazil 🇧🇷,84.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-2N&sel_satname=B-SAT-2N&plan_id=
B-SAT-1N-2,Brazil 🇧🇷,84.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-1N-2&sel_satname=B-SAT-1N-2&plan_id=
F-SAT-N7-84W,France 🇫🇷,84.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-84W&sel_satname=F-SAT-N7-84W&plan_id=
F-SAT-30B-84W,France 🇫🇷,84.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-84W&sel_satname=F-SAT-30B-84W&plan_id=plan
B-SAT P,Brazil 🇧🇷,84.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT+P&sel_satname=B-SAT+P&plan_id=
F-SAT-N10-84W,France 🇫🇷,84.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-84W&sel_satname=F-SAT-N10-84W&plan_id=
NCG00000,Nicaragua 🇳🇮,84.4°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NCG00000&sel_satname=NCG00000&plan_id=plan
NICASAT-1L,Nicaragua 🇳🇮,84.4°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NICASAT-1L&sel_satname=NICASAT-1L&plan_id=
NICASAT-1B,Nicaragua 🇳🇮,84.4°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NICASAT-1B&sel_satname=NICASAT-1B&plan_id=
KYPROS-83.5W,Cyprus 🇨🇾,83.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-83.5W&sel_satname=KYPROS-83.5W&plan_id=
USASAT-9C,United States 🇺🇸,85.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-9C&sel_satname=USASAT-9C&plan_id=
USASAT-24U,United States 🇺🇸,85.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-24U&sel_satname=USASAT-24U&plan_id=
USASAT-31U,United States 🇺🇸,85.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-31U&sel_satname=USASAT-31U&plan_id=
USASAT-35Q,United States 🇺🇸,85.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35Q&sel_satname=USASAT-35Q&plan_id=
