Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
F-SAT-KU2-E-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-KU2-E-13E&sel_satname=F-SAT-KU2-E-13E&plan_id=
CYP-SAT-KM-13E,Cyprus 🇨🇾,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CYP-SAT-KM-13E&sel_satname=CYP-SAT-KM-13E&plan_id=
EUTELSAT-B1-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT-B1-13E&sel_satname=EUTELSAT-B1-13E&plan_id=
EUTELSAT 3-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+3-13E&sel_satname=EUTELSAT+3-13E&plan_id=
F-SAT-N3-13E,France 🇫🇷,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N3-13E&sel_satname=F-SAT-N3-13E&plan_id=
GENESIS-11,Germany 🇩🇪,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GENESIS-11&sel_satname=GENESIS-11&plan_id=
F-SAT-N-E-13E,France 🇫🇷,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N-E-13E&sel_satname=F-SAT-N-E-13E&plan_id=
F-SAT-T-E-13E,France 🇫🇷,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-T-E-13E&sel_satname=F-SAT-T-E-13E&plan_id=
EUTELSAT 2-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+2-13E&sel_satname=EUTELSAT+2-13E&plan_id=
F-SAT-N7-13E,France 🇫🇷,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-13E&sel_satname=F-SAT-N7-13E&plan_id=
