Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USGOVSAT-18B,United States 🇺🇸,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-18B&sel_satname=USGOVSAT-18B&plan_id=
THAICOM-A2,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-A2&sel_satname=THAICOM-A2&plan_id=
THAICOM-A2B,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-A2B&sel_satname=THAICOM-A2B&plan_id=
THAICOM-N2,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-N2&sel_satname=THAICOM-N2&plan_id=
MEASAT-78.5E-C_1,Malaysia 🇲🇾,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-78.5E-C_1&sel_satname=MEASAT-78.5E-C_1&plan_id=
THAICOM-AK2,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-AK2&sel_satname=THAICOM-AK2&plan_id=
THAICOM-G1K,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-G1K&sel_satname=THAICOM-G1K&plan_id=
MEASAT-78.5E-C,Malaysia 🇲🇾,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-78.5E-C&sel_satname=MEASAT-78.5E-C&plan_id=
THAICOM-Q2,Thailand 🇹🇭,78.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-Q2&sel_satname=THAICOM-Q2&plan_id=
MADAR-78.5E,United Arab Emirates 🇦🇪,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-78.5E&sel_satname=MADAR-78.5E&plan_id=
THAISAT-78.5E,Thailand 🇹🇭,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-78.5E&sel_satname=THAISAT-78.5E&plan_id=
MADAR-78.5E-2,United Arab Emirates 🇦🇪,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-78.5E-2&sel_satname=MADAR-78.5E-2&plan_id=
USGOVSAT-18A,United States 🇺🇸,78.5°E,Non-Planned,Late-Stage,Yes,No,Total,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-18A&sel_satname=USGOVSAT-18A&plan_id=
MVSAT-78.5E,Maldives 🇲🇻,78.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MVSAT-78.5E&sel_satname=MVSAT-78.5E&plan_id=
MLA00000,Malaysia 🇲🇾,78.5°E,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MLA00000&sel_satname=MLA00000&plan_id=plan
KEN00000,Kenya 🇰🇪,78.2°E,Planned,Early-Stage,No,n/a,No,0.30°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KEN00000&sel_satname=KEN00000&plan_id=plan
CHNNEWSAT-G1-78.2E,China 🇨🇳,78.2°E,Non-Planned,Late-Stage,Yes,No,No,0.30°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHNNEWSAT-G1-78.2E&sel_satname=CHNNEWSAT-G1-78.2E&plan_id=
MADAR-79E,United Arab Emirates 🇦🇪,79.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-79E&sel_satname=MADAR-79E&plan_id=
FYGEOSAT-A-79E,China 🇨🇳,79.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FYGEOSAT-A-79E&sel_satname=FYGEOSAT-A-79E&plan_id=
SECOMSAT-4-78E,Spain 🇪🇸,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-4-78E&sel_satname=SECOMSAT-4-78E&plan_id=
IK-78E,Russian Federation 🇷🇺,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-78E&sel_satname=IK-78E&plan_id=
SECOMSAT-3-78E,Spain 🇪🇸,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-3-78E&sel_satname=SECOMSAT-3-78E&plan_id=
HISPASAT-92A,Spain 🇪🇸,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-92A&sel_satname=HISPASAT-92A&plan_id=
INMARSAT-7-78E,Switzerland 🇨🇭,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-78E&sel_satname=INMARSAT-7-78E&plan_id=
AMS-C11-78E,Israel 🇮🇱,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-C11-78E&sel_satname=AMS-C11-78E&plan_id=
HISPASAT-61A,Spain 🇪🇸,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-61A&sel_satname=HISPASAT-61A&plan_id=
HISPASAT-1-78E,Spain 🇪🇸,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-78E&sel_satname=HISPASAT-1-78E&plan_id=
AMS-30B-78E,Israel 🇮🇱,78.0°E,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-78E&sel_satname=AMS-30B-78E&plan_id=plan
GEO00000,Georgia 🇬🇪,78.0°E,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GEO00000&sel_satname=GEO00000&plan_id=plan
HISPASAT-72A,Spain 🇪🇸,78.0°E,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-72A&sel_satname=HISPASAT-72A&plan_id=plan
IK-78E-F,Russian Federation 🇷🇺,78.0°E,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-78E-F&sel_satname=IK-78E-F&plan_id=plan
OMANSAT-78E,Oman 🇴🇲,78.0°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-78E&sel_satname=OMANSAT-78E&plan_id=
