Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
AFG00000,Afghanistan 🇦🇫,50.0°E,Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AFG00000&sel_satname=AFG00000&plan_id=plan
TURKSAT-50E-F,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-50E-F&sel_satname=TURKSAT-50E-F&plan_id=
TURKSAT-50E-H,Türkiye 🇹🇷,50.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-50E-H&sel_satname=TURKSAT-50E-H&plan_id=
SECOMSAT-3-50E,Spain 🇪🇸,50.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-3-50E&sel_satname=SECOMSAT-3-50E&plan_id=
N-SAT-Y17-50E,Japan 🇯🇵,50.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y17-50E&sel_satname=N-SAT-Y17-50E&plan_id=
TURKSAT-50E-B,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-50E-B&sel_satname=TURKSAT-50E-B&plan_id=
TURKSAT-50E-A,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-50E-A&sel_satname=TURKSAT-50E-A&plan_id=
TURKSAT-50E-J,Türkiye 🇹🇷,50.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-50E-J&sel_satname=TURKSAT-50E-J&plan_id=
TURKSAT-C50E,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-C50E&sel_satname=TURKSAT-C50E&plan_id=
TURKSAT-K3,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-K3&sel_satname=TURKSAT-K3&plan_id=
TURKSAT-1C,Türkiye 🇹🇷,50.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-1C&sel_satname=TURKSAT-1C&plan_id=
