Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USGAE-26A,United States 🇺🇸,94.2°W,Non-Planned,Late-Stage,Yes,Partial,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-26A&sel_satname=USGAE-26A&plan_id=
F-SAT-N8-94W,France 🇫🇷,94.0°W,Non-Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-94W&sel_satname=F-SAT-N8-94W&plan_id=
F-SAT-P-30B-94W-F,France 🇫🇷,94.0°W,Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-94W-F&sel_satname=F-SAT-P-30B-94W-F&plan_id=plan
F-SAT-30B-94W,France 🇫🇷,94.0°W,Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-94W&sel_satname=F-SAT-30B-94W&plan_id=plan
F-SAT-N6-94W,France 🇫🇷,94.0°W,Non-Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-94W&sel_satname=F-SAT-N6-94W&plan_id=
USASAT-23F,United States 🇺🇸,95.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-23F&sel_satname=USASAT-23F&plan_id=
OHO-30B-95W-2,Sweden 🇸🇪,95.0°W,Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-95W-2&sel_satname=OHO-30B-95W-2&plan_id=plan
USASAT-24L,United States 🇺🇸,95.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-24L&sel_satname=USASAT-24L&plan_id=
YAHSAT-FSS-95W,United Arab Emirates 🇦🇪,95.0°W,Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-95W&sel_satname=YAHSAT-FSS-95W&plan_id=plan
USASAT-35L,United States 🇺🇸,95.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35L&sel_satname=USASAT-35L&plan_id=
