Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
NEW DAWN 43,Papua New Guinea 🇵🇬,169.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+43&sel_satname=NEW+DAWN+43&plan_id=
USASAT-60J,United States 🇺🇸,169.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60J&sel_satname=USASAT-60J&plan_id=
USASAT-55V,United States 🇺🇸,169.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-55V&sel_satname=USASAT-55V&plan_id=
USASAT-55L,United States 🇺🇸,169.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-55L&sel_satname=USASAT-55L&plan_id=
F-SAT-N7-169E,France 🇫🇷,169.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-169E&sel_satname=F-SAT-N7-169E&plan_id=
ODYSSEY-169E,Germany 🇩🇪,169.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-169E&sel_satname=ODYSSEY-169E&plan_id=
CHNNEWSAT-G1-169E,China 🇨🇳,169.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-169E&sel_satname=CHNNEWSAT-G1-169E&plan_id=
USASAT-14G,United States 🇺🇸,169.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14G&sel_satname=USASAT-14G&plan_id=
USASAT-101C,United States 🇺🇸,169.0°E,Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-101C&sel_satname=USASAT-101C&plan_id=plan
CHNNEWSAT-G2-169E,China 🇨🇳,169.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-169E&sel_satname=CHNNEWSAT-G2-169E&plan_id=
F-SAT-30B-169E,France 🇫🇷,169.0°E,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-169E&sel_satname=F-SAT-30B-169E&plan_id=plan
USASAT-60V,United States 🇺🇸,169.0°E,Non-Planned,Late-Stage,Yes,Full,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60V&sel_satname=USASAT-60V&plan_id=
JMCS-6-168E5,Japan 🇯🇵,168.5°E,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-168E5&sel_satname=JMCS-6-168E5&plan_id=
QZSS-GS-A8,Japan 🇯🇵,168.0°E,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QZSS-GS-A8&sel_satname=QZSS-GS-A8&plan_id=
QZSS-GS-ISR8,Japan 🇯🇵,168.0°E,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=QZSS-GS-ISR8&sel_satname=QZSS-GS-ISR8&plan_id=
MADAR-168E,United Arab Emirates 🇦🇪,168.0°E,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-168E&sel_satname=MADAR-168E&plan_id=
ADF POR-2,Australia 🇦🇺,168.0°E,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ADF+POR-2&sel_satname=ADF+POR-2&plan_id=
