Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
ARABSAT 8G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Late-Stage,Yes,No,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+8G-11E&sel_satname=ARABSAT+8G-11E&plan_id=
HISPASAT-48A,Spain 🇪🇸,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-48A&sel_satname=HISPASAT-48A&plan_id=
ARABSAT-9G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9G-11E&sel_satname=ARABSAT-9G-11E&plan_id=
USGOVSAT-15A,United States 🇺🇸,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-15A&sel_satname=USGOVSAT-15A&plan_id=
PESSE-11E-KA,Netherlands 🇳🇱,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-11E-KA&sel_satname=PESSE-11E-KA&plan_id=
FUTURA-1,United Arab Emirates 🇦🇪,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FUTURA-1&sel_satname=FUTURA-1&plan_id=
PESSE-11E-VB,Netherlands 🇳🇱,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-11E-VB&sel_satname=PESSE-11E-VB&plan_id=
JORSAT-11E,Jordan 🇯🇴,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JORSAT-11E&sel_satname=JORSAT-11E&plan_id=
HISPASAT-81A,Spain 🇪🇸,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-81A&sel_satname=HISPASAT-81A&plan_id=
ARABSAT-11G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11G-11E&sel_satname=ARABSAT-11G-11E&plan_id=
HISPASAT-48A_1,Spain 🇪🇸,11.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-48A_1&sel_satname=HISPASAT-48A_1&plan_id=
INMARSAT-8-11E,United Kingdom 🇬🇧,11.0°E,Non-Planned,Late-Stage,Yes,Full,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-8-11E&sel_satname=INMARSAT-8-11E&plan_id=
BFA00000,Burkina Faso 🇧🇫,10.79°E,Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BFA00000&sel_satname=BFA00000&plan_id=plan
SIGNSAT-11E,China 🇨🇳,11.3°E,Non-Planned,Early-Stage,No,n/a,No,0.28°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-11E&sel_satname=SIGNSAT-11E&plan_id=
CTDRS-2-10.6E,China 🇨🇳,10.6°E,Non-Planned,Late-Stage,Yes,No,No,0.42°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CTDRS-2-10.6E&sel_satname=CTDRS-2-10.6E&plan_id=
H2SAT-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=H2SAT-11.5E&sel_satname=H2SAT-11.5E&plan_id=
H2M-TNG-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=H2M-TNG-11.5E&sel_satname=H2M-TNG-11.5E&plan_id=
F-SAT-30B-11.5E,France 🇫🇷,11.5°E,Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-11.5E&sel_satname=F-SAT-30B-11.5E&plan_id=plan
H2M-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=H2M-11.5E&sel_satname=H2M-11.5E&plan_id=
F-SAT-N6-11.5E,France 🇫🇷,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-11.5E&sel_satname=F-SAT-N6-11.5E&plan_id=
CYP-SAT-KM-11.5E,Cyprus 🇨🇾,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CYP-SAT-KM-11.5E&sel_satname=CYP-SAT-KM-11.5E&plan_id=
F-SAT-N7-11.5E,France 🇫🇷,11.5°E,Non-Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-11.5E&sel_satname=F-SAT-N7-11.5E&plan_id=
SICRAL-3H,Italy 🇮🇹,11.8°E,Non-Planned,Late-Stage,Yes,Partial,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SICRAL-3H&sel_satname=SICRAL-3H&plan_id=
RGS-S-12E,Russian Federation 🇷🇺,12.0°E,Non-Planned,Early-Stage,No,n/a,No,0.98°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-12E&sel_satname=RGS-S-12E&plan_id=
GALS-M-2,Russian Federation 🇷🇺,12.0°E,Non-Planned,Early-Stage,No,n/a,No,0.98°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GALS-M-2&sel_satname=GALS-M-2&plan_id=
VOLNA-27,Russian Federation 🇷🇺,12.0°E,Non-Planned,Late-Stage,Yes,No,No,0.98°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-27&sel_satname=VOLNA-27&plan_id=
