Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
GOMS-166E,Russian Federation 🇷🇺,165.8°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOMS-166E&sel_satname=GOMS-166E&plan_id=
ODYSSEY-166E,Germany 🇩🇪,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-166E&sel_satname=ODYSSEY-166E&plan_id=
ODYSSEY-FSS-166E,Germany 🇩🇪,166.0°E,Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY-FSS-166E&sel_satname=ODYSSEY-FSS-166E&plan_id=plan
ODYSSEY FSS-166E,Germany 🇩🇪,166.0°E,Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ODYSSEY+FSS-166E&sel_satname=ODYSSEY+FSS-166E&plan_id=plan
USASAT-60B,United States 🇺🇸,166.0°E,Non-Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60B&sel_satname=USASAT-60B&plan_id=
PROGNOZ-6,Russian Federation 🇷🇺,166.0°E,Non-Planned,Late-Stage,Yes,No,No,0.26°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PROGNOZ-6&sel_satname=PROGNOZ-6&plan_id=
USASAT-14H,United States 🇺🇸,166.0°E,Non-Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14H&sel_satname=USASAT-14H&plan_id=
DIMENSION-4,United Kingdom 🇬🇧,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-4&sel_satname=DIMENSION-4&plan_id=
FUTURA-2,United Arab Emirates 🇦🇪,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FUTURA-2&sel_satname=FUTURA-2&plan_id=
ODYSSEY-166E-1,Germany 🇩🇪,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-166E-1&sel_satname=ODYSSEY-166E-1&plan_id=
MADAR-166E,United Arab Emirates 🇦🇪,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-166E&sel_satname=MADAR-166E&plan_id=
GALS-M-6,Russian Federation 🇷🇺,166.0°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GALS-M-6&sel_satname=GALS-M-6&plan_id=
SMMSAT-8R_1,Sweden 🇸🇪,165.0°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-8R_1&sel_satname=SMMSAT-8R_1&plan_id=
SMMSAT-8R,Sweden 🇸🇪,165.0°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-8R&sel_satname=SMMSAT-8R&plan_id=
SKY-F-165E,Russian Federation 🇷🇺,165.0°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKY-F-165E&sel_satname=SKY-F-165E&plan_id=
MADAR-165E,United Arab Emirates 🇦🇪,165.0°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-165E&sel_satname=MADAR-165E&plan_id=
