Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
KTSAT-113E,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KTSAT-113E&sel_satname=KTSAT-113E&plan_id=
ADL00000,France 🇫🇷,113.0°E,Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ADL00000&sel_satname=ADL00000&plan_id=plan
WAL00000,France 🇫🇷,113.0°E,Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=WAL00000&sel_satname=WAL00000&plan_id=plan
REU00002,France 🇫🇷,113.0°E,Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=REU00002&sel_satname=REU00002&plan_id=plan
CHINASAT-E-113E,China 🇨🇳,113.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-E-113E&sel_satname=CHINASAT-E-113E&plan_id=
KOMINFO-3,Indonesia 🇮🇩,113.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOMINFO-3&sel_satname=KOMINFO-3&plan_id=
NUSANTARA-PS3-A,Indonesia 🇮🇩,113.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS3-A&sel_satname=NUSANTARA-PS3-A&plan_id=
PALAPA-C1-K,Indonesia 🇮🇩,113.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-C1-K&sel_satname=PALAPA-C1-K&plan_id=
PALAPA-B2,Indonesia 🇮🇩,113.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA-B2&sel_satname=PALAPA-B2&plan_id=
KOREASAT-2,Korea (Rep. of) 🇰🇷,113.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.17°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-2&sel_satname=KOREASAT-2&plan_id=
