Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
QATARSAT-G5-75W,Qatar 🇶🇦,75.0°W,Non-Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-75W&sel_satname=QATARSAT-G5-75W&plan_id=
SISCOMIS-4A,Brazil 🇧🇷,75.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SISCOMIS-4A&sel_satname=SISCOMIS-4A&plan_id=
B-SAT-1S-1,Brazil 🇧🇷,75.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-1S-1&sel_satname=B-SAT-1S-1&plan_id=
GOES-EAST-4,United States 🇺🇸,75.0°W,Non-Planned,Late-Stage,Yes,No,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOES-EAST-4&sel_satname=GOES-EAST-4&plan_id=
B-SAT-1S,Brazil 🇧🇷,75.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-1S&sel_satname=B-SAT-1S&plan_id=
SISCOMIS-4,Brazil 🇧🇷,75.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SISCOMIS-4&sel_satname=SISCOMIS-4&plan_id=
B-SAT-S,Brazil 🇧🇷,75.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-S&sel_satname=B-SAT-S&plan_id=
GOES-EAST-1,United States 🇺🇸,75.0°W,Non-Planned,Late-Stage,Yes,No,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOES-EAST-1&sel_satname=GOES-EAST-1&plan_id=
GOES-EAST-2,United States 🇺🇸,75.0°W,Non-Planned,Late-Stage,Yes,No,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOES-EAST-2&sel_satname=GOES-EAST-2&plan_id=
CHL00000,Chile 🇨🇱,74.9°W,Planned,Early-Stage,No,n/a,No,0.11°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHL00000&sel_satname=CHL00000&plan_id=plan
MEASAT-ROUTE-3C_1,Malaysia 🇲🇾,75.5°W,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-3C_1&sel_satname=MEASAT-ROUTE-3C_1&plan_id=
MEASAT-ROUTE-3C,Malaysia 🇲🇾,75.5°W,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-3C&sel_satname=MEASAT-ROUTE-3C&plan_id=
BAH00000,Bahamas 🇧🇸,74.3°W,Planned,Early-Stage,No,n/a,No,0.71°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BAH00000&sel_satname=BAH00000&plan_id=plan
UKSAT-KU-4,United Kingdom 🇬🇧,76.0°W,Non-Planned,Late-Stage,Yes,No,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKSAT-KU-4&sel_satname=UKSAT-KU-4&plan_id=
USASAT-55Y,United States 🇺🇸,76.0°W,Non-Planned,Late-Stage,Yes,No,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-55Y&sel_satname=USASAT-55Y&plan_id=
