Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
N-SAT-Y17-85.15E,Japan 🇯🇵,85.15°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y17-85.15E&sel_satname=N-SAT-Y17-85.15E&plan_id=
NUSANTARA-H2-A,Indonesia 🇮🇩,85.3°E,Non-Planned,Early-Stage,No,n/a,No,0.12°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H2-A&sel_satname=NUSANTARA-H2-A&plan_id=
PACIFISAT-85.3E,Papua New Guinea 🇵🇬,85.3°E,Non-Planned,Early-Stage,No,n/a,No,0.12°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PACIFISAT-85.3E&sel_satname=PACIFISAT-85.3E&plan_id=
PACIFISAT-FSS-85.3E,Papua New Guinea 🇵🇬,85.3°E,Planned,Early-Stage,No,n/a,No,0.12°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-85.3E&sel_satname=PACIFISAT-FSS-85.3E&plan_id=plan
TOR-4M,Russian Federation 🇷🇺,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-4M&sel_satname=TOR-4M&plan_id=
GALS-3,Russian Federation 🇷🇺,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-3&sel_satname=GALS-3&plan_id=
NEW DAWN FSS-8,Papua New Guinea 🇵🇬,85.0°E,Planned,Early-Stage,No,n/a,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NEW+DAWN+FSS-8&sel_satname=NEW+DAWN+FSS-8&plan_id=plan
TDRS 85E,United States 🇺🇸,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+85E&sel_satname=TDRS+85E&plan_id=
USTRO-9,United States 🇺🇸,85.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.18°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USTRO-9&sel_satname=USTRO-9&plan_id=
TOR-4,Russian Federation 🇷🇺,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-4&sel_satname=TOR-4&plan_id=
INTELSAT6 85E,United States 🇺🇸,85.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.18°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+85E&sel_satname=INTELSAT6+85E&plan_id=
VOLNA-5,Russian Federation 🇷🇺,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-5&sel_satname=VOLNA-5&plan_id=
STATSIONAR-3,Russian Federation 🇷🇺,85.0°E,Non-Planned,Late-Stage,Yes,No,No,0.18°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-3&sel_satname=STATSIONAR-3&plan_id=
