Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
SMMSAT-5R_1,Sweden 🇸🇪,55.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-5R_1&sel_satname=SMMSAT-5R_1&plan_id=
KUPON-1S,Russian Federation 🇷🇺,55.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1S&sel_satname=KUPON-1S&plan_id=
INSAT-EK55,India 🇮🇳,55.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.17°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EK55&sel_satname=INSAT-EK55&plan_id=
INSAT-2(55),India 🇮🇳,55.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2(55)&sel_satname=INSAT-2(55)&plan_id=
KUPON-1,Russian Federation 🇷🇺,55.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1&sel_satname=KUPON-1&plan_id=
MADAR-55E,United Arab Emirates 🇦🇪,55.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-55E&sel_satname=MADAR-55E&plan_id=
YAMAL-PK2,Russian Federation 🇷🇺,55.0°E,Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-PK2&sel_satname=YAMAL-PK2&plan_id=plan
YAMAL-FSS-55E,Russian Federation 🇷🇺,55.0°E,Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-FSS-55E&sel_satname=YAMAL-FSS-55E&plan_id=plan
KUPON-1T,Russian Federation 🇷🇺,55.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1T&sel_satname=KUPON-1T&plan_id=
INSAT-EXC55E,India 🇮🇳,55.0°E,Planned,Late-Stage,Yes,No,No,0.17°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EXC55E&sel_satname=INSAT-EXC55E&plan_id=plan
