Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
EXPRESS-3B,Russian Federation 🇷🇺,11.0°W,Non-Planned,Early-Stage,No,n/a,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EXPRESS-3B&sel_satname=EXPRESS-3B&plan_id=
VOLNA-3R,Russian Federation 🇷🇺,11.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-3R&sel_satname=VOLNA-3R&plan_id=
EXPRESS-B 11W,Russian Federation 🇷🇺,11.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-B+11W&sel_satname=EXPRESS-B+11W&plan_id=
EXPRESS-3,Russian Federation 🇷🇺,11.0°W,Non-Planned,Late-Stage,Yes,No,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-3&sel_satname=EXPRESS-3&plan_id=
AUT00000,Austria 🇦🇹,11.4°W,Planned,Early-Stage,No,n/a,No,0.37°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AUT00000&sel_satname=AUT00000&plan_id=plan
AZR00000,Portugal 🇵🇹,10.6°W,Planned,Early-Stage,No,n/a,No,0.43°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AZR00000&sel_satname=AZR00000&plan_id=plan
POR00000,Portugal 🇵🇹,10.6°W,Planned,Early-Stage,No,n/a,No,0.43°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=POR00000&sel_satname=POR00000&plan_id=plan
MDR00000,Portugal 🇵🇹,10.6°W,Planned,Early-Stage,No,n/a,No,0.43°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MDR00000&sel_satname=MDR00000&plan_id=plan
INMARSAT-7-11W5,Switzerland 🇨🇭,11.5°W,Non-Planned,Early-Stage,No,n/a,No,0.47°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-11W5&sel_satname=INMARSAT-7-11W5&plan_id=
ARRAKIS-5,United Kingdom 🇬🇧,10.5°W,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARRAKIS-5&sel_satname=ARRAKIS-5&plan_id=
QATARSAT-G5-10.5W,Qatar 🇶🇦,10.5°W,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-10.5W&sel_satname=QATARSAT-G5-10.5W&plan_id=
MEASAT-SA3C,Malaysia 🇲🇾,10.5°W,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-SA3C&sel_satname=MEASAT-SA3C&plan_id=
HISPASAT-1-10.25W,Spain 🇪🇸,10.25°W,Non-Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-10.25W&sel_satname=HISPASAT-1-10.25W&plan_id=
HISPASAT-94A,Spain 🇪🇸,10.25°W,Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-94A&sel_satname=HISPASAT-94A&plan_id=plan
HISPASAT-82A,Spain 🇪🇸,10.25°W,Non-Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-82A&sel_satname=HISPASAT-82A&plan_id=
HISPASAT-49A_1,Spain 🇪🇸,10.25°W,Non-Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-49A_1&sel_satname=HISPASAT-49A_1&plan_id=
HISPASAT-49A,Spain 🇪🇸,10.25°W,Non-Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-49A&sel_satname=HISPASAT-49A&plan_id=
HISPASAT-45A,Spain 🇪🇸,10.25°W,Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-45A&sel_satname=HISPASAT-45A&plan_id=plan
HISPASAT-2-10.25W,Spain 🇪🇸,10.25°W,Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-2-10.25W&sel_satname=HISPASAT-2-10.25W&plan_id=plan
HS_10W,Tonga 🇹🇴,10.15°W,Non-Planned,Early-Stage,No,n/a,No,0.88°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HS_10W&sel_satname=HS_10W&plan_id=
TDRS 12W-R,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,No,No,0.97°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+12W-R&sel_satname=TDRS+12W-R&plan_id=
USGCSS PH3B ATL,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,No,No,0.97°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+ATL&sel_satname=USGCSS+PH3B+ATL&plan_id=
USASAT-14L,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,No,No,0.97°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14L&sel_satname=USASAT-14L&plan_id=
USGOVSAT-8,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,No,No,0.97°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-8&sel_satname=USGOVSAT-8&plan_id=
