Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
F-SAT-N7-13.3E,France 🇫🇷,13.3°E,Non-Planned,Early-Stage,No,n/a,No,0.10°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-13.3E&sel_satname=F-SAT-N7-13.3E&plan_id=
F-SAT-KU2-E-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU2-E-13E&sel_satname=F-SAT-KU2-E-13E&plan_id=
F-SAT-RN-13E,France 🇫🇷,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-RN-13E&sel_satname=F-SAT-RN-13E&plan_id=
GENESIS-18,Germany 🇩🇪,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.20°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GENESIS-18&sel_satname=GENESIS-18&plan_id=
F-SAT-N3-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-13E&sel_satname=F-SAT-N3-13E&plan_id=
F-SAT-T-E-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-T-E-13E&sel_satname=F-SAT-T-E-13E&plan_id=
CYP-SAT-KM-13E,Cyprus 🇨🇾,13.0°E,Non-Planned,Early-Stage,No,n/a,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CYP-SAT-KM-13E&sel_satname=CYP-SAT-KM-13E&plan_id=
F-SAT-N-E-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-13E&sel_satname=F-SAT-N-E-13E&plan_id=
EUTELSAT 3-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-13E&sel_satname=EUTELSAT+3-13E&plan_id=
EUTELSAT-B1-13E,France 🇫🇷,13.0°E,Non-Planned,Late-Stage,Yes,No,No,0.20°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT-B1-13E&sel_satname=EUTELSAT-B1-13E&plan_id=
