Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
EUTELSAT EXB-28.5E,France 🇫🇷,28.5°E,Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-28.5E&sel_satname=EUTELSAT+EXB-28.5E&plan_id=plan
F-SAT-30B-28.5E,France 🇫🇷,28.5°E,Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-28.5E&sel_satname=F-SAT-30B-28.5E&plan_id=plan
DFS II-2,Germany 🇩🇪,28.5°E,Non-Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFS+II-2&sel_satname=DFS+II-2&plan_id=
F-SAT-E-30B-28.5E,France 🇫🇷,28.5°E,Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-28.5E&sel_satname=F-SAT-E-30B-28.5E&plan_id=plan
DFS-2,Germany 🇩🇪,28.5°E,Non-Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFS-2&sel_satname=DFS-2&plan_id=
F-SAT-P-30B-28.5E-F,France 🇫🇷,28.5°E,Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-28.5E-F&sel_satname=F-SAT-P-30B-28.5E-F&plan_id=plan
STARTIME-28.4E,China 🇨🇳,28.4°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=STARTIME-28.4E&sel_satname=STARTIME-28.4E&plan_id=
LUX-30B-7,Luxembourg 🇱🇺,28.2°E,Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-30B-7&sel_satname=LUX-30B-7&plan_id=plan
LUX-30B-G4-28.2E,Luxembourg 🇱🇺,28.2°E,Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-30B-G4-28.2E&sel_satname=LUX-30B-G4-28.2E&plan_id=plan
LUX-G11-8,Luxembourg 🇱🇺,28.2°E,Non-Planned,Late-Stage,Yes,No,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G11-8&sel_satname=LUX-G11-8&plan_id=
