Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
MADAR-156E,United Arab Emirates 🇦🇪,156.0°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-156E&sel_satname=MADAR-156E&plan_id=
PESSE-156E,Netherlands 🇳🇱,156.0°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-156E&sel_satname=PESSE-156E&plan_id=
IK-156E-F,Russian Federation 🇷🇺,156.0°E,Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-156E-F&sel_satname=IK-156E-F&plan_id=plan
AUSSAT-H-156E-30B,Australia 🇦🇺,156.0°E,Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AUSSAT-H-156E-30B&sel_satname=AUSSAT-H-156E-30B&plan_id=plan
AUSSAT C 156E GOV,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+C+156E+GOV&sel_satname=AUSSAT+C+156E+GOV&plan_id=
ADF 156E GOV,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ADF+156E+GOV&sel_satname=ADF+156E+GOV&plan_id=
AUSSAT C 156E GOVR,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+C+156E+GOVR&sel_satname=AUSSAT+C+156E+GOVR&plan_id=
AUSSAT B 156E S,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+B+156E+S&sel_satname=AUSSAT+B+156E+S&plan_id=
AUSSAT D 156E FSS,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+D+156E+FSS&sel_satname=AUSSAT+D+156E+FSS&plan_id=
ADF 156E POR,Australia 🇦🇺,156.0°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ADF+156E+POR&sel_satname=ADF+156E+POR&plan_id=
N-SAT-Y19-156E,Japan 🇯🇵,156.0°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y19-156E&sel_satname=N-SAT-Y19-156E&plan_id=
AUSSAT F 156E,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,Total,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+F+156E&sel_satname=AUSSAT+F+156E&plan_id=
AUSSAT C 156E FSS,Australia 🇦🇺,156.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+C+156E+FSS&sel_satname=AUSSAT+C+156E+FSS&plan_id=
AUSSAT-H-156E,Australia 🇦🇺,156.0°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUSSAT-H-156E&sel_satname=AUSSAT-H-156E&plan_id=
F-SAT-30B-155.9E,France 🇫🇷,155.9°E,Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-155.9E&sel_satname=F-SAT-30B-155.9E&plan_id=plan
F-SAT-N7-155.9E,France 🇫🇷,155.9°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-155.9E&sel_satname=F-SAT-N7-155.9E&plan_id=
USASAT-60Q,United States 🇺🇸,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60Q&sel_satname=USASAT-60Q&plan_id=
INTELSAT7 157E,United States 🇺🇸,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+157E&sel_satname=INTELSAT7+157E&plan_id=
SKY-F-157E,Russian Federation 🇷🇺,157.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKY-F-157E&sel_satname=SKY-F-157E&plan_id=
NEW DAWN 47,Papua New Guinea 🇵🇬,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+47&sel_satname=NEW+DAWN+47&plan_id=
PESSE-157E,Netherlands 🇳🇱,157.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-157E&sel_satname=PESSE-157E&plan_id=
INTELSAT8 157E,United States 🇺🇸,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+157E&sel_satname=INTELSAT8+157E&plan_id=
NUSANTARA-B5-A,Indonesia 🇮🇩,157.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B5-A&sel_satname=NUSANTARA-B5-A&plan_id=
INTELSAT5A 157E,United States 🇺🇸,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+157E&sel_satname=INTELSAT5A+157E&plan_id=
INTELSAT6 157E,United States 🇺🇸,157.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+157E&sel_satname=INTELSAT6+157E&plan_id=
