Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USGOVSAT-12,United States 🇺🇸,175.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-12&sel_satname=USGOVSAT-12&plan_id=
USGCSS PH3 W PAC,United States 🇺🇸,175.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3+W+PAC&sel_satname=USGCSS+PH3+W+PAC&plan_id=
USGCSS PH3B W PAC,United States 🇺🇸,175.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+W+PAC&sel_satname=USGCSS+PH3B+W+PAC&plan_id=
F-SAT-P-30B-174E-F,France 🇫🇷,174.0°E,Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-174E-F&sel_satname=F-SAT-P-30B-174E-F&plan_id=plan
HISPASAT-71A,Spain 🇪🇸,174.0°E,Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-71A&sel_satname=HISPASAT-71A&plan_id=plan
KYPROS-ACHILLEAS,Cyprus 🇨🇾,174.0°E,Non-Planned,Late-Stage,Yes,No,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KYPROS-ACHILLEAS&sel_satname=KYPROS-ACHILLEAS&plan_id=
HISPASAT-68A,Spain 🇪🇸,174.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-68A&sel_satname=HISPASAT-68A&plan_id=
MADAR-174E,United Arab Emirates 🇦🇪,174.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-174E&sel_satname=MADAR-174E&plan_id=
MADAR-174E-2,United Arab Emirates 🇦🇪,174.0°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-174E-2&sel_satname=MADAR-174E-2&plan_id=
F-SAT-30B-174E,France 🇫🇷,174.0°E,Planned,Early-Stage,No,n/a,No,0.96°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-174E&sel_satname=F-SAT-30B-174E&plan_id=plan
