Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
CHNHTSAT-146.7E,China 🇨🇳,146.7°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-146.7E&sel_satname=CHNHTSAT-146.7E&plan_id=
S-SAT-3-146.5E,Japan 🇯🇵,146.5°E,Non-Planned,Early-Stage,No,n/a,No,0.27°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-3-146.5E&sel_satname=S-SAT-3-146.5E&plan_id=
S-SAT-2-146.5E,Japan 🇯🇵,146.5°E,Non-Planned,Early-Stage,No,n/a,No,0.27°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-2-146.5E&sel_satname=S-SAT-2-146.5E&plan_id=
SLM00000,Solomon Islands 🇸🇧,147.5°E,Planned,Early-Stage,No,n/a,No,0.73°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SLM00000&sel_satname=SLM00000&plan_id=plan
ASIASAT-147.5Q,China 🇨🇳,147.5°E,Non-Planned,Early-Stage,No,n/a,No,0.73°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-147.5Q&sel_satname=ASIASAT-147.5Q&plan_id=
SIGNSAT-148E,China 🇨🇳,147.5°E,Non-Planned,Early-Stage,No,n/a,No,0.73°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-148E&sel_satname=SIGNSAT-148E&plan_id=
PSN-146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Late-Stage,Yes,No,Partial,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PSN-146E&sel_satname=PSN-146E&plan_id=
PALAPA PAC-KU 146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Late-Stage,Yes,No,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA+PAC-KU+146E&sel_satname=PALAPA+PAC-KU+146E&plan_id=
ETS9-C,Japan 🇯🇵,146.0°E,Non-Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-C&sel_satname=ETS9-C&plan_id=
PALAPA PAC-C 146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Late-Stage,Yes,No,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA+PAC-C+146E&sel_satname=PALAPA+PAC-C+146E&plan_id=
NUSANTARA-PE1-A,Indonesia 🇮🇩,146.0°E,Non-Planned,Late-Stage,Yes,No,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NUSANTARA-PE1-A&sel_satname=NUSANTARA-PE1-A&plan_id=
KOMINFO-1,Indonesia 🇮🇩,146.0°E,Non-Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOMINFO-1&sel_satname=KOMINFO-1&plan_id=
NUSANTARA-PS1D-30B,Indonesia 🇮🇩,146.0°E,Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-PS1D-30B&sel_satname=NUSANTARA-PS1D-30B&plan_id=plan
OHO-30B-146E,Sweden 🇸🇪,146.0°E,Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-146E&sel_satname=OHO-30B-146E&plan_id=plan
NRU00000,Nauru 🇳🇷,146.0°E,Planned,Early-Stage,No,n/a,No,0.77°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NRU00000&sel_satname=NRU00000&plan_id=plan
