Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
HISPASAT-57A_1,Spain 🇪🇸,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-57A_1&sel_satname=HISPASAT-57A_1&plan_id=
EG-SAT-22W,France 🇫🇷,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EG-SAT-22W&sel_satname=EG-SAT-22W&plan_id=
HISPASAT-1-22W,Spain 🇪🇸,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-22W&sel_satname=HISPASAT-1-22W&plan_id=
NSS-16-1,Netherlands 🇳🇱,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-16-1&sel_satname=NSS-16-1&plan_id=
NSS-G11-14,Netherlands 🇳🇱,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G11-14&sel_satname=NSS-G11-14&plan_id=
DIMENSION-2,United Kingdom 🇬🇧,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-2&sel_satname=DIMENSION-2&plan_id=
HISPASAT-90A,Spain 🇪🇸,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-90A&sel_satname=HISPASAT-90A&plan_id=
NSS-G2-11,Netherlands 🇳🇱,22.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-11&sel_satname=NSS-G2-11&plan_id=
HISPASAT-57A,Spain 🇪🇸,22.0°W,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-57A&sel_satname=HISPASAT-57A&plan_id=
NSS-16,Netherlands 🇳🇱,22.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-16&sel_satname=NSS-16&plan_id=
NSS-FSS-G3 22W,Netherlands 🇳🇱,22.0°W,Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+22W&sel_satname=NSS-FSS-G3+22W&plan_id=plan
IRL00000,Ireland 🇮🇪,21.8°W,Planned,Early-Stage,No,n/a,No,0.22°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRL00000&sel_satname=IRL00000&plan_id=plan
