Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USASAT-14I-3,United States 🇺🇸,68.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14I-3&sel_satname=USASAT-14I-3&plan_id=
ODYSSEY FSS-68.5E,Germany 🇩🇪,68.5°E,Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ODYSSEY+FSS-68.5E&sel_satname=ODYSSEY+FSS-68.5E&plan_id=plan
USASAT-101D,United States 🇺🇸,68.5°E,Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101D&sel_satname=USASAT-101D&plan_id=plan
NEW DAWN 27-1,Papua New Guinea 🇵🇬,68.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NEW+DAWN+27-1&sel_satname=NEW+DAWN+27-1&plan_id=
KYPROS-68.5E,Cyprus 🇨🇾,68.5°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-68.5E&sel_satname=KYPROS-68.5E&plan_id=
NEW DAWN 27,Papua New Guinea 🇵🇬,68.5°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+27&sel_satname=NEW+DAWN+27&plan_id=
USASAT-71N,United States 🇺🇸,68.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-71N&sel_satname=USASAT-71N&plan_id=
USASAT-60C,United States 🇺🇸,68.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60C&sel_satname=USASAT-60C&plan_id=
USASAT-14I,United States 🇺🇸,68.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14I&sel_satname=USASAT-14I&plan_id=
INSAT-KA68E,India 🇮🇳,68.0°E,Non-Planned,Late-Stage,Yes,No,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KA68E&sel_satname=INSAT-KA68E&plan_id=
