Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USCSID-E4,United States 🇺🇸,30.0°W,Non-Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USCSID-E4&sel_satname=USCSID-E4&plan_id=
HISPASAT-10A,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-10A&sel_satname=HISPASAT-10A&plan_id=
SECOMSAT-5-30W,Spain 🇪🇸,30.0°W,Non-Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-5-30W&sel_satname=SECOMSAT-5-30W&plan_id=
HISPASAT-3A,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-3A&sel_satname=HISPASAT-3A&plan_id=
HISPASAT-2D KU,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2D+KU&sel_satname=HISPASAT-2D+KU&plan_id=
HISPASAT-98A,Spain 🇪🇸,30.0°W,Non-Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-98A&sel_satname=HISPASAT-98A&plan_id=
SECOMSAT-4-30W,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SECOMSAT-4-30W&sel_satname=SECOMSAT-4-30W&plan_id=
HISPASAT-10A_1,Spain 🇪🇸,30.0°W,Non-Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-10A_1&sel_satname=HISPASAT-10A_1&plan_id=
USMB-2,United States 🇺🇸,30.0°W,Non-Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-2&sel_satname=USMB-2&plan_id=
HISPASAT-2AKA,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2AKA&sel_satname=HISPASAT-2AKA&plan_id=
HISPASAT-1,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1&sel_satname=HISPASAT-1&plan_id=
HISPASAT-93A,Spain 🇪🇸,30.0°W,Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-93A&sel_satname=HISPASAT-93A&plan_id=plan
HISPASAT-2B KU,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2B+KU&sel_satname=HISPASAT-2B+KU&plan_id=
USGGR-3,United States 🇺🇸,30.0°W,Non-Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGGR-3&sel_satname=USGGR-3&plan_id=
HISPASAT-20A,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-20A&sel_satname=HISPASAT-20A&plan_id=
HISPASAT-1C,Spain 🇪🇸,30.0°W,Planned,Late-Stage,Yes,No,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HISPASAT-1C&sel_satname=HISPASAT-1C&plan_id=plan
HISPASAT-1E-M,Spain 🇪🇸,30.0°W,Planned,Late-Stage,Yes,No,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1E-M&sel_satname=HISPASAT-1E-M&plan_id=plan
HISPASAT-2A X,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2A+X&sel_satname=HISPASAT-2A+X&plan_id=
CNR00000,Spain 🇪🇸,30.0°W,Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CNR00000&sel_satname=CNR00000&plan_id=plan
HISPASAT-2B 30KA,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2B+30KA&sel_satname=HISPASAT-2B+30KA&plan_id=
HISPASAT-1D KU,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1D+KU&sel_satname=HISPASAT-1D+KU&plan_id=
E  00002,Spain 🇪🇸,30.0°W,Planned,Early-Stage,No,n/a,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=E++00002&sel_satname=E++00002&plan_id=plan
HISPASAT-2C3 KU,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2C3+KU&sel_satname=HISPASAT-2C3+KU&plan_id=
HISPASAT-2A KU,Spain 🇪🇸,30.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2A+KU&sel_satname=HISPASAT-2A+KU&plan_id=
HISPASAT-1E,Spain 🇪🇸,30.0°W,Planned,Late-Stage,Yes,No,No,0.04°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1E&sel_satname=HISPASAT-1E&plan_id=plan
USLL-ATL3,United States 🇺🇸,30.4°W,Non-Planned,Late-Stage,Yes,No,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-ATL3&sel_satname=USLL-ATL3&plan_id=
P92-7,United States 🇺🇸,30.4°W,Non-Planned,Late-Stage,Yes,No,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=P92-7&sel_satname=P92-7&plan_id=
P92-7A,United States 🇺🇸,30.4°W,Non-Planned,Late-Stage,Yes,No,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-7A&sel_satname=P92-7A&plan_id=
USDKH2,United States 🇺🇸,30.4°W,Non-Planned,Late-Stage,Yes,No,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USDKH2&sel_satname=USDKH2&plan_id=
P-197-6,United States 🇺🇸,30.4°W,Non-Planned,Late-Stage,Yes,No,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P-197-6&sel_satname=P-197-6&plan_id=
BRB00000,Barbados 🇧🇧,29.6°W,Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BRB00000&sel_satname=BRB00000&plan_id=plan
INTELSAT6 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Late-Stage,Yes,No,No,0.54°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+330.5E&sel_satname=INTELSAT6+330.5E&plan_id=
USASAT-55P,United States 🇺🇸,29.5°W,Non-Planned,Late-Stage,No,No,No,0.54°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-55P&sel_satname=USASAT-55P&plan_id=
INTELSAT9 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Late-Stage,Yes,No,No,0.54°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+330.5E&sel_satname=INTELSAT9+330.5E&plan_id=
INTELSAT8 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Late-Stage,Yes,No,No,0.54°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+330.5E&sel_satname=INTELSAT8+330.5E&plan_id=
BEN00000,Benin 🇧🇯,30.6°W,Planned,Early-Stage,No,n/a,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BEN00000&sel_satname=BEN00000&plan_id=plan
