Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USASAT-14L,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14L&sel_satname=USASAT-14L&plan_id=
TDRS 12W-R,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+12W-R&sel_satname=TDRS+12W-R&plan_id=
USGCSS PH3B ATL,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+ATL&sel_satname=USGCSS+PH3B+ATL&plan_id=
USGOVSAT-8,United States 🇺🇸,12.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-8&sel_satname=USGOVSAT-8&plan_id=
CHINASAT-G-12.4W,China 🇨🇳,12.4°W,Non-Planned,Early-Stage,No,n/a,No,0.41°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-12.4W&sel_satname=CHINASAT-G-12.4W&plan_id=
INMARSAT-7-11W5,Switzerland 🇨🇭,11.5°W,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-11W5&sel_satname=INMARSAT-7-11W5&plan_id=
HISPASAT-58A_1,Spain 🇪🇸,12.5°W,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-58A_1&sel_satname=HISPASAT-58A_1&plan_id=
F-SAT-30B-1-12.5W,France 🇫🇷,12.5°W,Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-12.5W&sel_satname=F-SAT-30B-1-12.5W&plan_id=plan
F-SAT-30B-12.5W,France 🇫🇷,12.5°W,Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-12.5W&sel_satname=F-SAT-30B-12.5W&plan_id=plan
HISPASAT-91A,Spain 🇪🇸,12.5°W,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-91A&sel_satname=HISPASAT-91A&plan_id=
