Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
INTELSAT5A INDOC2,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,No,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+INDOC2&sel_satname=INTELSAT5A+INDOC2&plan_id=
NSS-G2-17-1,Netherlands 🇳🇱,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-G2-17-1&sel_satname=NSS-G2-17-1&plan_id=
USGCSS PH3 INDOC-2,United States 🇺🇸,57.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3+INDOC-2&sel_satname=USGCSS+PH3+INDOC-2&plan_id=
MADAR-57E-3,United Arab Emirates 🇦🇪,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-57E-3&sel_satname=MADAR-57E-3&plan_id=
NSS-G9-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G9-57E&sel_satname=NSS-G9-57E&plan_id=
PESSE-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-57E&sel_satname=PESSE-57E&plan_id=
HISPASAT-65A,Spain 🇪🇸,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-65A&sel_satname=HISPASAT-65A&plan_id=
USGOVSAT-9A,United States 🇺🇸,57.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-9A&sel_satname=USGOVSAT-9A&plan_id=
NSS-G2-17,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,Full,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-17&sel_satname=NSS-G2-17&plan_id=
INTELSAT7 57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,No,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+57E&sel_satname=INTELSAT7+57E&plan_id=
NSS-8,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-8&sel_satname=NSS-8&plan_id=
NSS-36,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-36&sel_satname=NSS-36&plan_id=
INTELSAT8 57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Late-Stage,Yes,No,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+57E&sel_satname=INTELSAT8+57E&plan_id=
NSS-G10-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G10-57E&sel_satname=NSS-G10-57E&plan_id=
NSS-FSS-G3 57E,Netherlands 🇳🇱,57.0°E,Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+57E&sel_satname=NSS-FSS-G3+57E&plan_id=plan
NSS-FSS 57E,Netherlands 🇳🇱,57.0°E,Planned,Late-Stage,Yes,No,Total,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-FSS+57E&sel_satname=NSS-FSS+57E&plan_id=plan
USGCSS PH3B INDOC-2,United States 🇺🇸,57.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+INDOC-2&sel_satname=USGCSS+PH3B+INDOC-2&plan_id=
CYPSBA00,United Kingdom 🇬🇧,57.5°E,Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CYPSBA00&sel_satname=CYPSBA00&plan_id=plan
METEOSAT IODC_57.5E,Germany 🇩🇪,57.5°E,Non-Planned,Late-Stage,Yes,No,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=METEOSAT+IODC_57.5E&sel_satname=METEOSAT+IODC_57.5E&plan_id=
GIB00000,United Kingdom 🇬🇧,57.5°E,Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GIB00000&sel_satname=GIB00000&plan_id=plan
HKG00000,China 🇨🇳,57.5°E,Planned,Early-Stage,No,n/a,No,0.48°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HKG00000&sel_satname=HKG00000&plan_id=plan
PAK00000,Pakistan 🇵🇰,56.5°E,Planned,Early-Stage,No,n/a,No,0.52°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PAK00000&sel_satname=PAK00000&plan_id=plan
SE-KA-56.5E-QV,Norway 🇳🇴,56.5°E,Non-Planned,Early-Stage,No,n/a,No,0.52°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-KA-56.5E-QV&sel_satname=SE-KA-56.5E-QV&plan_id=
PAKSAT-MM1-56.5E,Pakistan 🇵🇰,56.5°E,Non-Planned,Early-Stage,No,n/a,No,0.52°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PAKSAT-MM1-56.5E&sel_satname=PAKSAT-MM1-56.5E&plan_id=
IK-56.5E,Russian Federation 🇷🇺,56.5°E,Non-Planned,Early-Stage,No,n/a,No,0.52°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-56.5E&sel_satname=IK-56.5E&plan_id=
SE-KA-56.5E,Norway 🇳🇴,56.5°E,Non-Planned,Late-Stage,Yes,No,No,0.52°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SE-KA-56.5E&sel_satname=SE-KA-56.5E&plan_id=
IRANSAT-B-58E,Iran (Islamic Republic of) 🇮🇷,58.0°E,Non-Planned,Early-Stage,No,n/a,No,0.98°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-58E&sel_satname=IRANSAT-B-58E&plan_id=
TOR-13M,Russian Federation 🇷🇺,58.0°E,Non-Planned,Late-Stage,Yes,No,No,0.98°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-13M&sel_satname=TOR-13M&plan_id=
BALKANSAT AP30B,Bulgaria 🇧🇬,56.02°E,Planned,Late-Stage,No,No,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BALKANSAT+AP30B&sel_satname=BALKANSAT+AP30B&plan_id=plan
