Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USA00001,United States 🇺🇸,101.3°W,Planned,Early-Stage,No,n/a,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USA00001&sel_satname=USA00001&plan_id=plan
MSV-1-30B-A,United States 🇺🇸,101.3°W,Planned,Late-Stage,Yes,No,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MSV-1-30B-A&sel_satname=MSV-1-30B-A&plan_id=plan
USABSS-1,United States 🇺🇸,101.2°W,Non-Planned,Late-Stage,Yes,No,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USABSS-1&sel_satname=USABSS-1&plan_id=
ACS-1,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ACS-1&sel_satname=ACS-1&plan_id=
USASAT-31M,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-31M&sel_satname=USASAT-31M&plan_id=
USASAT-35I,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35I&sel_satname=USASAT-35I&plan_id=
MSV-1A,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MSV-1A&sel_satname=MSV-1A&plan_id=
USABSS-21,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,No,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USABSS-21&sel_satname=USABSS-21&plan_id=
NSS-FSS 101W,Netherlands 🇳🇱,101.0°W,Planned,Early-Stage,No,n/a,No,0.25°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+101W&sel_satname=NSS-FSS+101W&plan_id=plan
USASAT-7D,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-7D&sel_satname=USASAT-7D&plan_id=
MCS-1,United States 🇺🇸,101.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MCS-1&sel_satname=MCS-1&plan_id=
USABSS-2,United States 🇺🇸,100.8°W,Non-Planned,Late-Stage,Yes,No,No,0.45°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USABSS-2&sel_satname=USABSS-2&plan_id=
