Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
INTELSAT8 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+332.5E&sel_satname=INTELSAT8+332.5E&plan_id=
ODYSSEY FSS-27.5W,Germany 🇩🇪,27.5°W,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-27.5W&sel_satname=ODYSSEY+FSS-27.5W&plan_id=plan
INTELSAT7 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+332.5E&sel_satname=INTELSAT7+332.5E&plan_id=
INTELSAT9 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+332.5E&sel_satname=INTELSAT9+332.5E&plan_id=
INTELSAT6 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+332.5E&sel_satname=INTELSAT6+332.5E&plan_id=
ODYSSEY-27.5W-1,Germany 🇩🇪,27.5°W,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-27.5W-1&sel_satname=ODYSSEY-27.5W-1&plan_id=
SIGNSAT-28W,China 🇨🇳,27.8°W,Non-Planned,Early-Stage,No,n/a,No,0.30°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-28W&sel_satname=SIGNSAT-28W&plan_id=
DIMENSION-1,United Kingdom 🇬🇧,28.0°W,Non-Planned,Early-Stage,No,n/a,No,0.50°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-1&sel_satname=DIMENSION-1&plan_id=
F-SAT-N6-28W,France 🇫🇷,28.0°W,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-28W&sel_satname=F-SAT-N6-28W&plan_id=
F-SAT-P-30B-28W-F,France 🇫🇷,28.0°W,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-28W-F&sel_satname=F-SAT-P-30B-28W-F&plan_id=plan
F-SAT-30B-28W,France 🇫🇷,28.0°W,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-28W&sel_satname=F-SAT-30B-28W&plan_id=plan
YAHSAT-FSS2-28W,United Arab Emirates 🇦🇪,28.0°W,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS2-28W&sel_satname=YAHSAT-FSS2-28W&plan_id=plan
F-SAT-N8-28W,France 🇫🇷,28.0°W,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-28W&sel_satname=F-SAT-N8-28W&plan_id=
SE-KA-28W,Norway 🇳🇴,28.0°W,Non-Planned,Late-Stage,Yes,No,Total,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SE-KA-28W&sel_satname=SE-KA-28W&plan_id=
INMARSAT-6-28W,United Kingdom 🇬🇧,28.0°W,Non-Planned,Late-Stage,Yes,Partial,Total,0.50°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-6-28W&sel_satname=INMARSAT-6-28W&plan_id=
CHNNEWSAT-G1-28W,China 🇨🇳,28.0°W,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-28W&sel_satname=CHNNEWSAT-G1-28W&plan_id=
USAEGIS-27W,United States 🇺🇸,27.0°W,Non-Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-27W&sel_satname=USAEGIS-27W&plan_id=
SRB00000,Serbia 🇷🇸,26.7°W,Planned,Early-Stage,No,n/a,No,0.80°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SRB00000&sel_satname=SRB00000&plan_id=plan
