Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
CHNSAT-81.5E,China 🇨🇳,81.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHNSAT-81.5E&sel_satname=CHNSAT-81.5E&plan_id=
ARABSAT-9AS-81.5E,Saudi Arabia 🇸🇦,81.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9AS-81.5E&sel_satname=ARABSAT-9AS-81.5E&plan_id=
CHNSAT-M-81.5E,China 🇨🇳,81.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNSAT-M-81.5E&sel_satname=CHNSAT-M-81.5E&plan_id=
CHNHTSAT-81.5E,China 🇨🇳,81.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-81.5E&sel_satname=CHNHTSAT-81.5E&plan_id=
ARABSAT-11AS-81.5E,Saudi Arabia 🇸🇦,81.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11AS-81.5E&sel_satname=ARABSAT-11AS-81.5E&plan_id=
CHNSAT-30B-81.5E,China 🇨🇳,81.5°E,Planned,Early-Stage,No,n/a,No,0.05°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHNSAT-30B-81.5E&sel_satname=CHNSAT-30B-81.5E&plan_id=plan
IRANSAT-81.2E,Iran (Islamic Republic of) 🇮🇷,81.2°E,Non-Planned,Early-Stage,No,n/a,No,0.25°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-81.2E&sel_satname=IRANSAT-81.2E&plan_id=
YAMAL-81.75E-1,Russian Federation 🇷🇺,81.75°E,Non-Planned,Early-Stage,No,n/a,No,0.30°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=YAMAL-81.75E-1&sel_satname=YAMAL-81.75E-1&plan_id=
YAMAL-E3,Russian Federation 🇷🇺,81.75°E,Non-Planned,Late-Stage,Yes,No,No,0.30°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-E3&sel_satname=YAMAL-E3&plan_id=
JOR00000,Jordan 🇯🇴,81.76°E,Planned,Early-Stage,No,n/a,No,0.31°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=JOR00000&sel_satname=JOR00000&plan_id=plan
INSAT-EXC(82E),India 🇮🇳,82.0°E,Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EXC(82E)&sel_satname=INSAT-EXC(82E)&plan_id=plan
SENTIENT-1,United Kingdom 🇬🇧,82.0°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SENTIENT-1&sel_satname=SENTIENT-1&plan_id=
N-SAT-Y18-82E,Japan 🇯🇵,82.0°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-82E&sel_satname=N-SAT-Y18-82E&plan_id=
INSAT-METB(82E),India 🇮🇳,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-METB(82E)&sel_satname=INSAT-METB(82E)&plan_id=
USCSID-A4,United States 🇺🇸,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USCSID-A4&sel_satname=USCSID-A4&plan_id=
USMB-11A,United States 🇺🇸,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-11A&sel_satname=USMB-11A&plan_id=
USGGR-8,United States 🇺🇸,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGGR-8&sel_satname=USGGR-8&plan_id=
INSAT-TTC(82)E,India 🇮🇳,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-TTC(82)E&sel_satname=INSAT-TTC(82)E&plan_id=
INSAT-MET82E,India 🇮🇳,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-MET82E&sel_satname=INSAT-MET82E&plan_id=
N-SAT-82E,Japan 🇯🇵,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-82E&sel_satname=N-SAT-82E&plan_id=
DEF-R-SAT-1A,Australia 🇦🇺,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DEF-R-SAT-1A&sel_satname=DEF-R-SAT-1A&plan_id=
USMB-11,United States 🇺🇸,82.0°E,Non-Planned,Late-Stage,Yes,No,No,0.55°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-11&sel_satname=USMB-11&plan_id=
