Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
F-SAT-30B-33E,France 🇫🇷,33.0°E,Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-33E&sel_satname=F-SAT-30B-33E&plan_id=plan
EUTELSAT 2-33E,France 🇫🇷,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+2-33E&sel_satname=EUTELSAT+2-33E&plan_id=
INTELSAT9 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+33E&sel_satname=INTELSAT9+33E&plan_id=
EUTELSAT 3-33E,France 🇫🇷,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-33E&sel_satname=EUTELSAT+3-33E&plan_id=
INTELSAT8 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+33E&sel_satname=INTELSAT8+33E&plan_id=
INTELSAT7 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+33E&sel_satname=INTELSAT7+33E&plan_id=
F-SAT-E-30B-33E,France 🇫🇷,33.0°E,Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-33E&sel_satname=F-SAT-E-30B-33E&plan_id=plan
EUTELSAT EXB-33E,France 🇫🇷,33.0°E,Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-33E&sel_satname=EUTELSAT+EXB-33E&plan_id=plan
USASAT-60N,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60N&sel_satname=USASAT-60N&plan_id=
F-SAT-KU3-E-33E,France 🇫🇷,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU3-E-33E&sel_satname=F-SAT-KU3-E-33E&plan_id=
F-SAT-N9-33E,France 🇫🇷,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-33E&sel_satname=F-SAT-N9-33E&plan_id=
USMB-7,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-7&sel_satname=USMB-7&plan_id=
MADAR-33E-4,United Arab Emirates 🇦🇪,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-33E-4&sel_satname=MADAR-33E-4&plan_id=
F-SAT-N-E-33E,France 🇫🇷,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-33E&sel_satname=F-SAT-N-E-33E&plan_id=
F-SAT-P-30B-33E-F,France 🇫🇷,33.0°E,Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-33E-F&sel_satname=F-SAT-P-30B-33E-F&plan_id=plan
FMS5-33E,France 🇫🇷,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-33E&sel_satname=FMS5-33E&plan_id=
F-SAT-N7-33E,France 🇫🇷,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-33E&sel_satname=F-SAT-N7-33E&plan_id=
AZERSAT-33E,Azerbaijan 🇦🇿,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-33E&sel_satname=AZERSAT-33E&plan_id=
F-SAT-N3-33E,France 🇫🇷,33.0°E,Non-Planned,Late-Stage,Yes,Full,No,0.14°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-33E&sel_satname=F-SAT-N3-33E&plan_id=
SKYNET-5H-KA,United Kingdom 🇬🇧,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-5H-KA&sel_satname=SKYNET-5H-KA&plan_id=
MADAR-33E,United Arab Emirates 🇦🇪,33.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MADAR-33E&sel_satname=MADAR-33E&plan_id=
MADAR-33E-3,United Arab Emirates 🇦🇪,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-33E-3&sel_satname=MADAR-33E-3&plan_id=
INTELSAT5 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5+33E&sel_satname=INTELSAT5+33E&plan_id=
ESAT-5,United Kingdom 🇬🇧,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.14°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ESAT-5&sel_satname=ESAT-5&plan_id=
SIGNSAT-33E,China 🇨🇳,33.3°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-33E&sel_satname=SIGNSAT-33E&plan_id=
MRC00000,Morocco 🇲🇦,32.86°E,Planned,Early-Stage,No,n/a,No,0.28°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MRC00000&sel_satname=MRC00000&plan_id=plan
CHINASAT-E-33.5E,China 🇨🇳,33.5°E,Non-Planned,Late-Stage,Yes,No,Total,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-E-33.5E&sel_satname=CHINASAT-E-33.5E&plan_id=
MADAR-33.5E-2,United Arab Emirates 🇦🇪,33.5°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-33.5E-2&sel_satname=MADAR-33.5E-2&plan_id=
CHINASAT-E-33.5E_1,China 🇨🇳,33.5°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-33.5E_1&sel_satname=CHINASAT-E-33.5E_1&plan_id=
