Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
INSAT-KA111.5E,India 🇮🇳,111.5°E,Non-Planned,Early-Stage,No,n/a,No,0.19°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA111.5E&sel_satname=INSAT-KA111.5E&plan_id=
INSAT-KU17(111.5E),India 🇮🇳,111.5°E,Non-Planned,Early-Stage,No,n/a,No,0.19°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(111.5E)&sel_satname=INSAT-KU17(111.5E)&plan_id=
INSAT-KU10(111.5)E,India 🇮🇳,111.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.19°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KU10(111.5)E&sel_satname=INSAT-KU10(111.5)E&plan_id=
BRM00000,Myanmar 🇲🇲,111.5°E,Planned,Early-Stage,No,n/a,No,0.19°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BRM00000&sel_satname=BRM00000&plan_id=plan
USGAE-12M,United States 🇺🇸,111.0°E,Non-Planned,Late-Stage,Yes,No,No,0.31°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-12M&sel_satname=USGAE-12M&plan_id=
MADAR-112E,United Arab Emirates 🇦🇪,112.0°E,Non-Planned,Early-Stage,No,n/a,No,0.69°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-112E&sel_satname=MADAR-112E&plan_id=
FYGEOSAT-A-112E,China 🇨🇳,112.0°E,Non-Planned,Early-Stage,No,n/a,No,0.69°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FYGEOSAT-A-112E&sel_satname=FYGEOSAT-A-112E&plan_id=
FYGEOSAT-112E,China 🇨🇳,112.0°E,Non-Planned,Late-Stage,Yes,No,No,0.69°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FYGEOSAT-112E&sel_satname=FYGEOSAT-112E&plan_id=
CHINASAT-D-110.5E,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-D-110.5E&sel_satname=CHINASAT-D-110.5E&plan_id=
CHINASAT-F-110.5E,China 🇨🇳,110.5°E,Non-Planned,Early-Stage,No,n/a,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-F-110.5E&sel_satname=CHINASAT-F-110.5E&plan_id=
COMPASS-110.5E,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-110.5E&sel_satname=COMPASS-110.5E&plan_id=
UZB00000,Uzbekistan 🇺🇿,110.5°E,Planned,Early-Stage,No,n/a,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UZB00000&sel_satname=UZB00000&plan_id=plan
CHINASAT-30B1-110.5E,China 🇨🇳,110.5°E,Planned,Early-Stage,No,n/a,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-110.5E&sel_satname=CHINASAT-30B1-110.5E&plan_id=plan
CHINASAT-33,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-33&sel_satname=CHINASAT-33&plan_id=
COMPASS-30B-110.5E,China 🇨🇳,110.5°E,Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-30B-110.5E&sel_satname=COMPASS-30B-110.5E&plan_id=plan
CHINASAT-2,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-2&sel_satname=CHINASAT-2&plan_id=
DFH-3A-OB,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-3A-OB&sel_satname=DFH-3A-OB&plan_id=
SINOSAT-5,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SINOSAT-5&sel_satname=SINOSAT-5&plan_id=
COMPASS-A-110.5E,China 🇨🇳,110.5°E,Non-Planned,Late-Stage,Yes,No,No,0.81°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-110.5E&sel_satname=COMPASS-A-110.5E&plan_id=
