Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
IK-62.5E-F,Russian Federation 🇷🇺,62.5°E,Planned,Early-Stage,No,n/a,No,0.14°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-62.5E-F&sel_satname=IK-62.5E-F&plan_id=plan
INSAT-KUP-FSS(62.8E),India 🇮🇳,62.8°E,Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(62.8E)&sel_satname=INSAT-KUP-FSS(62.8E)&plan_id=plan
INSAT-KU18(62.8E),India 🇮🇳,62.8°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU18(62.8E)&sel_satname=INSAT-KU18(62.8E)&plan_id=
INMARSAT-KA 63E,United Kingdom 🇬🇧,63.0°E,Non-Planned,Early-Stage,Yes,Partial,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INMARSAT-KA+63E&sel_satname=INMARSAT-KA+63E&plan_id=
YAHSAT-G6-63E,United Arab Emirates 🇦🇪,63.0°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-G6-63E&sel_satname=YAHSAT-G6-63E&plan_id=
YAHSAT-63E,United Arab Emirates 🇦🇪,63.0°E,Non-Planned,Late-Stage,Yes,No,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-63E&sel_satname=YAHSAT-63E&plan_id=
GENESIS-9,Germany 🇩🇪,63.0°E,Non-Planned,Late-Stage,Yes,No,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GENESIS-9&sel_satname=GENESIS-9&plan_id=
SE-KA-63E-QV,Norway 🇳🇴,63.0°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-KA-63E-QV&sel_satname=SE-KA-63E-QV&plan_id=
YAHSAT-FSS-63E,United Arab Emirates 🇦🇪,63.0°E,Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-63E&sel_satname=YAHSAT-FSS-63E&plan_id=plan
INSAT-KUP-FSS(63E),India 🇮🇳,63.0°E,Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(63E)&sel_satname=INSAT-KUP-FSS(63E)&plan_id=plan
GENESIS-19,Germany 🇩🇪,63.0°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GENESIS-19&sel_satname=GENESIS-19&plan_id=
HRV00000,Croatia 🇭🇷,63.0°E,Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HRV00000&sel_satname=HRV00000&plan_id=plan
INSAT-PKU63E,India 🇮🇳,63.0°E,Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-PKU63E&sel_satname=INSAT-PKU63E&plan_id=plan
SE-KA-63E,Norway 🇳🇴,63.0°E,Non-Planned,Early-Stage,Yes,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SE-KA-63E&sel_satname=SE-KA-63E&plan_id=
INSAT-KU12(63)E,India 🇮🇳,63.0°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-KU12(63)E&sel_satname=INSAT-KU12(63)E&plan_id=
INTELSAT8 62E,United States 🇺🇸,62.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+62E&sel_satname=INTELSAT8+62E&plan_id=
INTELSAT7 62E,United States 🇺🇸,62.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+62E&sel_satname=INTELSAT7+62E&plan_id=
USASAT-61A,United States 🇺🇸,62.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-61A&sel_satname=USASAT-61A&plan_id=
INTELSAT9 62E,United States 🇺🇸,62.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+62E&sel_satname=INTELSAT9+62E&plan_id=
INTELSAT6 62E,United States 🇺🇸,62.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT6+62E&sel_satname=INTELSAT6+62E&plan_id=
NEW DAWN 22,Papua New Guinea 🇵🇬,62.0°E,Non-Planned,Late-Stage,No,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NEW+DAWN+22&sel_satname=NEW+DAWN+22&plan_id=
USMB-9,United States 🇺🇸,62.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-9&sel_satname=USMB-9&plan_id=
NEW DAWN FSS-3,Papua New Guinea 🇵🇬,62.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NEW+DAWN+FSS-3&sel_satname=NEW+DAWN+FSS-3&plan_id=plan
