Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
ARS00000,Saudi Arabia 🇸🇦,51.9°E,Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ARS00000&sel_satname=ARS00000&plan_id=plan
MCO00000,Monaco 🇲🇨,52.0°E,Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MCO00000&sel_satname=MCO00000&plan_id=plan
MCO-FSS-52EAP,Monaco 🇲🇨,52.0°E,Planned,Early-Stage,Yes,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MCO-FSS-52EAP&sel_satname=MCO-FSS-52EAP&plan_id=plan
MONASAT-52EB,Monaco 🇲🇨,52.0°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MONASAT-52EB&sel_satname=MONASAT-52EB&plan_id=
MCO-FSS-52EA,Monaco 🇲🇨,52.0°E,Planned,Early-Stage,Yes,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MCO-FSS-52EA&sel_satname=MCO-FSS-52EA&plan_id=plan
MCO-FSS-52EB,Monaco 🇲🇨,52.0°E,Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MCO-FSS-52EB&sel_satname=MCO-FSS-52EB&plan_id=plan
MONASAT-52EC,Monaco 🇲🇨,52.0°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MONASAT-52EC&sel_satname=MONASAT-52EC&plan_id=
MCO-FSS-52E,Monaco 🇲🇨,52.0°E,Planned,Late-Stage,Yes,No,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MCO-FSS-52E&sel_satname=MCO-FSS-52E&plan_id=plan
MCO-FSS-52EA TTC,Monaco 🇲🇨,52.0°E,Planned,Early-Stage,Yes,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MCO-FSS-52EA+TTC&sel_satname=MCO-FSS-52EA+TTC&plan_id=plan
MONASAT-52EA,Monaco 🇲🇨,52.0°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MONASAT-52EA&sel_satname=MONASAT-52EA&plan_id=
TIBASAT-51.5E,Egypt 🇪🇬,51.5°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-51.5E&sel_satname=TIBASAT-51.5E&plan_id=
CHINASAT-ROUTE1,China 🇨🇳,51.5°E,Non-Planned,Late-Stage,Yes,No,Partial,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-ROUTE1&sel_satname=CHINASAT-ROUTE1&plan_id=
BLR-FSS-51.5E,Belarus 🇧🇾,51.5°E,Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BLR-FSS-51.5E&sel_satname=BLR-FSS-51.5E&plan_id=plan
USOBO-12C,United States 🇺🇸,51.5°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-12C&sel_satname=USOBO-12C&plan_id=
CHINASAT-CL2,China 🇨🇳,51.5°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-CL2&sel_satname=CHINASAT-CL2&plan_id=
USOBO-12B,United States 🇺🇸,51.5°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-12B&sel_satname=USOBO-12B&plan_id=
CHINASAT-51.5E,China 🇨🇳,51.5°E,Non-Planned,Late-Stage,Yes,No,Total,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-51.5E&sel_satname=CHINASAT-51.5E&plan_id=
BLR-FSS2-51.5E,Belarus 🇧🇾,51.5°E,Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BLR-FSS2-51.5E&sel_satname=BLR-FSS2-51.5E&plan_id=plan
YAHSAT,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Late-Stage,Yes,No,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT&sel_satname=YAHSAT&plan_id=
MADAR-52.5E,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Early-Stage,Yes,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MADAR-52.5E&sel_satname=MADAR-52.5E&plan_id=
MADAR-52.5E-3,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-52.5E-3&sel_satname=MADAR-52.5E-3&plan_id=
EMARSAT-1G,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Late-Stage,Yes,No,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EMARSAT-1G&sel_satname=EMARSAT-1G&plan_id=
YAHSAT-FSS-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,Yes,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-FSS-52.5E&sel_satname=YAHSAT-FSS-52.5E&plan_id=plan
YAHSAT-FSS3-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS3-52.5E&sel_satname=YAHSAT-FSS3-52.5E&plan_id=plan
YAHSAT-FSS2-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-FSS2-52.5E&sel_satname=YAHSAT-FSS2-52.5E&plan_id=plan
YAHSAT-FSS4-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS4-52.5E&sel_satname=YAHSAT-FSS4-52.5E&plan_id=plan
EMARSAT-5G,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Late-Stage,Yes,No,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EMARSAT-5G&sel_satname=EMARSAT-5G&plan_id=
INSAT-KA51.2E,India 🇮🇳,51.2°E,Non-Planned,Early-Stage,No,n/a,No,0.73°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA51.2E&sel_satname=INSAT-KA51.2E&plan_id=
THAICOM-51_1,Thailand 🇹🇭,51.0°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAICOM-51_1&sel_satname=THAICOM-51_1&plan_id=
USAEGIS-51E,United States 🇺🇸,51.0°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-51E&sel_satname=USAEGIS-51E&plan_id=
OMANSAT-51E,Oman 🇴🇲,51.0°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-51E&sel_satname=OMANSAT-51E&plan_id=
THAICOM-51,Thailand 🇹🇭,51.0°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAICOM-51&sel_satname=THAICOM-51&plan_id=
COD00000,Dem. Rep. of the Congo 🇨🇩,50.95°E,Planned,Early-Stage,No,n/a,No,0.98°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=COD00000&sel_satname=COD00000&plan_id=plan
