,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
858,USASAT-35K,1,USA,-97.0,07.09.2004,28,1,1,1,1,4
1113,USASAT-24D,1,USA,-97.0,25.09.1998,28,1,1,1,1,4
538,MILSTAR 8,1,USA,-68.0,27.11.2000,39,1,1,1,1,4
739,INTELSAT9 328.5E,1,USA,-31.5,17.11.2003,55,1,1,1,1,4
741,INTELSAT8 330.5E,2,USA,-29.5,19.05.2000,55,1,1,1,1,4
1621,INTELSAT8 328.5E,1,USA,-31.5,18.06.2015,55,1,1,1,1,4
1106,INTELSAT9 33E,1,USA,33.0,18.11.2004,61,1,1,1,1,4
15,USGCSS PH3B E PAC-2,1,USA,-130.0,27.11.2000,68,1,1,1,1,4
1375,USASAT-26G,1,USA,-58.0,02.10.1998,79,1,1,1,1,4
1484,USASAT-25G,1,USA,-58.0,02.10.1998,79,1,1,1,1,4
210,USASAT-24U,1,USA,-85.0,25.09.1998,85,1,1,1,1,4
334,USASAT-24T,1,USA,-87.0,25.09.1998,131,1,1,1,1,4
931,USASAT-35P,1,USA,-87.0,17.11.2004,132,1,1,1,1,4
611,USASAT-23F,1,USA,-95.0,25.09.1998,176,1,1,1,1,4
1359,MILSTAR 4,1,USA,55.0,27.11.2000,192,1,1,1,1,4
122,INTELSAT8 64E,2,USA,64.0,29.10.1998,220,1,1,1,1,4
1627,INTELSAT7 64E,1,USA,64.0,29.10.1998,220,1,1,1,1,4
50,USASAT-35H,1,USA,-103.0,17.11.2004,229,1,1,1,1,4
350,USASAT-24F,1,USA,-103.0,25.09.1998,229,1,1,1,1,4
986,USGCSS PH3B W PAC-2,1,USA,180.0,02.06.2005,234,1,1,1,1,4
430,KASATCOM-5,1,USA,172.0,14.09.1998,250,1,1,1,1,4
448,KASATCOM-2,1,USA,-22.5,27.11.2000,250,1,1,1,1,4
22,FLTSATCOM-C W PAC-2,1,USA,-177.0,14.09.1998,297,1,1,1,1,4
117,FLTSATCOM-C W PAC-3,1,USA,-145.0,14.09.1998,297,1,1,1,1,4
164,FLTSATCOM-C E PAC-1,1,USA,-105.0,14.09.1998,297,1,1,1,1,4
436,FLTSATCOM-C INDOC-3,1,USA,75.0,14.09.1998,297,1,1,1,1,4
515,FLTSATCOM-C INDOC-2,1,USA,72.0,14.09.1998,297,1,1,1,1,4
516,FLTSATCOM-C INDOC-2,2,USA,72.0,14.09.1998,297,1,1,1,1,4
617,FLTSATCOM-C E ATL-1,1,USA,-22.5,14.09.1998,297,1,1,1,1,4
930,FLTSATCOM-C W PAC-1,1,USA,172.0,14.09.1998,297,1,1,1,1,4
1002,FLTSATCOM-C E PAC-2,1,USA,-100.0,14.09.1998,297,1,1,1,1,4
1413,FLTSATCOM-C E ATL-2,1,USA,-15.5,14.09.1998,297,1,1,1,1,4
1450,FLTSATCOM-C INDOC-1,1,USA,29.0,14.09.1998,297,1,1,1,1,4
899,USGCSS PH3B W PAC-3,1,USA,150.0,14.09.1998,311,1,1,1,1,4
456,INTELSAT7 310E,1,USA,-50.0,29.10.1998,328,1,1,1,1,4
596,INTELSAT10 310E,1,USA,-50.0,23.03.2006,328,1,1,1,1,4
721,INTELSAT8 304.5E,2,USA,-55.5,18.06.2015,328,1,1,1,1,4
1038,INTELSAT9 310E,1,USA,-50.0,17.11.2003,328,1,1,1,1,4
1325,INTELSAT7 304.5E,2,USA,-55.5,29.10.1998,328,1,1,1,1,4
1634,INTELSAT9 304.5E,1,USA,-55.5,17.11.2003,328,1,1,1,1,4
622,MILSTAR 13,1,USA,4.0,27.11.2000,343,1,1,1,1,4
