,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
192,B-SAT I,2,B,-63.0,14.11.2002,0,1,1,1,1,4
1156,USASAT-25A-1,1,USA,-37.5,02.11.2010,7,1,1,1,1,4
225,USASAT-22K,1,USA,-135.0,30.01.2004,50,1,1,1,1,4
152,USASAT-50A,1,USA,-127.0,08.08.2011,103,1,1,1,1,4
68,USASAT-35A,1,USA,-131.0,17.11.2004,129,1,1,1,1,4
987,USASAT-35C,1,USA,-127.0,10.11.2004,142,1,1,1,1,4
590,INTELSAT10 359E,1,USA,-1.0,09.11.2004,156,1,1,1,1,4
468,USASAT-23G,1,USA,-121.0,30.01.2004,157,1,1,1,1,4
738,USASAT-31G,1,USA,-121.0,19.11.2004,157,1,1,1,1,4
24,USASAT-55J,1,USA,-1.0,17.01.2014,158,1,1,1,1,4
270,SBTS B3,1,B,-61.0,09.04.2010,179,1,1,1,1,4
426,B-SAT-1W,1,B,-48.0,29.04.2013,179,1,1,1,1,4
1117,B-SAT-Q,1,B,-61.0,02.09.2004,179,1,1,1,1,4
100,USGAE-1,1,USA,-90.0,30.10.2002,194,1,1,1,1,4
119,USASAT-35R,1,USA,-83.0,17.11.2004,218,1,1,1,1,4
1149,USASAT-24V,1,USA,-83.0,17.11.2004,218,1,1,1,1,4
42,USASAT-35O,1,USA,-89.0,21.05.2004,247,1,1,1,1,4
793,USASAT-31S,1,USA,-89.0,21.05.2004,247,1,1,1,1,4
156,USASAT-35G,1,USA,-105.0,17.11.2004,248,1,1,1,1,4
1635,USASAT-31K,1,USA,-105.0,17.11.2004,248,1,1,1,1,4
1017,USASAT-50B,1,USA,-133.0,08.08.2011,277,1,1,1,1,4
643,USASAT-31U,1,USA,-85.0,17.11.2004,325,1,1,1,1,4
1085,USASAT-35Q,1,USA,-85.0,17.11.2004,325,1,1,1,1,4
97,USASAT-70W,1,USA,-102.8,17.11.2011,362,1,1,1,1,4
1618,USASAT-31L,1,USA,-103.0,09.11.2004,362,1,1,1,1,4
1104,USASAT-28F,1,USA,-85.1,05.03.2009,414,1,1,1,1,4
724,USDKH2,1,USA,-30.4,19.02.2003,431,1,1,1,1,4
35,USASAT-70V,1,USA,-99.2,17.11.2011,445,1,1,1,1,4
690,USASAT-31N,1,USA,-99.0,09.11.2004,445,1,1,1,1,4
116,INTELSAT7 332.5E,1,USA,-27.5,04.03.2002,468,1,1,1,1,4
238,INTELSAT9 332.5E,1,USA,-27.5,04.03.2002,468,1,1,1,1,4
965,INTELSAT6 332.5E,1,USA,-27.5,29.10.1998,468,1,1,1,1,4
1267,INTELSAT8 332.5E,1,USA,-27.5,04.03.2002,468,1,1,1,1,4
1512,USASAT-31M,1,USA,-101.0,09.11.2004,468,1,1,1,1,4
398,USTRO-9,1,USA,85.0,02.11.2004,483,1,1,1,1,4
432,USTRO-7,1,USA,90.0,02.11.2004,483,1,1,1,1,4
535,USTRO-6,1,USA,70.0,02.11.2004,483,1,1,1,1,4
554,USTRO-8,1,USA,103.0,02.11.2004,483,1,1,1,1,4
1381,USTRO-3,1,USA,-141.0,02.11.2004,483,1,1,1,1,4
1384,USTRO-4,1,USA,-13.0,02.11.2004,483,1,1,1,1,4
1441,USTRO-5,1,USA,-10.0,02.11.2004,483,1,1,1,1,4
1459,USTRO-2,1,USA,-144.0,02.11.2004,483,1,1,1,1,4
121,INTELSAT8 64E,1,USA,64.0,29.10.1998,492,1,1,1,1,4
159,INTELSAT9 64E,1,USA,64.0,17.11.2003,492,1,1,1,1,4
