Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
F-SAT-P-30B-80.5E-F,France 🇫🇷,80.5°E,Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-80.5E-F&sel_satname=F-SAT-P-30B-80.5E-F&plan_id=plan
F-SAT-N7-80.5E,France 🇫🇷,80.5°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-80.5E&sel_satname=F-SAT-N7-80.5E&plan_id=
F-SAT-30B-80.5E,France 🇫🇷,80.5°E,Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-80.5E&sel_satname=F-SAT-30B-80.5E&plan_id=plan
COMPASS-80.3E,China 🇨🇳,80.3°E,Non-Planned,Early-Stage,No,n/a,No,0.31°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-80.3E&sel_satname=COMPASS-80.3E&plan_id=
IRANSAT-81.2E,Iran (Islamic Republic of) 🇮🇷,81.2°E,Non-Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-81.2E&sel_satname=IRANSAT-81.2E&plan_id=
FOTON-2,Russian Federation 🇷🇺,80.0°E,Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FOTON-2&sel_satname=FOTON-2&plan_id=plan
CTDRS-2-80E,China 🇨🇳,80.0°E,Non-Planned,Early-Stage,No,n/a,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CTDRS-2-80E&sel_satname=CTDRS-2-80E&plan_id=
EXPRESS-6B,Russian Federation 🇷🇺,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-6B&sel_satname=EXPRESS-6B&plan_id=
VOLNA-8R,Russian Federation 🇷🇺,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-8R&sel_satname=VOLNA-8R&plan_id=
CTDRS-1-80E,China 🇨🇳,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CTDRS-1-80E&sel_satname=CTDRS-1-80E&plan_id=
POTOK-2,Russian Federation 🇷🇺,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=POTOK-2&sel_satname=POTOK-2&plan_id=
EXPRESS-6,Russian Federation 🇷🇺,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-6&sel_satname=EXPRESS-6&plan_id=
EXPRESS-6KA,Russian Federation 🇷🇺,80.0°E,Non-Planned,Late-Stage,Yes,No,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-6KA&sel_satname=EXPRESS-6KA&plan_id=
