Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
KOREASAT-116.2E-A30B,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Early-Stage,No,n/a,No,0.24°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.2E-A30B&sel_satname=KOREASAT-116.2E-A30B&plan_id=plan
KOR00000,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Early-Stage,No,n/a,No,0.24°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOR00000&sel_satname=KOR00000&plan_id=plan
PACIFISAT-9,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Late-Stage,Yes,No,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PACIFISAT-9&sel_satname=PACIFISAT-9&plan_id=
PACIFISAT-116.1E-2,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PACIFISAT-116.1E-2&sel_satname=PACIFISAT-116.1E-2&plan_id=
NUSANTARA-H1-A,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NUSANTARA-H1-A&sel_satname=NUSANTARA-H1-A&plan_id=
NUSANTARA-SM1-B,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-SM1-B&sel_satname=NUSANTARA-SM1-B&plan_id=
PACIFISAT-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PACIFISAT-116.1E&sel_satname=PACIFISAT-116.1E&plan_id=
GS-ABS-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GS-ABS-116.1E&sel_satname=GS-ABS-116.1E&plan_id=
NUSANTARA-H1-A_1,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H1-A_1&sel_satname=NUSANTARA-H1-A_1&plan_id=
NUSANTARA-H1-30B,Indonesia 🇮🇩,116.1°E,Planned,Early-Stage,No,n/a,No,0.34°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-H1-30B&sel_satname=NUSANTARA-H1-30B&plan_id=plan
KOREASAT-116A,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-116A&sel_satname=KOREASAT-116A&plan_id=
KOREASAT-1,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KOREASAT-1&sel_satname=KOREASAT-1&plan_id=
KOREASAT-116.0E-A30B,Korea (Rep. of) 🇰🇷,116.0°E,Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.0E-A30B&sel_satname=KOREASAT-116.0E-A30B&plan_id=plan
KOREASAT-116.0E-A30B-M,Korea (Rep. of) 🇰🇷,116.0°E,Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.0E-A30B-M&sel_satname=KOREASAT-116.0E-A30B-M&plan_id=plan
INFOSAT-C,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INFOSAT-C&sel_satname=INFOSAT-C&plan_id=
KOREASAT-116N,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-116N&sel_satname=KOREASAT-116N&plan_id=
KOREASAT-116.0E,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KOREASAT-116.0E&sel_satname=KOREASAT-116.0E&plan_id=
KTSAT-116E,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KTSAT-116E&sel_satname=KTSAT-116E&plan_id=
KOREASAT-116,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KOREASAT-116&sel_satname=KOREASAT-116&plan_id=
KOREASAT-116K,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KOREASAT-116K&sel_satname=KOREASAT-116K&plan_id=
MAC00000,China 🇨🇳,117.0°E,Planned,Early-Stage,No,n/a,No,0.56°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MAC00000&sel_satname=MAC00000&plan_id=plan
CHINASAT-30B-115.5E,China 🇨🇳,115.5°E,Planned,Early-Stage,No,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-30B-115.5E&sel_satname=CHINASAT-30B-115.5E&plan_id=plan
DFH-4-OD,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-4-OD&sel_satname=DFH-4-OD&plan_id=
CHINASAT-30B1-115.5E,China 🇨🇳,115.5°E,Planned,Early-Stage,No,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-115.5E&sel_satname=CHINASAT-30B1-115.5E&plan_id=plan
CHINASAT-D-115.5E,China 🇨🇳,115.5°E,Non-Planned,Early-Stage,Yes,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-D-115.5E&sel_satname=CHINASAT-D-115.5E&plan_id=
CHINASAT-115.5E,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-115.5E&sel_satname=CHINASAT-115.5E&plan_id=
CHINASAT-G-115.5E,China 🇨🇳,115.5°E,Non-Planned,Early-Stage,No,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-115.5E&sel_satname=CHINASAT-G-115.5E&plan_id=
CHINASAT-DL5,China 🇨🇳,115.5°E,Non-Planned,Early-Stage,Yes,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-DL5&sel_satname=CHINASAT-DL5&plan_id=
CHINASAT-D-115.5E_1,China 🇨🇳,115.5°E,Non-Planned,Early-Stage,No,n/a,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-D-115.5E_1&sel_satname=CHINASAT-D-115.5E_1&plan_id=
CHINASAT-ROUTE7,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-ROUTE7&sel_satname=CHINASAT-ROUTE7&plan_id=
CHINASAT-MSB4,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-MSB4&sel_satname=CHINASAT-MSB4&plan_id=
DFH-5-OD,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-5-OD&sel_satname=DFH-5-OD&plan_id=
DFH-3-OD,China 🇨🇳,115.5°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-3-OD&sel_satname=DFH-3-OD&plan_id=
F-SAT-30B-117.4E,France 🇫🇷,117.4°E,Planned,Early-Stage,No,n/a,No,0.96°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-117.4E&sel_satname=F-SAT-30B-117.4E&plan_id=plan
F-SAT-N7-117.4E,France 🇫🇷,117.4°E,Non-Planned,Early-Stage,No,n/a,No,0.96°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-117.4E&sel_satname=F-SAT-N7-117.4E&plan_id=
