Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
NUSANTARA-B3-A,Indonesia 🇮🇩,95.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B3-A&sel_satname=NUSANTARA-B3-A&plan_id=
DEF-R-SAT-6B,Australia 🇦🇺,95.6°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DEF-R-SAT-6B&sel_satname=DEF-R-SAT-6B&plan_id=
AZE00000,Azerbaijan 🇦🇿,95.9°E,Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AZE00000&sel_satname=AZE00000&plan_id=plan
CHINASAT-G-95.9E,China 🇨🇳,95.9°E,Non-Planned,Early-Stage,No,n/a,No,0.36°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-95.9E&sel_satname=CHINASAT-G-95.9E&plan_id=
USGAE-13B,United States 🇺🇸,96.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGAE-13B&sel_satname=USGAE-13B&plan_id=
MADAR-96E,United Arab Emirates 🇦🇪,96.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-96E&sel_satname=MADAR-96E&plan_id=
F-SAT-N8-96E,France 🇫🇷,96.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-96E&sel_satname=F-SAT-N8-96E&plan_id=
SIGNSAT-96E,China 🇨🇳,96.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-96E&sel_satname=SIGNSAT-96E&plan_id=
HMG-SAT-01A,United Kingdom 🇬🇧,95.0°E,Non-Planned,Early-Stage,No,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HMG-SAT-01A&sel_satname=HMG-SAT-01A&plan_id=
CSDRN,Russian Federation 🇷🇺,95.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CSDRN&sel_satname=CSDRN&plan_id=
NSS-9,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-9&sel_satname=NSS-9&plan_id=
CSDRN,Russian Federation 🇷🇺,95.0°E,Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CSDRN&sel_satname=CSDRN&plan_id=plan
NSS-FSS-G3 95E,Netherlands 🇳🇱,95.0°E,Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+95E&sel_satname=NSS-FSS-G3+95E&plan_id=plan
NSS-FSS-G2 95E,Netherlands 🇳🇱,95.0°E,Planned,Early-Stage,Yes,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-FSS-G2+95E&sel_satname=NSS-FSS-G2+95E&plan_id=plan
INTELSAT7 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+95E&sel_satname=INTELSAT7+95E&plan_id=
CSDRN-M,Russian Federation 🇷🇺,95.0°E,Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CSDRN-M&sel_satname=CSDRN-M&plan_id=plan
INTELSAT KA 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT+KA+95E&sel_satname=INTELSAT+KA+95E&plan_id=
ADF 95E IOR,Australia 🇦🇺,95.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ADF+95E+IOR&sel_satname=ADF+95E+IOR&plan_id=
NSS-G2-18,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-G2-18&sel_satname=NSS-G2-18&plan_id=
CSDRN-5M,Russian Federation 🇷🇺,95.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CSDRN-5M&sel_satname=CSDRN-5M&plan_id=
INTELSAT5A 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT5A+95E&sel_satname=INTELSAT5A+95E&plan_id=
NSS-G8-95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-95E&sel_satname=NSS-G8-95E&plan_id=
NSS-BSS 95E TTC,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-BSS+95E+TTC&sel_satname=NSS-BSS+95E+TTC&plan_id=
NSS-G4-26,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-G4-26&sel_satname=NSS-G4-26&plan_id=
NSS-G9-95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G9-95E&sel_satname=NSS-G9-95E&plan_id=
CSDRN-M,Russian Federation 🇷🇺,95.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CSDRN-M&sel_satname=CSDRN-M&plan_id=
NSS-KA41,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-KA41&sel_satname=NSS-KA41&plan_id=
NSS-G4-26_1,Netherlands 🇳🇱,95.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G4-26_1&sel_satname=NSS-G4-26_1&plan_id=
INTELSAT8 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+95E&sel_satname=INTELSAT8+95E&plan_id=
DDSP-4,Australia 🇦🇺,95.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DDSP-4&sel_satname=DDSP-4&plan_id=
CBG00000,Cambodia 🇰🇭,96.1°E,Planned,Early-Stage,No,n/a,No,0.56°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CBG00000&sel_satname=CBG00000&plan_id=plan
