-135,HOL ,NSS-FSS 135W-1,118559031 ,P,2893,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+135W-1&sel_satname=NSS-FSS+135W-1&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2893,/online/snl/satbandold_snl.sh?ntc_id=118559031&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=NSS-FSS+135W-1&sel_satname=NSS-FSS+135W-1&plan_id=plan
-133,F ,F-SAT-30B-133W,120559001 ,P,2948,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-133W&sel_satname=F-SAT-30B-133W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2948,/online/snl/satbandold_snl.sh?ntc_id=120559001&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=F-SAT-30B-133W&sel_satname=F-SAT-30B-133W&plan_id=plan
-133,F ,F-SAT-E-30B-133W,115559001 ,P/Plan/List,2996,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2996,/online/snl/satbandold_snl.sh?ntc_id=115559001&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan
-133,F ,F-SAT-E-30B-133W,122581019 ,U,2996,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2996,/online/snl/satbandold_snl.sh?ntc_id=122581019&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan
-133,F ,F-SAT-E-30B-133W,122570023 ,N,2999,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2999,/online/snl/satbandold_snl.sh?ntc_id=122570023&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan
-131,HOL ,NSS-FSS 131W,116559051 ,P,2854,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+131W&sel_satname=NSS-FSS+131W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2854,/online/snl/satbandold_snl.sh?ntc_id=116559051&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=NSS-FSS+131W&sel_satname=NSS-FSS+131W&plan_id=plan
-130.5,SLV ,SLV00000,90558183 ,P/Plan/List,,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SLV00000&sel_satname=SLV00000&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=,/online/snl/satbandold_snl.sh?ntc_id=90558183&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=SLV00000&sel_satname=SLV00000&plan_id=plan
-129,G ,GIBSAT-FSS-G14 129W,114559061 ,P/Plan/List,2998,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2998,/online/snl/satbandold_snl.sh?ntc_id=114559061&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan
-129,G ,GIBSAT-FSS-G14 129W,122570024 ,N,2998,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2998,/online/snl/satbandold_snl.sh?ntc_id=122570024&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan
-129,G ,GIBSAT-FSS-G14 129W,122581020 ,U,2998,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2998,/online/snl/satbandold_snl.sh?ntc_id=122581020&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan
-128,TON ,TON00000,90558200 ,P/Plan/List,,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TON00000&sel_satname=TON00000&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=,/online/snl/satbandold_snl.sh?ntc_id=90558200&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=TON00000&sel_satname=TON00000&plan_id=plan
-127,J ,NFP-SAT-Y16-127W,116559035 ,P,2848,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y16-127W&sel_satname=NFP-SAT-Y16-127W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2848,/online/snl/satbandold_snl.sh?ntc_id=116559035&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=NFP-SAT-Y16-127W&sel_satname=NFP-SAT-Y16-127W&plan_id=plan
-127,G ,UKFSS-127W,117559002 ,P,2857,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UKFSS-127W&sel_satname=UKFSS-127W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2857,/online/snl/satbandold_snl.sh?ntc_id=117559002&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=UKFSS-127W&sel_satname=UKFSS-127W&plan_id=plan
