Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
TIBASAT-22.5E,Egypt 🇪🇬,22.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-22.5E&sel_satname=TIBASAT-22.5E&plan_id=
STATSIONAR-19,Russian Federation 🇷🇺,23.0°E,Non-Planned,Late-Stage,Yes,No,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-19&sel_satname=STATSIONAR-19&plan_id=
VOLNA-17,Russian Federation 🇷🇺,23.0°E,Non-Planned,Late-Stage,Yes,No,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-17&sel_satname=VOLNA-17&plan_id=
GALS-8,Russian Federation 🇷🇺,23.0°E,Non-Planned,Late-Stage,Yes,No,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GALS-8&sel_satname=GALS-8&plan_id=
ENSAT-23E-A,Russian Federation 🇷🇺,23.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ENSAT-23E-A&sel_satname=ENSAT-23E-A&plan_id=
RGS-S-23E,Russian Federation 🇷🇺,23.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-23E&sel_satname=RGS-S-23E&plan_id=
ENSAT-23E,Russian Federation 🇷🇺,23.0°E,Non-Planned,Late-Stage,No,No,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ENSAT-23E&sel_satname=ENSAT-23E&plan_id=
AMS-C10-23E,Israel 🇮🇱,23.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-C10-23E&sel_satname=AMS-C10-23E&plan_id=
GRC00000,Greece 🇬🇷,22.05°E,Planned,Early-Stage,No,n/a,No,0.52°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GRC00000&sel_satname=GRC00000&plan_id=plan
OMANSAT-22E,Oman 🇴🇲,22.0°E,Non-Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-22E&sel_satname=OMANSAT-22E&plan_id=
EP-SAT-22E,France 🇫🇷,22.0°E,Non-Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EP-SAT-22E&sel_satname=EP-SAT-22E&plan_id=
STARTIME-23.4E,China 🇨🇳,23.4°E,Non-Planned,Early-Stage,No,n/a,No,0.83°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=STARTIME-23.4E&sel_satname=STARTIME-23.4E&plan_id=
LUX-G15-7,Luxembourg 🇱🇺,23.5°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G15-7&sel_satname=LUX-G15-7&plan_id=
LUX-G14-7,Luxembourg 🇱🇺,23.5°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G14-7&sel_satname=LUX-G14-7&plan_id=
LUX-G10-7,Luxembourg 🇱🇺,23.5°E,Non-Planned,Early-Stage,No,n/a,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G10-7&sel_satname=LUX-G10-7&plan_id=
DFS-1,Germany 🇩🇪,23.5°E,Non-Planned,Late-Stage,Yes,No,No,0.93°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFS-1&sel_satname=DFS-1&plan_id=
