Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
VOLNA-15,Russian Federation 🇷🇺,8.0°E,Non-Planned,Late-Stage,Yes,No,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-15&sel_satname=VOLNA-15&plan_id=
GALS-7,Russian Federation 🇷🇺,8.0°E,Non-Planned,Late-Stage,Yes,No,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GALS-7&sel_satname=GALS-7&plan_id=
TOR-8M,Russian Federation 🇷🇺,8.0°E,Non-Planned,Late-Stage,Yes,No,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-8M&sel_satname=TOR-8M&plan_id=
STATSIONAR-18,Russian Federation 🇷🇺,8.0°E,Non-Planned,Late-Stage,Yes,No,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-18&sel_satname=STATSIONAR-18&plan_id=
RGS-S-8E,Russian Federation 🇷🇺,8.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-8E&sel_satname=RGS-S-8E&plan_id=
CME00000,Cameroon 🇨🇲,7.98°E,Planned,Early-Stage,No,n/a,No,0.24°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CME00000&sel_satname=CME00000&plan_id=plan
USOBO-16B,United States 🇺🇸,8.5°E,Non-Planned,Early-Stage,No,n/a,No,0.28°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-16B&sel_satname=USOBO-16B&plan_id=
USGON-2,United States 🇺🇸,8.5°E,Non-Planned,Late-Stage,Yes,No,No,0.28°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-2&sel_satname=USGON-2&plan_id=
USOBO-16C,United States 🇺🇸,8.5°E,Non-Planned,Early-Stage,No,n/a,No,0.28°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-16C&sel_satname=USOBO-16C&plan_id=
TUR00000,Türkiye 🇹🇷,8.5°E,Planned,Early-Stage,No,n/a,No,0.28°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TUR00000&sel_satname=TUR00000&plan_id=plan
F-SAT-E-30B-9E,France 🇫🇷,9.0°E,Planned,Early-Stage,Yes,n/a,No,0.78°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-E-30B-9E&sel_satname=F-SAT-E-30B-9E&plan_id=plan
