Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
IRN30B-B-34E,Iran (Islamic Republic of) 🇮🇷,34.0°E,Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRN30B-B-34E&sel_satname=IRN30B-B-34E&plan_id=plan
IRANDBS4-KA-G2,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANDBS4-KA-G2&sel_satname=IRANDBS4-KA-G2&plan_id=
CHNNEWSAT-G1-34E,China 🇨🇳,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-34E&sel_satname=CHNNEWSAT-G1-34E&plan_id=
IRANSAT-B-34E,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-34E&sel_satname=IRANSAT-B-34E&plan_id=
IRN-S-34,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRN-S-34&sel_satname=IRN-S-34&plan_id=
IRN-KA-34,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRN-KA-34&sel_satname=IRN-KA-34&plan_id=
CHNNEWSAT-G2-34E,China 🇨🇳,34.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-34E&sel_satname=CHNNEWSAT-G2-34E&plan_id=
ARABSAT-11E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Early-Stage,No,n/a,No,0.27°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11E-34.5E&sel_satname=ARABSAT-11E-34.5E&plan_id=
ARABSAT-9E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Early-Stage,No,n/a,No,0.27°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9E-34.5E&sel_satname=ARABSAT-9E-34.5E&plan_id=
ARABSAT 6E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Late-Stage,Yes,No,No,0.27°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+6E-34.5E&sel_satname=ARABSAT+6E-34.5E&plan_id=
