,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
783,CHINASAT-31,1,CHN,80.0,13.05.1998,28,1,1,1,1,4
1024,CHINASAT-51.5E,1,CHN,51.5,20.10.2010,47,1,1,1,1,4
1403,FY-2BS,1,CHN,86.5,13.09.2004,211,1,1,1,1,4
1275,DFH-3-OB,1,CHN,103.0,21.05.1998,212,1,1,1,1,4
266,ASIASAT-EK1,1,CHN,100.5,04.06.1998,264,1,1,1,1,4
292,ASIASAT-EKS,1,CHN,100.5,19.03.2004,264,1,1,1,1,4
940,ASIASAT-E,2,CHN,100.5,02.11.2009,264,1,1,1,1,4
1197,ASIASAT-EKX,1,CHN,100.5,19.03.2004,264,1,1,1,1,4
328,DFH-3-OA,1,CHN,125.0,21.04.1998,267,1,1,1,1,4
1362,FY-2A,1,CHN,105.0,13.05.1998,296,1,1,1,1,4
920,CHINASAT-C20,1,CHN,126.0,31.05.2019,409,1,1,1,1,4
1066,CHINASAT-CL11,2,CHN,163.0,01.06.2017,409,1,1,1,1,4
1138,DFH-3-OC,1,CHN,87.5,21.04.1998,409,1,1,1,1,4
1517,APSTAR-4,1,CHN,76.5,21.04.1998,425,1,1,1,1,4
1610,APSTAR-76E,1,CHN,76.5,26.06.2008,425,1,1,1,1,4
1520,APSTAR-142E-R,2,CHN,142.0,12.05.2014,650,1,1,1,1,4
728,CHINASAT-6,1,CHN,110.5,21.04.1998,652,1,1,1,1,4
1571,DFH-3A-OB,1,CHN,110.5,29.04.2003,699,1,1,1,1,4
351,CHINASAT-ROUTE8,1,CHN,125.0,18.07.2022,718,1,1,1,1,4
1519,APSTAR-142E-R,1,CHN,142.0,12.05.2014,737,1,1,1,1,4
582,DFH-4-OD,1,CHN,115.5,21.04.1998,910,1,1,1,1,4
47,ASIASAT-1,1,CHN,105.5,04.06.1998,940,1,1,1,1,4
247,ASIASAT-CKX,1,CHN,105.5,04.02.1999,940,1,1,1,1,4
883,ASIASAT-CK,1,CHN,105.5,26.08.2015,940,1,1,1,1,4
1223,ASIASAT-CK1,1,CHN,105.5,04.02.1999,940,1,1,1,1,4
1238,ASIASAT-CKZ,1,CHN,105.5,22.05.2012,940,1,1,1,1,4
1246,ASIASAT-CKS,1,CHN,105.5,19.03.2004,940,1,1,1,1,4
39,CHINASAT-22,1,CHN,98.0,13.05.1998,1046,1,1,1,1,4
1660,CHINASAT-32,1,CHN,140.0,13.05.1998,1190,1,1,1,1,4
399,FY-2B,1,CHN,86.5,13.05.1998,1215,1,1,1,1,4
1587,CHINASAT-33,1,CHN,110.5,13.05.1998,1372,1,1,1,1,4
1599,CHINASAT-4,1,CHN,130.0,21.05.1998,1386,1,1,1,1,4
205,FY-2CS,1,CHN,123.5,13.09.2004,1397,1,1,1,1,4
568,FY-2C,1,CHN,123.5,12.12.2002,1397,1,1,1,1,4
1643,APSTAR-2,1,CHN,134.0,29.04.2003,2086,1,1,1,1,4
569,FY-2C,2,CHN,123.5,12.12.2002,2306,1,1,1,1,4
48,ASIASAT-1,2,CHN,105.5,04.06.1998,2325,1,1,1,1,4
1594,CHINASAT-3,1,CHN,98.0,21.05.1998,2384,1,1,1,1,4
305,ASIASAT-AKS,1,CHN,122.0,19.03.2004,2427,1,1,1,1,4
327,ASIASAT-AKZ,1,CHN,122.2,05.12.2011,2427,1,1,1,1,4
481,DFH-4-OB,1,CHN,103.0,02.12.2002,2584,1,1,1,1,4
1001,APSTAR-5-KU,1,CHN,138.0,31.10.2003,2630,1,1,1,1,4
1378,CHINASAT-138E,1,CHN,138.0,26.06.2008,2630,1,1,1,1,4
1535,CHINASAT-2,1,CHN,110.5,21.05.1998,2773,1,1,1,1,4
1083,CHINASAT-45,1,CHN,101.5,31.10.2003,2966,1,1,1,1,4
1299,FY-2AS,1,CHN,105.0,13.09.2004,2985,1,1,1,1,4
362,CHINASAT-34A,1,CHN,79.6,31.10.2003,3124,1,1,1,1,4
1179,CHINASAT-34B,1,CHN,84.0,31.10.2003,3146,1,1,1,1,4
717,CHINASAT-1,1,CHN,87.5,21.05.1998,3147,1,1,1,1,4
558,CHINASAT-134E,1,CHN,134.0,08.07.2005,3163,1,1,1,1,4
832,CHINASAT-D-163E,2,CHN,163.0,25.02.2021,3163,1,1,1,1,4
1647,DFH-3A-OD,1,CHN,130.0,11.11.2003,3188,1,1,1,1,4
1662,DFH-3A-OC,1,CHN,98.0,10.10.2003,3193,1,1,1,1,4
397,CHINASAT-35B,1,CHN,140.4,31.10.2003,3215,1,1,1,1,4
552,CHINASAT-35C,1,CHN,144.5,31.10.2003,3299,1,1,1,1,4
1328,DFH-4-OA,1,CHN,125.0,29.04.2003,3401,1,1,1,1,4
841,COMPASS-58.75E,1,CHN,58.75,16.01.2017,3482,1,1,1,1,4
78,COMPASS-80E,2,CHN,80.0,29.08.2019,3543,1,1,1,1,4
28,COMPASS-110.5E,1,CHN,110.5,16.01.2017,3601,1,1,1,1,4
1233,SINOSAT-92.2E,1,CHN,92.2,13.08.2010,3649,1,1,1,1,4
1320,COMPASS-140E,1,CHN,140.0,16.01.2017,3664,1,1,1,1,4
957,STW-2,1,CHN,103.0,21.05.1998,3879,1,1,1,1,4
1234,SINOSAT-92.2E,2,CHN,92.2,13.08.2010,3887,1,1,1,1,4
473,CHINASAT-D-115.5E,2,CHN,115.5,24.03.2021,3938,1,1,1,1,4
1552,CHINASAT-163E,1,CHN,163.0,20.10.2010,3983,1,1,1,1,4
1612,CHINASAT-MSB5,2,CHN,125.0,13.06.2010,3983,1,1,1,1,4
1498,CHINASAT-92.2E,1,CHN,92.2,22.11.2005,3999,1,1,1,1,4
268,CHINASAT-ROUTE7,1,CHN,115.5,19.02.2014,4014,1,1,1,1,4
689,DFH-5-OD,1,CHN,115.5,13.06.2010,4014,1,1,1,1,4
1502,CHINASAT-DL5,2,CHN,115.5,06.11.2017,4014,1,1,1,1,4
1531,CHINASAT-MSB4,1,CHN,115.5,13.06.2010,4014,1,1,1,1,4
30,CHINASAT-49,1,CHN,125.0,22.11.2005,4044,1,1,1,1,4
1430,CHINASAT-115.5E,1,CHN,115.5,27.08.2008,4044,1,1,1,1,4
621,CTDRS-1-77E,1,CHN,77.0,03.12.2009,4187,1,1,1,1,4
1530,CTDRS-1-80E,1,CHN,80.0,03.12.2009,4187,1,1,1,1,4
703,CHINASAT-64,1,CHN,98.0,16.07.2008,4317,1,1,1,1,4
839,CHINASAT-65,1,CHN,103.0,16.07.2008,4317,1,1,1,1,4
1063,SINOSAT-3C,1,CHN,130.0,12.12.2005,4441,1,1,1,1,4
32,STW-1,1,CHN,125.0,14.11.2000,4559,1,1,1,1,4
939,ASIASAT-E,1,CHN,100.5,02.11.2009,4741,1,1,1,1,4
1321,COMPASS-140E,2,CHN,140.0,16.01.2017,4920,1,1,1,1,4
466,COMPASS-160E,1,CHN,160.0,16.01.2017,4928,1,1,1,1,4
522,COMPASS-80.3E,1,CHN,80.3,11.02.2019,4943,1,1,1,1,4
29,COMPASS-110.5E,2,CHN,110.5,16.01.2017,5035,1,1,1,1,4
1611,CHINASAT-MSB5,1,CHN,125.0,13.06.2010,5128,1,1,1,1,4
355,CHINASAT-ROUTE8,5,CHN,125.0,18.07.2022,5159,1,1,1,1,4
712,CHINASAT-DL6,5,CHN,125.0,18.07.2022,5159,1,1,1,1,4
1624,CHINASAT-D-125E,2,CHN,125.0,25.02.2021,5159,1,1,1,1,4
467,COMPASS-160E,2,CHN,160.0,16.01.2017,5187,1,1,1,1,4
136,CHINASAT-E-113E,1,CHN,113.0,08.09.2022,5214,1,1,1,1,4
921,CHINASAT-C20,2,CHN,126.0,31.05.2019,5214,1,1,1,1,4
1121,CHINASAT-E-85.5E,1,CHN,85.5,24.11.2022,5214,1,1,1,1,4
1570,CHNSAT-130E,1,CHN,130.0,28.10.2010,5214,1,1,1,1,4
892,CTDRS-2-171E,1,CHN,171.0,25.10.2013,5396,1,1,1,1,4
694,CHINASAT-D-110.5E,1,CHN,110.5,25.02.2021,5414,1,1,1,1,4
959,SINOSAT-5,1,CHN,110.5,27.10.2012,5414,1,1,1,1,4
1644,CHINASAT-DL4,1,CHN,110.5,06.11.2017,5414,1,1,1,1,4
189,CTDRS-2-176.8E,1,CHN,176.8,25.10.2013,5460,1,1,1,1,4
1423,CTDRS-2-167E,1,CHN,167.0,06.05.2011,5460,1,1,1,1,4
437,CHNSAT-2-130E,1,CHN,130.0,16.09.2011,5512,1,1,1,1,4
258,ASIASAT-EKZ,1,CHN,100.5,05.12.2011,5567,1,1,1,1,4
1239,ASIASAT-CKZ,2,CHN,105.5,22.05.2012,5567,1,1,1,1,4
290,APSTAR-76E-R,1,CHN,76.5,14.06.2012,5659,1,1,1,1,4
842,COMPASS-58.75E,2,CHN,58.75,16.01.2017,5679,1,1,1,1,4
523,CHNSAT-98E,1,CHN,98.2,18.01.2012,5734,1,1,1,1,4
309,CTDRS-2-20.4E,1,CHN,20.4,12.01.2012,5856,1,1,1,1,4
820,CTDRS-2-16.8E,1,CHN,16.8,06.03.2015,5856,1,1,1,1,4
1280,CTDRS-2-10.6E,1,CHN,10.6,06.03.2015,5856,1,1,1,1,4
79,COMPASS-80E,3,CHN,80.0,29.08.2019,5909,1,1,1,1,4
1489,COMPASS-B-84E,1,CHN,84.0,23.06.2016,5910,1,1,1,1,4
147,DFH-3-OC M,1,CHN,87.5,19.06.2013,5923,1,1,1,1,4
214,CHINASAT-D-87.5E,2,CHN,87.5,25.02.2021,5923,1,1,1,1,4
382,CHINASAT-ROUTE1,1,CHN,51.5,24.09.2013,5923,1,1,1,1,4
1307,CHINASAT-A5,1,CHN,87.5,15.03.2016,5923,1,1,1,1,4
269,CHINASAT-ROUTE7,2,CHN,115.5,19.02.2014,6100,1,1,1,1,4
1315,CHINASAT-ROUTE15,1,CHN,163.0,24.09.2013,6100,1,1,1,1,4
73,ASIASAT-120V,1,CHN,120.0,26.12.2014,6389,1,1,1,1,4
319,ASIASAT-CKW,1,CHN,105.5,16.07.2015,6560,1,1,1,1,4
1319,DFH-4-OAF,1,CHN,155.0,25.03.2015,6982,1,1,1,1,4
1178,CHNSAT-103E,1,CHN,103.0,25.01.2016,7029,1,1,1,1,4
1120,CHNSAT-81.5E,1,CHN,81.5,25.01.2016,7048,1,1,1,1,4
1215,CHINASAT-CL2,1,CHN,51.5,28.07.2017,7119,1,1,1,1,4
695,CHINASAT-D-110.5E,2,CHN,110.5,25.02.2021,7180,1,1,1,1,4
1645,CHINASAT-DL4,2,CHN,110.5,06.11.2017,7180,1,1,1,1,4
1389,COMPASS-B-144.5E,1,CHN,144.5,23.06.2016,7211,1,1,1,1,4
1286,CHNSAT-M-101.4E,1,CHN,101.4,25.01.2016,7241,1,1,1,1,4
636,GC-4-105.6E,1,CHN,105.6,03.11.2016,7321,1,1,1,1,4
831,CHINASAT-D-163E,1,CHN,163.0,25.02.2021,7356,1,1,1,1,4
1065,CHINASAT-CL11,1,CHN,163.0,01.06.2017,7356,1,1,1,1,4
499,CTDRS-2-77E,1,CHN,77.0,28.03.2017,7368,1,1,1,1,4
1625,CTDRS-2-80E,1,CHN,80.0,28.03.2017,7368,1,1,1,1,4
837,DFH-5-01B,1,CHN,107.5,13.01.2017,7379,1,1,1,1,4
1636,DFH-5-01A,1,CHN,94.2,13.01.2017,7379,1,1,1,1,4
472,CHINASAT-D-115.5E,1,CHN,115.5,24.03.2021,7381,1,1,1,1,4
708,CHINASAT-DL6,1,CHN,125.0,18.07.2022,7381,1,1,1,1,4
131,CHNBSAT-K-101.4E,1,CHN,101.4,11.11.2021,7576,1,1,1,1,4
1501,CHINASAT-DL5,1,CHN,115.5,06.11.2017,7621,1,1,1,1,4
310,ASIASAT-AAA,1,CHN,122.0,28.03.2017,7657,1,1,1,1,4
759,ASIASAT-122T,1,CHN,122.0,10.08.2021,7657,1,1,1,1,4
914,CHNSAT-118E,1,CHN,118.0,19.10.2017,7717,1,1,1,1,4
669,G4SAT-134E,1,CHN,134.0,15.05.2018,7941,1,1,1,1,4
1667,G4SAT-138E,1,CHN,138.0,12.09.2018,7949,1,1,1,1,4
77,COMPASS-80E,1,CHN,80.0,29.08.2019,8174,1,1,1,1,4
729,DFH-5-02B,1,CHN,173.0,11.07.2019,8191,1,1,1,1,4
1522,DFH-5-02A,1,CHN,59.0,17.04.2019,8191,1,1,1,1,4
474,CHINASAT-D-115.5E,3,CHN,115.5,24.03.2021,8399,1,1,1,1,4
120,DFH-5-03A,1,CHN,66.5,07.07.2020,8490,1,1,1,1,4
