,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
1053,INSAT-2E93.5,1,IND,93.5,19.04.2004,658,1,1,1,1,4
1131,INSAT-2E74,1,IND,74.0,19.04.2004,658,1,1,1,1,4
295,INSAT-2(74),1,IND,74.0,06.11.2000,759,1,1,1,1,4
1514,INSAT-2(48),1,IND,48.0,07.06.2001,759,1,1,1,1,4
949,INSAT-2(83),1,IND,83.0,08.12.2010,1137,1,1,1,1,4
1669,INSAT-2(93.5),1,IND,93.5,06.11.2000,1137,1,1,1,1,4
482,INSAT-EK55,1,IND,55.0,21.11.2003,1389,1,1,1,1,4
536,INSAT-EK55R,1,IND,55.0,19.04.2004,1389,1,1,1,1,4
1157,INSAT-KU10(55)E,1,IND,55.0,26.05.2009,1389,1,1,1,1,4
53,INSAT-2T (93.5),1,IND,93.5,26.09.2001,1936,1,1,1,1,4
1070,INSAT-2M (93.5),1,IND,93.5,26.09.2001,1936,1,1,1,1,4
1323,INSAT-2K (93.5),1,IND,93.5,06.11.2000,1936,1,1,1,1,4
1326,INSAT-2T (48),1,IND,48.0,04.07.2002,1936,1,1,1,1,4
1464,INSAT-2M (48),1,IND,48.0,04.07.2002,1936,1,1,1,1,4
1515,INSAT-2(48),2,IND,48.0,07.06.2001,1936,1,1,1,1,4
1663,INSAT-1B,1,IND,74.0,06.11.2000,2478,1,1,1,1,4
41,INSAT-2M (74),1,IND,74.0,26.09.2001,2548,1,1,1,1,4
123,INSAT-2T (74),1,IND,74.0,26.09.2001,2548,1,1,1,1,4
579,INSAT-2K (74),1,IND,74.0,06.11.2000,2548,1,1,1,1,4
219,INSAT-2E83,1,IND,83.0,31.05.1999,3261,1,1,1,1,4
1192,INSAT-2M (83),1,IND,83.0,26.09.2001,3535,1,1,1,1,4
1516,INSAT-2K (83),1,IND,83.0,10.08.2000,3535,1,1,1,1,4
1224,INSAT-EK74,1,IND,74.0,21.11.2003,4244,1,1,1,1,4
659,INSAT-EK93.5,1,IND,93.5,21.11.2003,4690,1,1,1,1,4
973,INSAT-EK93.5R,1,IND,93.5,21.11.2003,4690,1,1,1,1,4
282,INSAT-KU10(111.5)E,1,IND,111.5,19.03.2010,4691,1,1,1,1,4
308,INSAT-EK83,1,IND,83.0,21.11.2003,5149,1,1,1,1,4
1034,INSAT-EK83R,1,IND,83.0,21.11.2003,5149,1,1,1,1,4
6,INSAT-TTC(93.5)E,1,IND,93.5,10.04.2013,6137,1,1,1,1,4
950,INSAT-2(83),2,IND,83.0,08.12.2010,6304,1,1,1,1,4
680,INSAT-TTC(74)E,1,IND,74.0,10.04.2013,6306,1,1,1,1,4
762,INSAT-TTC(55)E,1,IND,55.0,10.04.2013,7627,1,1,1,1,4
1015,INSAT-KU11(55)E,1,IND,55.0,14.09.2011,7643,1,1,1,1,4
1195,INSAT-NAV(55),1,IND,55.0,18.03.2013,7643,1,1,1,1,4
546,INSAT-TTC(83)E,1,IND,83.0,10.04.2013,7689,1,1,1,1,4
1670,INSAT-NAVR(83),1,IND,83.0,26.11.2015,8147,1,1,1,1,4
69,INSAT-G5(74),1,IND,74.0,08.01.2014,8435,1,1,1,1,4
898,INSAT-KU11(74)E,1,IND,74.0,07.01.2014,8435,1,1,1,1,4
1687,INSAT-KAUHF (74),1,IND,74.0,07.01.2014,8435,1,1,1,1,4
588,INSAT-MET82E,1,IND,82.0,25.11.2013,8450,1,1,1,1,4
1018,INSAT-TTC(82)E,1,IND,82.0,25.11.2013,8450,1,1,1,1,4
1671,INSAT-NAVR(83),2,IND,83.0,26.11.2015,8892,1,1,1,1,4
1632,INSAT-NAV(93.5),1,IND,93.5,02.12.2016,9271,1,1,1,1,4
1266,INSAT-NAVR(32.5),1,IND,32.5,06.02.2018,9409,1,1,1,1,4
1665,INSAT-NAVR(129.5),1,IND,129.5,28.03.2018,9439,1,1,1,1,4
1650,INSAT-META(74E),1,IND,74.0,08.12.2021,9592,1,1,1,1,4
681,INSAT-C-Y17(97.3E),1,IND,97.3,24.08.2021,9804,1,1,1,1,4
1322,INSAT-KA48E,1,IND,48.0,04.04.2020,9850,1,1,1,1,4
1471,IND-SATS-93.5E,1,IND,93.5,11.02.2020,9865,1,1,1,1,4
1557,INSAT-METD(93.5E),1,IND,93.5,08.12.2021,9865,1,1,1,1,4
209,INSAT-EHFL-55E,1,IND,55.0,02.05.2022,10382,1,1,1,1,4
696,INSAT-KA55E,1,IND,55.0,04.04.2020,10382,1,1,1,1,4
96,INSAT-KU12(63)E,1,IND,63.0,02.07.2020,10399,1,1,1,1,4
129,INSAT-KA74E,1,IND,74.0,07.08.2020,10414,1,1,1,1,4
363,INSAT-KU17(48E),1,IND,48.0,05.04.2022,10474,1,1,1,1,4
469,INSAT-KA68E,1,IND,68.0,15.04.2021,11258,1,1,1,1,4
133,PALAPA-B1,1,INS,108.0,05.11.2012,86,0,1,1,1,3
788,NSS-31,1,HOL,-20.0,13.04.2007,88,0,1,1,1,3
491,INTELSAT9 340E,1,USA,-20.0,17.11.2003,103,0,1,1,1,3
843,INTELSAT6 335.5E,1,USA,-24.5,29.10.1998,103,0,1,1,1,3
1191,INMARSAT-3 POR-3,1,G,143.5,28.04.2003,140,0,1,1,1,3
835,JCSAT-2,1,J,154.0,28.09.1998,162,0,1,1,1,3
1684,SKYNET-4A,1,G,-1.0,24.01.2001,163,0,1,1,1,3
773,USGCSS PH3 E PAC-2,1,USA,-130.0,27.11.2000,186,0,1,1,1,3
233,USASAT-7D,1,USA,-101.0,25.09.1998,293,0,1,1,1,3
1272,USASAT-22I,1,USA,-139.0,25.09.1998,351,0,1,1,1,3
297,EUTELSAT 3-21.5E,1,F,21.5,16.04.2002,543,0,1,1,1,3
673,EUTELSAT 2-21.5E,1,F,21.5,29.02.2000,543,0,1,1,1,3
1490,EUTELSAT 2-16E,1,F,16.0,30.09.1998,543,0,1,1,1,3
237,USASAT-22B,1,USA,-125.0,25.09.1998,594,0,1,1,1,3
1019,USASAT-35D,1,USA,-125.0,21.05.2004,594,0,1,1,1,3
826,PALAPA-C3,1,INS,118.0,14.08.2017,644,0,1,1,1,3
942,PALAPA-B3,1,INS,118.0,14.08.2017,644,0,1,1,1,3
273,USCSID-A4,1,USA,82.0,14.09.1998,659,0,1,1,1,3
379,USCSID-A5,1,USA,92.0,14.09.1998,659,0,1,1,1,3
386,USCSID-A2,1,USA,44.0,14.09.1998,659,0,1,1,1,3
457,USCSID-E2,1,USA,-13.0,14.09.1998,659,0,1,1,1,3
606,USCSID-E4,1,USA,-30.0,14.09.1998,659,0,1,1,1,3
631,USCSID-E3,1,USA,-24.0,14.09.1998,659,0,1,1,1,3
775,USCSID-W2,1,USA,-144.0,14.09.1998,659,0,1,1,1,3
1201,USCSID-A1,1,USA,0.0,14.09.1998,659,0,1,1,1,3
1217,USCSID-A6,1,USA,110.0,14.09.1998,659,0,1,1,1,3
1302,USCSID-E1,1,USA,-10.0,14.09.1998,659,0,1,1,1,3
1651,USCSID-W1,1,USA,-141.0,14.09.1998,659,0,1,1,1,3
1226,USGCSS PH3B E PAC,1,USA,-135.0,27.11.2000,690,0,1,1,1,3
581,USGCSS PH3B ATL,1,USA,-12.0,27.11.2000,810,0,1,1,1,3
789,USGCSS PH3 W PAC,1,USA,175.0,14.09.1998,810,0,1,1,1,3
1251,USASAT-21A,1,USA,-135.0,25.09.1998,811,0,1,1,1,3
101,USGCSS PH3 MID-ATL,1,USA,-42.5,27.11.2000,893,0,1,1,1,3
649,USGCSS PH3B MID-ATL,1,USA,-42.5,02.06.2005,908,0,1,1,1,3
932,USGCSS PH3B W PAC,1,USA,175.0,27.11.2000,1236,0,1,1,1,3
211,FLTSATCOM-A INDOC-4,1,USA,100.0,26.08.2003,1258,0,1,1,1,3
86,SATCOM-4/20.2W,1,BEL,-20.2,03.04.2000,1275,0,1,1,1,3
1586,USGCSS PH3 INDOC,1,USA,60.0,14.09.1998,1297,0,1,1,1,3
972,USASAT-35Y,1,USA,-133.0,10.11.2004,1302,0,1,1,1,3
1169,USASAT-22A,1,USA,-133.0,25.09.1998,1302,0,1,1,1,3
