,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
701,JMCS-1R,1,J,144.0,09.08.2005,4743,1,1,1,1,4
731,JCSAT-1R,2,J,150.0,28.09.1998,4870,1,1,1,1,4
866,JCSAT-FO-150E,1,J,150.0,26.12.2005,4870,1,1,1,1,4
199,JCSAT-3B,2,J,124.0,28.09.1998,5264,1,1,1,1,4
782,SJC-1,2,J,124.0,28.09.1998,5264,1,1,1,1,4
1092,JCSAT-FO-124E,1,J,124.0,26.12.2005,5264,1,1,1,1,4
1547,N-SAT-82E,1,J,82.0,19.04.2013,5264,1,1,1,1,4
95,SUPERBIRD-B2,1,J,162.0,03.07.2001,5644,1,1,1,1,4
149,JMCS-3B,1,J,162.0,23.04.2001,5644,1,1,1,1,4
239,N-SAT2-162E,1,J,162.0,17.02.2016,5644,1,1,1,1,4
423,SUPERBIRD-B2-KA,1,J,162.0,03.07.2001,5644,1,1,1,1,4
593,SUPERBIRD-B2-R,1,J,162.0,27.12.2005,5644,1,1,1,1,4
1227,JMCS-B4-X,1,J,162.0,17.01.2013,5644,1,1,1,1,4
226,N-SAT-110,1,J,110.0,02.05.2000,5888,1,1,1,1,4
935,N-SAT-Y12-110E,1,J,110.0,26.06.2017,5888,1,1,1,1,4
1244,JMCS-2,1,J,110.0,30.10.2000,5888,1,1,1,1,4
1393,N-SAT-110E,1,J,110.0,02.05.2000,5888,1,1,1,1,4
1568,JMCS-D2-X,1,J,110.0,17.01.2013,5888,1,1,1,1,4
1059,BSAT-110,2,J,110.0,30.06.1998,6063,1,1,1,1,4
1454,BSAT-109.85,1,J,109.85,29.05.2001,6203,1,1,1,1,4
838,JCSAT-2R,1,J,154.0,22.03.2002,6420,1,1,1,1,4
992,N-SAT-Y12-136E,2,J,136.0,25.02.2019,6420,1,1,1,1,4
1616,JCSAT-FO-154E,1,J,154.0,26.12.2005,6420,1,1,1,1,4
158,D-STAR-2,1,J,136.0,07.06.2002,6503,1,1,1,1,4
493,N-STAR-E,1,J,136.0,03.10.2007,6503,1,1,1,1,4
1139,N-SAT-90.75E,1,J,90.75,11.11.2012,6623,1,1,1,1,4
1613,N-SAT-127W,1,J,-127.0,31.03.2003,6952,1,1,1,1,4
19,SUPERBIRD-A2,1,J,158.0,16.04.2004,7014,1,1,1,1,4
140,SUPERBIRD-A,1,J,158.0,28.09.1998,7014,1,1,1,1,4
141,SUPERBIRD-A,2,J,158.0,28.09.1998,7014,1,1,1,1,4
1010,JMCS-3A,1,J,158.0,30.06.2004,7014,1,1,1,1,4
886,JCSAT-FO-136E,3,J,136.0,19.11.2004,7790,1,1,1,1,4
983,D-STAR-1,1,J,132.0,10.06.2004,7790,1,1,1,1,4
1331,N-STAR-A,2,J,132.0,28.09.1998,7790,1,1,1,1,4
1332,N-STAR-A,3,J,132.0,28.09.1998,7790,1,1,1,1,4
1353,N-STAR-B2,3,J,136.0,14.11.2003,7790,1,1,1,1,4
1457,N-STAR-A2,3,J,132.0,14.11.2003,7790,1,1,1,1,4
1605,JCSAT-FO-132E,3,J,132.0,19.11.2004,7790,1,1,1,1,4
916,N-SAT-Y15-132E,2,J,132.0,19.08.2021,7924,1,1,1,1,4
1309,N-STAR-F,1,J,132.0,03.10.2007,7924,1,1,1,1,4
289,N-SAT-Y12-128E,2,J,128.0,08.02.2019,8045,1,1,1,1,4
396,N-SAT-Y15-128E,2,J,128.0,08.02.2019,8045,1,1,1,1,4
241,N-SAT-Y12-144E,2,J,144.0,30.10.2018,8778,1,1,1,1,4
153,JMCS-C2-X,1,J,144.0,28.11.2008,8810,1,1,1,1,4
1588,N-SAT-124E,1,J,124.0,18.06.2012,10020,1,1,1,1,4
248,HIMAWARI-140E,1,J,140.7,15.02.2017,11062,1,1,1,1,4
343,HIMAWARI-8-140E,1,J,140.7,06.02.2015,11062,1,1,1,1,4
1240,N-SAT-154E,1,J,154.0,13.01.2016,11503,1,1,1,1,4
196,N-SAT-Y15-93E,1,J,93.0,18.03.2022,11732,1,1,1,1,4
240,N-SAT-Y12-144E,1,J,144.0,30.10.2018,11732,1,1,1,1,4
288,N-SAT-Y12-128E,1,J,128.0,08.02.2019,11732,1,1,1,1,4
395,N-SAT-Y15-128E,1,J,128.0,08.02.2019,11732,1,1,1,1,4
915,N-SAT-Y15-132E,1,J,132.0,19.08.2021,11732,1,1,1,1,4
991,N-SAT-Y12-136E,1,J,136.0,25.02.2019,11732,1,1,1,1,4
1037,N-SAT-Y12-150E,1,J,150.0,11.11.2016,11732,1,1,1,1,4
1453,N-SAT-Y15-124E,1,J,124.0,09.01.2020,11732,1,1,1,1,4
1585,N-SAT-Y17-90.75E,1,J,90.75,12.05.2021,11732,1,1,1,1,4
1682,N-SAT-Y15-136E,1,J,136.0,19.08.2021,11732,1,1,1,1,4
70,JMCS-93E-R,1,J,93.0,12.06.2017,11869,1,1,1,1,4
197,N-SAT-Y15-93E,2,J,93.0,18.03.2022,11869,1,1,1,1,4
1039,N-SAT2-93E,1,J,93.0,12.06.2017,11869,1,1,1,1,4
476,QZSS-GS4,1,J,127.0,29.08.2016,11929,1,1,1,1,4
492,QZSS-GS-A4,1,J,127.0,21.07.2022,11929,1,1,1,1,4
249,HIMAWARI-140E,2,J,140.7,15.02.2017,11976,1,1,1,1,4
603,NBSAT-21BX,1,J,109.85,15.03.2019,12112,1,1,1,1,4
375,N-SAT-Y12-162E,1,J,162.0,08.02.2019,12279,1,1,1,1,4
528,N-SAT-Y15-162E,1,J,162.0,10.12.2021,12279,1,1,1,1,4
646,JMCS-162E,1,J,162.0,14.09.2018,12279,1,1,1,1,4
1648,N-SAT-Y15-150E,1,J,150.0,15.03.2021,12920,1,1,1,1,4
1683,N-SAT-Y15-136E,2,J,136.0,19.08.2021,12984,1,1,1,1,4
801,DRS-90.75E,1,J,90.75,30.11.2021,13268,1,1,1,1,4
1411,QZSS-GS-A1,1,J,90.5,21.07.2022,13749,1,1,1,1,4
600,USASAT-66D,1,USA,-15.0,30.04.2021,11427,0,1,1,1,3
817,IOMSAT-2A2,1,G,-15.0,17.08.2017,11427,0,1,1,1,3
563,INMARSAT-6-83E5,1,G,83.5,24.12.2022,13655,0,1,1,1,3
1241,INMARSAT-6-28W,1,G,-28.0,26.07.2022,13655,0,1,1,1,3
1308,USASAT-9A,1,USA,-91.0,25.09.1998,17,0,0,0,1,1
1145,USASAT-24Q,1,USA,-77.0,13.04.2004,28,0,0,0,1,1
191,B-SAT I,1,B,-63.0,14.11.2002,254,0,0,0,1,1
49,GIBSAT-72.5W,1,G,-72.5,12.07.2017,1592,0,0,0,1,1
1561,GDL-6,3,LUX,19.2,27.11.2000,1592,0,0,0,1,1
736,INTELSAT6 62E,2,USA,62.0,29.10.1998,1886,0,0,0,1,1
491,INTELSAT9 340E,1,USA,-20.0,17.11.2003,2037,0,0,0,1,1
788,NSS-31,1,HOL,-20.0,13.04.2007,2052,0,0,0,1,1
133,PALAPA-B1,1,INS,108.0,05.11.2012,2053,0,0,0,1,1
48,ASIASAT-1,2,CHN,105.5,04.06.1998,2074,0,0,0,1,1
1562,GDL-6,4,LUX,19.2,27.11.2000,2404,0,0,0,1,1
774,INTELSAT8 340E,1,USA,-20.0,30.07.2002,2555,0,0,0,1,1
966,INTELSAT6 332.5E,2,USA,-27.5,29.10.1998,2555,0,0,0,1,1
1014,INTELSAT7 340E,2,USA,-20.0,28.11.2001,2555,0,0,0,1,1
1158,INTELSAT6 340E,1,USA,-20.0,30.07.2002,2555,0,0,0,1,1
410,INTELSAT8 325.5E,1,USA,-34.5,21.12.2001,2616,0,0,0,1,1
471,INTELSAT7 33E,1,USA,33.0,01.05.2002,2616,0,0,0,1,1
543,INTELSAT5 33E,2,USA,33.0,29.10.1998,2616,0,0,0,1,1
777,INTELSAT6 325.5E,1,USA,-34.5,29.10.1998,2616,0,0,0,1,1
778,INTELSAT6 325.5E,2,USA,-34.5,29.10.1998,2616,0,0,0,1,1
1151,INTELSAT8 33E,1,USA,33.0,01.05.2002,2616,0,0,0,1,1
1445,INTELSAT9 325.5E,1,USA,-34.5,17.11.2003,2616,0,0,0,1,1
1556,INTELSAT7 325.5E,1,USA,-34.5,21.12.2001,2616,0,0,0,1,1
1658,INTELSAT9 66E,1,USA,66.0,17.11.2003,2616,0,0,0,1,1
237,USASAT-22B,1,USA,-125.0,25.09.1998,2734,0,0,0,1,1
1019,USASAT-35D,1,USA,-125.0,21.05.2004,2734,0,0,0,1,1
826,PALAPA-C3,1,INS,118.0,14.08.2017,2784,0,0,0,1,1
942,PALAPA-B3,1,INS,118.0,14.08.2017,2784,0,0,0,1,1
1208,USASAT-24K,1,USA,-91.0,25.09.1998,2962,0,0,0,1,1
186,SIRIUS-P,1,S,5.0,30.04.2007,3196,0,0,0,1,1
187,SIRIUS-P,2,S,5.0,30.04.2007,3196,0,0,0,1,1
232,LUX-28.2E,3,LUX,28.2,29.06.2004,3196,0,0,0,1,1
338,LUX-G3-19.2E,1,LUX,19.2,02.06.2010,3196,0,0,0,1,1
540,DFS II-1,2,D,23.5,02.09.2004,3196,0,0,0,1,1
1100,LUX-24.2E,2,LUX,24.2,01.07.2004,3196,0,0,0,1,1
1091,USASAT-24J,1,USA,-99.0,25.09.1998,3202,0,0,0,1,1
928,THAICOM-IP1,1,THA,119.5,23.12.2009,3409,0,0,0,1,1
972,USASAT-35Y,1,USA,-133.0,10.11.2004,3442,0,0,0,1,1
1169,USASAT-22A,1,USA,-133.0,25.09.1998,3442,0,0,0,1,1
344,B-SAT-S,1,B,-75.0,29.09.2004,3528,0,0,0,1,1
744,SISCOMIS-3,1,B,-70.0,28.09.1998,3528,0,0,0,1,1
776,SISCOMIS-4,1,B,-75.0,12.03.2008,3528,0,0,0,1,1
1209,SBTS B1,1,B,-70.0,28.09.1998,3528,0,0,0,1,1
671,USASAT-14G,1,USA,169.0,02.10.1998,3581,0,0,0,1,1
1118,TONGASAT C/KU-3,1,TON,138.0,17.12.1999,3599,0,0,0,1,1
1432,TONGASAT AP-3,1,TON,138.0,30.09.1998,3599,0,0,0,1,1
1369,USASAT-60J,1,USA,169.0,15.10.2009,3627,0,0,0,1,1
1285,SOLIDARIDAD 2MA,1,MEX,-113.0,09.10.1998,3696,0,0,0,1,1
743,SOLIDARIDAD 2M,1,MEX,-113.0,29.01.2016,3699,0,0,0,1,1
896,CANSAT-17,1,CAN,-114.9,20.07.2007,3699,0,0,0,1,1
1394,MEXSAT-114.9 C-KU,1,MEX,-114.9,13.08.2009,3699,0,0,0,1,1
165,THAICOM-A2,1,THA,78.5,17.08.1998,3703,0,0,0,1,1
1170,THAICOM-AK2,1,THA,78.5,17.08.1998,3703,0,0,0,1,1
107,LUX-G3-4,1,LUX,31.0,02.06.2010,3743,0,0,0,1,1
1686,GDL-7,1,LUX,19.2,20.01.1999,3743,0,0,0,1,1
394,ACS-1,1,USA,-101.0,02.10.1998,3757,0,0,0,1,1
1175,MCS-1,1,USA,-101.0,02.10.1998,3757,0,0,0,1,1
470,B-SAT-2J,1,B,-68.0,04.10.2016,3803,0,0,0,1,1
371,SBTS B2,1,B,-65.0,28.09.1998,3808,0,0,0,1,1
585,B-SAT-1J,1,B,-68.0,30.09.2010,3808,0,0,0,1,1
672,SISCOMIS-2,1,B,-65.0,28.09.1998,3808,0,0,0,1,1
652,USASAT-14I,1,USA,68.5,02.10.1998,3972,0,0,0,1,1
971,SIRIUS-5E,3,S,5.0,17.12.2010,4095,0,0,0,1,1
1074,LUX-G3-24.2E,2,LUX,23.5,02.06.2010,4095,0,0,0,1,1
1641,SIRIUS-5E-2,3,S,5.0,31.01.2013,4095,0,0,0,1,1
1198,USASAT-24L,1,USA,-95.0,25.09.1998,4106,0,0,0,1,1
422,USASAT-26C,1,USA,-43.0,02.10.1998,4134,0,0,0,1,1
553,USASAT-25C,1,USA,-43.0,02.10.1998,4134,0,0,0,1,1
1061,USASAT-55F,1,USA,-43.0,15.10.2009,4180,0,0,0,1,1
260,TURKSAT-C50E,1,TUR,50.0,13.01.2005,4199,0,0,0,1,1
561,TURKSAT-1C,1,TUR,50.0,13.01.2005,4199,0,0,0,1,1
809,PALAPA-C4,2,INS,150.5,08.03.2017,4199,0,0,0,1,1
911,TURKSAT-K3,1,TUR,50.0,13.01.2005,4199,0,0,0,1,1
1345,PALAPA-C4-A,2,INS,150.5,08.03.2017,4199,0,0,0,1,1
381,USASAT-24O,1,USA,-127.0,25.09.1998,4268,0,0,0,1,1
11,MSAT,1,CAN,-106.5,28.04.1999,4279,0,0,0,1,1
1287,TONGASAT AP-2,1,TON,134.0,30.09.1998,4312,0,0,0,1,1
1024,CHINASAT-51.5E,1,CHN,51.5,20.10.2010,4351,0,0,0,1,1
1134,NEW DAWN 23,1,PNG,64.0,17.06.2016,4582,0,0,0,1,1
1268,NEW DAWN 22,1,PNG,62.0,26.04.2016,4582,0,0,0,1,1
1269,NEW DAWN 22,2,PNG,62.0,26.04.2016,4582,0,0,0,1,1
1375,USASAT-26G,1,USA,-58.0,02.10.1998,4728,0,0,0,1,1
1484,USASAT-25G,1,USA,-58.0,02.10.1998,4728,0,0,0,1,1
230,LUX-28.2E,1,LUX,28.2,29.06.2004,4753,0,0,0,1,1
231,LUX-28.2E,2,LUX,28.2,29.06.2004,4753,0,0,0,1,1
539,DFS II-1,1,D,23.5,02.09.2004,4753,0,0,0,1,1
1099,LUX-24.2E,1,LUX,24.2,01.07.2004,4753,0,0,0,1,1
393,NSS-G4-22,2,HOL,50.5,03.07.2018,4778,0,0,0,1,1
611,USASAT-23F,1,USA,-95.0,25.09.1998,4825,0,0,0,1,1
277,YAHSAT-G6-63E,1,UAE,63.0,14.08.2016,4871,0,0,0,1,1
1073,LUX-G3-24.2E,1,LUX,23.5,02.06.2010,4871,0,0,0,1,1
936,B-SAT P,1,B,-84.0,28.09.1998,4929,0,0,0,1,1
1619,NSS-57,1,HOL,-40.5,17.12.2012,4958,0,0,0,1,1
1273,USASAT-24P,1,USA,-123.0,25.09.1998,5089,0,0,0,1,1
609,SATMEX 8,1,MEX,-116.8,16.06.2014,5218,0,0,0,1,1
47,ASIASAT-1,1,CHN,105.5,04.06.1998,5339,0,0,0,1,1
247,ASIASAT-CKX,1,CHN,105.5,04.02.1999,5339,0,0,0,1,1
411,PALAPA-C4-B,1,INS,150.5,08.03.2017,5339,0,0,0,1,1
433,PALAPA-C4-K,1,INS,150.5,08.03.2017,5339,0,0,0,1,1
808,PALAPA-C4,1,INS,150.5,08.03.2017,5339,0,0,0,1,1
883,ASIASAT-CK,1,CHN,105.5,26.08.2015,5339,0,0,0,1,1
1163,LUX-G10-26,1,LUX,148.0,20.07.2021,5339,0,0,0,1,1
1223,ASIASAT-CK1,1,CHN,105.5,04.02.1999,5339,0,0,0,1,1
1238,ASIASAT-CKZ,1,CHN,105.5,22.05.2012,5339,0,0,0,1,1
1246,ASIASAT-CKS,1,CHN,105.5,19.03.2004,5339,0,0,0,1,1
1344,PALAPA-C4-A,1,INS,150.5,08.03.2017,5339,0,0,0,1,1
547,USASAT-25D,1,USA,-45.0,02.10.1998,5430,0,0,0,1,1
1204,NEW DAWN 47,1,PNG,157.0,19.08.2021,5430,0,0,0,1,1
1293,USASAT-60Q,1,USA,157.0,18.12.2018,5430,0,0,0,1,1
1314,USASAT-14J-2,1,USA,72.0,02.10.1998,5491,0,0,0,1,1
1554,USASAT-14J,1,USA,72.0,02.10.1998,5491,0,0,0,1,1
188,USASAT-35N,1,USA,-91.0,30.01.2001,5573,0,0,0,1,1
416,USASAT-60N,1,USA,33.0,01.11.2011,5573,0,0,0,1,1
894,USASAT-35E,1,USA,-123.0,30.01.2001,5607,0,0,0,1,1
1028,USASAT-35J,1,USA,-99.0,30.01.2001,5692,0,0,0,1,1
281,EMARSAT-1G,1,UAE,52.5,23.12.2003,5705,0,0,0,1,1
413,USASAT-26G-3,1,USA,-58.0,06.08.2008,5797,0,0,0,1,1
1376,USASAT-26G,2,USA,-58.0,02.10.1998,5797,0,0,0,1,1
1485,USASAT-25G,2,USA,-58.0,02.10.1998,5797,0,0,0,1,1
252,SBTS B4,1,B,-92.0,28.09.1998,5859,0,0,0,1,1
1573,CANSAT-34,1,CAN,-107.3,23.05.2012,5873,0,0,0,1,1
139,LUX-G3-28.2E,2,LUX,28.2,02.06.2010,5887,0,0,0,1,1
72,USASAT-55V,1,USA,169.0,12.09.2017,5950,0,0,0,1,1
405,USASAT-60I,1,USA,-45.0,15.10.2009,5950,0,0,0,1,1
1601,CANSAT-68,2,CAN,-109.2,29.12.2022,5955,0,0,0,1,1
1548,LUX-G10-7,1,LUX,23.5,31.03.2021,6086,0,0,0,1,1
450,USASAT-80A,1,USA,-50.0,13.07.2020,6100,0,0,0,1,1
956,INTELSAT6 60E,2,USA,60.0,29.10.1998,6131,0,0,0,1,1
1589,ANIK-F2,1,CAN,-111.1,07.02.2013,6390,0,0,0,1,1
985,LUX-G7-43,1,LUX,-87.0,16.08.2016,6448,0,0,0,1,1
1075,LUX-G3-24.2E,3,LUX,23.5,02.06.2010,6448,0,0,0,1,1
844,INTELSAT6 335.5E,2,USA,-24.5,29.10.1998,6510,0,0,0,1,1
592,DRTS-90.75E,1,J,90.75,03.09.2002,6606,1,n/a,n/a,n/a,1
427,PAKSAT-1R,1,PAK,38.0,23.05.2011,6715,0,0,0,1,1
1336,PAKSAT-1,1,PAK,38.0,08.03.2003,6715,0,0,0,1,1
274,ANIK-F2R,1,CAN,-111.1,17.07.2017,6755,0,0,0,1,1
927,CANSAT KA-4,1,CAN,-111.1,01.02.2001,6755,0,0,0,1,1
498,TURKSAT-31E-C,1,TUR,31.0,06.01.2015,7001,0,0,0,1,1
299,MEASAT-IK 91.5E,1,MLA,91.5,28.07.1999,7456,0,0,0,1,1
1264,MEASAT-IC 91.5,1,MLA,91.5,28.07.1999,7456,0,0,0,1,1
664,ANIK-F1,1,CAN,-107.3,21.12.2004,7630,0,0,0,1,1
1435,LUX-G6-5,1,LUX,19.2,28.11.2014,8293,0,0,0,1,1
575,TURKSAT-31E-B,3,TUR,31.0,04.06.2014,8715,0,0,0,1,1
1282,LUX-G5-25,2,LUX,108.2,30.04.2013,9053,0,0,0,1,1
1575,AM-SAT-108.2E-G,2,G,108.2,17.04.2013,9053,0,0,0,1,1
439,MEASAT-1,1,MLA,91.5,31.05.2022,9114,0,0,0,1,1
2,INTELSAT8 157E,2,USA,157.0,11.11.2011,9962,0,0,0,1,1
919,INTELSAT5A 157E,2,USA,157.0,11.11.2011,9962,0,0,0,1,1
1487,INTELSAT6 157E,1,USA,157.0,11.11.2011,9962,0,0,0,1,1
1508,INTELSAT7 157E,2,USA,157.0,11.11.2011,9962,0,0,0,1,1
504,PALAPA PAC-C 146E,3,INS,146.0,02.02.2017,10045,0,0,0,1,1
757,PALAPA PAC-KU 146E,3,INS,146.0,02.02.2017,10045,0,0,0,1,1
221,NSS-G2-1,1,HOL,-177.0,23.10.2015,10171,0,0,0,1,1
503,PALAPA PAC-C 146E,2,INS,146.0,02.02.2017,11059,0,0,0,1,1
756,PALAPA PAC-KU 146E,2,INS,146.0,02.02.2017,11059,0,0,0,1,1
811,PALAPA-C4,4,INS,150.5,08.03.2017,11638,0,0,0,1,1
1492,NBSAT-21BX_1,1,J,109.85,10.07.2018,12395,1,n/a,n/a,n/a,1
997,MEASAT-AK 91.5,4,MLA,91.5,31.05.2022,13853,0,0,0,1,1
1071,PALAPA-B2,1,INS,113.0,13.07.2021,14486,0,0,0,1,1
1402,SATCOM-4/10E,1,BEL,10.0,04.02.2000,103,0,0,0,0,0
32,STW-1,1,CHN,125.0,14.11.2000,160,0,0,0,0,0
271,SBTS B3,2,B,-61.0,09.04.2010,181,0,0,0,0,0
913,GALS-1,1,RUS,-26.5,28.08.2000,198,0,0,0,0,0
127,GALS-4,1,RUS,-170.0,28.08.2000,208,0,0,0,0,0
549,VOLNA-7,1,RUS,-170.0,28.08.2000,208,0,0,0,0,0
114,GALS-3,1,RUS,85.0,28.08.2000,211,0,0,0,0,0
542,INTELSAT5 33E,1,USA,33.0,29.10.1998,211,0,0,0,0,0
1355,VOLNA-5,1,RUS,85.0,28.08.2000,211,0,0,0,0,0
438,VOLNA-8,1,RUS,90.0,07.11.2000,246,0,0,0,0,0
14,GALS-2,1,RUS,45.0,28.08.2000,256,0,0,0,0,0
1476,VOLNA-3,1,RUS,45.0,28.08.2000,256,0,0,0,0,0
62,INTELSAT6 330.5E,1,USA,-29.5,06.05.2003,303,0,0,0,0,0
524,INTELSAT9 330.5E,1,USA,-29.5,06.05.2003,303,0,0,0,0,0
740,INTELSAT8 330.5E,1,USA,-29.5,19.05.2000,303,0,0,0,0,0
947,ARABSAT 1-B,2,ARS,26.0,28.06.2010,320,0,0,0,0,0
1663,INSAT-1B,1,IND,74.0,06.11.2000,338,0,0,0,0,0
521,EUTELSAT 2-36E,2,F,36.0,30.09.1998,413,0,0,0,0,0
957,STW-2,1,CHN,103.0,21.05.1998,520,0,0,0,0,0
626,USASAT-9C,1,USA,-85.0,25.09.1998,528,0,0,0,0,0
253,SBTS B4,2,B,-92.0,28.09.1998,577,0,0,0,0,0
4,GALS-5,1,RUS,130.0,28.08.2000,596,0,0,0,0,0
937,GALS-6,1,RUS,35.0,28.08.2000,611,0,0,0,0,0
420,VOLNA-6,1,RUS,140.0,07.11.2000,871,0,0,0,0,0
1491,VOLNA-4,1,RUS,53.0,07.11.2000,871,0,0,0,0,0
211,FLTSATCOM-A INDOC-4,1,USA,100.0,26.08.2003,881,0,0,0,0,0
918,INTELSAT5A 157E,1,USA,157.0,11.11.2011,961,0,0,0,0,0
245,EUTELSAT 1-8,1,F,25.5,30.09.1998,1140,0,0,0,0,0
674,EUTELSAT 2-21.5E,2,F,21.5,29.02.2000,1140,0,0,0,0,0
1425,EUTELSAT 2-33E,1,F,33.0,21.03.2000,1140,0,0,0,0,0
717,CHINASAT-1,1,CHN,87.5,21.05.1998,1252,0,0,0,0,0
760,TELECOM-2C,1,F,3.0,30.09.1998,1317,0,0,0,0,0
36,USASAT-13I,1,USA,-45.0,02.10.1998,1367,0,0,0,0,0
46,INTELSAT5 183E,1,HOL,-177.0,29.10.1998,1368,0,0,0,0,0
688,INTELSAT IBS 183E,1,HOL,-177.0,29.10.1998,1368,0,0,0,0,0
1174,INTELSAT5A 183E,1,HOL,-177.0,29.10.1998,1368,0,0,0,0,0
60,FLTSATCOM W PAC,1,USA,172.0,29.08.2001,1385,0,0,0,0,0
1132,EUTELSAT 1-5,1,F,21.5,30.09.1998,1449,0,0,0,0,0
1364,VOLNA-2,1,RUS,-14.0,20.02.2016,1510,0,0,0,0,0
785,SKYNET-4B,1,G,6.0,24.01.2001,1591,0,0,0,0,0
155,SIRIUS-3B,1,S,5.0,19.11.2004,1592,0,0,0,0,0
1535,CHINASAT-2,1,CHN,110.5,21.05.1998,1626,0,0,0,0,0
1361,USASAT-25A,1,USA,-37.5,02.10.1998,1638,0,0,0,0,0
401,TELE-X,1,S,5.0,11.09.1998,1704,0,0,0,0,0
864,ZSSRD-2,1,RUS,-16.0,06.11.2000,1716,0,0,0,0,0
526,DFS-1,1,D,23.5,03.11.2000,1768,0,0,0,0,0
855,TOR-4,1,RUS,85.0,28.08.2000,1951,0,0,0,0,0
773,USGCSS PH3 E PAC-2,1,USA,-130.0,27.11.2000,1953,0,0,0,0,0
1684,SKYNET-4A,1,G,-1.0,24.01.2001,1977,0,0,0,0,0
871,TOR-3,1,RUS,45.0,28.08.2000,2002,0,0,0,0,0
1615,STATSIONAR-D4,1,RUS,45.0,07.11.2000,2002,0,0,0,0,0
1033,TOR-5,1,RUS,-170.0,28.08.2000,2011,0,0,0,0,0
1594,CHINASAT-3,1,CHN,98.0,21.05.1998,2015,0,0,0,0,0
845,VSSRD-2,1,RUS,167.0,06.11.2000,2023,0,0,0,0,0
843,INTELSAT6 335.5E,1,USA,-24.5,29.10.1998,2037,0,0,0,0,0
336,ANIK E-A,1,CAN,-107.3,01.02.2001,2067,0,0,0,0,0
1434,DFS-2,1,D,28.5,03.11.2000,2182,0,0,0,0,0
