,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
1497,CAN-BSS19,1,CAN,-103.0,07.08.2012,56,1,1,1,1,4
667,CAN-BSS9,1,CAN,-86.5,17.05.2012,124,1,1,1,1,4
102,CAN-BSS31,1,CAN,-91.0,19.09.2014,364,1,1,1,1,4
179,CANSAT-24,1,CAN,-111.1,14.12.2010,688,1,1,1,1,4
84,CAN-BSS36,1,CAN,-107.3,14.08.2014,697,1,1,1,1,4
587,CANSAT(107.3W)-XKA,1,CAN,-107.3,26.10.2015,697,1,1,1,1,4
1596,CANSAT-50,1,CAN,-107.3,13.08.2014,697,1,1,1,1,4
779,CANSAT-31,1,CAN,-82.0,26.01.2011,976,1,1,1,1,4
1029,CANSAT-18,1,CAN,-118.7,08.07.2004,1723,1,1,1,1,4
1478,ANIK-F3R,1,CAN,-118.7,23.06.2017,1723,1,1,1,1,4
664,ANIK-F1,1,CAN,-107.3,21.12.2004,2157,1,1,1,1,4
1084,CANSAT KA-5,1,CAN,-118.7,08.07.2004,2453,1,1,1,1,4
1410,CANSAT KA-5X,1,CAN,-118.7,08.07.2004,2453,1,1,1,1,4
274,ANIK-F2R,1,CAN,-111.1,17.07.2017,3032,1,1,1,1,4
927,CANSAT KA-4,1,CAN,-111.1,01.02.2001,3032,1,1,1,1,4
1600,CANSAT-68,1,CAN,-109.2,29.12.2022,3063,1,1,1,1,4
1589,ANIK-F2,1,CAN,-111.1,07.02.2013,3397,1,1,1,1,4
1601,CANSAT-68,2,CAN,-109.2,29.12.2022,3832,1,1,1,1,4
665,ANIK-F1,2,CAN,-107.3,21.12.2004,3914,1,1,1,1,4
1573,CANSAT-34,1,CAN,-107.3,23.05.2012,3914,1,1,1,1,4
713,CANSAT-64,1,CAN,-109.2,24.07.2017,4231,1,1,1,1,4
706,CANSAT(107.3W)-L,1,CAN,-107.3,20.10.2015,5356,1,1,1,1,4
11,MSAT,1,CAN,-106.5,28.04.1999,5508,1,1,1,1,4
1503,CANSAT-67,1,CAN,-107.3,08.11.2019,5518,1,1,1,1,4
896,CANSAT-17,1,CAN,-114.9,20.07.2007,6087,1,1,1,1,4
1141,ANIK E-D,1,CAN,-118.7,26.11.2002,7506,1,1,1,1,4
1262,ANIK E-B,1,CAN,-111.1,01.02.2001,7506,1,1,1,1,4
336,ANIK E-A,1,CAN,-107.3,01.02.2001,7720,1,1,1,1,4
1128,ODYSSEY POR,1,D,178.0,19.04.2021,5,0,1,1,1,3
331,KAZSAT2M,1,KAZ,86.5,04.11.2010,98,0,1,1,1,3
1431,KAZSAT2,1,KAZ,86.5,04.11.2010,98,0,1,1,1,3
869,CSDRN-M,1,RUS,95.0,28.08.2014,116,0,1,1,1,3
206,EXPRESS-6KA,1,RUS,80.0,12.03.2015,123,0,1,1,1,3
902,USASAT-55R,1,USA,180.0,21.12.2017,135,0,1,1,1,3
43,F-SAT-N5-9E,1,F,9.0,20.05.2022,145,0,1,1,1,3
1367,F-SAT-N3-9E,1,F,9.0,03.06.2019,145,0,1,1,1,3
1657,F-SAT-KA-E-9E,1,F,9.0,20.06.2011,145,0,1,1,1,3
702,IOMSAT-11A,1,G,-115.0,10.01.2012,152,0,1,1,1,3
90,PALAPA-C3-K,1,INS,118.0,14.08.2017,179,0,1,1,1,3
190,KUPON-1M,1,RUS,55.0,16.03.2010,179,0,1,1,1,3
258,ASIASAT-EKZ,1,CHN,100.5,05.12.2011,179,0,1,1,1,3
1076,PALAPA-B3-EC,1,INS,118.0,14.08.2017,179,0,1,1,1,3
1239,ASIASAT-CKZ,2,CHN,105.5,22.05.2012,179,0,1,1,1,3
236,KAZSAT1M,1,KAZ,58.5,30.01.2012,220,0,1,1,1,3
610,KAZSAT1,1,KAZ,58.5,30.01.2012,220,0,1,1,1,3
276,USASAT-28K,1,USA,-85.2,23.11.2010,224,0,1,1,1,3
1041,KUPON-4M,1,RUS,86.5,07.09.2011,234,0,1,1,1,3
501,MSV-1A,1,USA,-101.0,01.06.2010,246,0,1,1,1,3
162,NSS-G2-11,1,HOL,-22.0,05.11.2015,270,0,1,1,1,3
449,USASAT-60R,1,USA,72.0,13.02.2019,297,0,1,1,1,3
143,EUROPESTAR-47.5E,1,D,47.5,26.03.2013,316,0,1,1,1,3
1008,YAHSAT-KA-47.5E,1,UAE,47.5,25.09.2013,316,0,1,1,1,3
1186,USASAT-28N,1,USA,-116.15,25.10.2011,316,0,1,1,1,3
1415,MADAR-47.5E,1,UAE,47.5,16.04.2019,316,0,1,1,1,3
698,ARABSAT 7B-26E,1,ARS,26.0,02.07.2015,338,0,1,1,1,3
946,ARABSAT 1-B,1,ARS,26.0,28.06.2010,338,0,1,1,1,3
1477,ARABSAT 6E-34.5E,1,ARS,34.5,19.05.2010,338,0,1,1,1,3
1582,ARABSAT-KU-26E,1,ARS,26.0,28.06.2010,338,0,1,1,1,3
1681,ARABSAT-KA-26E,2,ARS,26.0,28.06.2010,338,0,1,1,1,3
221,NSS-G2-1,1,HOL,-177.0,23.10.2015,384,0,1,1,1,3
823,YAMAL-183E,1,RUS,-177.0,26.06.2019,384,0,1,1,1,3
1646,EXPRESS-7C,1,RUS,90.0,24.02.2012,384,0,1,1,1,3
25,LUX-G6-2-E,1,LUX,5.0,26.02.2016,417,0,1,1,1,3
908,MEASAT-SA1A,1,MLA,5.0,21.12.2017,417,0,1,1,1,3
1639,SIRIUS-5E-2,1,S,5.0,31.01.2013,417,0,1,1,1,3
1110,ADF UHF-2,1,AUS,72.1,19.10.2011,423,0,1,1,1,3
178,USASAT-55Y,1,USA,-76.0,17.06.2020,462,0,1,1,1,3
332,WSDRN-M,1,RUS,-16.0,17.12.2012,483,0,1,1,1,3
675,INTERSPUTNIK-16W-4,1,RUS,-16.0,11.03.2016,483,0,1,1,1,3
771,INTERSPUTNIK-16W-2,1,RUS,-16.0,11.03.2016,483,0,1,1,1,3
1642,UKSAT-KU-4,1,G,-76.0,27.08.2014,490,0,1,1,1,3
1007,USASAT-55T,1,USA,-53.0,03.04.2019,507,0,1,1,1,3
958,USASAT-55N,1,USA,85.0,29.09.2016,537,0,1,1,1,3
571,F-SAT-N-E-36E,1,F,36.0,26.05.2016,542,0,1,1,1,3
660,F-SAT-N3-36E,1,F,36.0,07.05.2019,542,0,1,1,1,3
1164,F-SAT-KU3-E-36E,1,F,36.0,01.02.2010,542,0,1,1,1,3
1199,VSSRD-2M,1,RUS,167.0,10.04.2015,573,0,1,1,1,3
1200,VSSRD-2M,2,RUS,167.0,10.04.2015,573,0,1,1,1,3
939,ASIASAT-E,1,CHN,100.5,02.11.2009,646,0,1,1,1,3
847,YAMAL-55E,1,RUS,55.0,28.11.2014,666,0,1,1,1,3
439,MEASAT-1,1,MLA,91.5,31.05.2022,672,0,1,1,1,3
995,MEASAT-AK 91.5,2,MLA,91.5,31.05.2022,672,0,1,1,1,3
1339,MEASAT-1A,3,MLA,91.5,31.05.2022,672,0,1,1,1,3
173,F-SAT-N-E-7E,1,F,7.0,27.05.2016,725,0,1,1,1,3
1380,LUX-G6-51,1,LUX,-40.5,09.12.2014,727,0,1,1,1,3
5,INDOSTAR-110E,1,INS,108.2,07.12.2013,734,0,1,1,1,3
979,LUX-G7-20,1,LUX,108.2,01.08.2016,734,0,1,1,1,3
1111,USASAT-28O,1,USA,-86.15,10.09.2018,734,0,1,1,1,3
1146,GIBSAT-108.2E,1,G,108.2,11.01.2019,734,0,1,1,1,3
1172,INDOSTAR-110E-K,1,INS,108.2,09.09.2014,734,0,1,1,1,3
1282,LUX-G5-25,2,LUX,108.2,30.04.2013,734,0,1,1,1,3
1575,AM-SAT-108.2E-G,2,G,108.2,17.04.2013,734,0,1,1,1,3
16,3GSAT-G17R,1,F,10.0,26.02.2010,777,0,1,1,1,3
480,F-SAT-N-E-10E,1,F,10.0,20.05.2016,777,0,1,1,1,3
700,F-SAT-S-E-10E,1,F,10.0,13.01.2012,777,0,1,1,1,3
849,F-SAT-N3-10E,1,F,10.0,25.09.2019,777,0,1,1,1,3
1539,F-SAT-C-E-10E,1,F,10.0,04.11.2009,777,0,1,1,1,3
1438,USASAT-26A,1,USA,-37.5,22.06.2009,783,0,1,1,1,3
510,INTERSPUTNIK-17E-CK,1,RUS,17.0,26.06.2009,824,0,1,1,1,3
33,VOLNA-3R,1,RUS,-11.0,21.01.2013,828,0,1,1,1,3
447,EXPRESS-B 11W,1,RUS,-11.0,29.01.2016,828,0,1,1,1,3
564,LUX-G6-8,1,LUX,28.2,28.11.2014,849,0,1,1,1,3
1133,AMS-4-65E,1,ISR,65.0,01.01.2014,887,0,1,1,1,3
61,SE-KA-63E,1,NOR,63.0,07.09.2017,933,0,1,1,1,3
1335,INMARSAT-KA 63E,1,G,63.0,13.12.2016,933,0,1,1,1,3
1421,YAHSAT-63E,1,UAE,63.0,03.06.2014,933,0,1,1,1,3
1173,EXPRESS-10KA,1,RUS,140.0,05.05.2014,951,0,1,1,1,3
184,TURKSAT-42E-F,1,TUR,42.0,11.03.2022,1002,0,1,1,1,3
800,INMARSAT-4A 98W,1,G,-98.0,17.06.2014,1005,0,1,1,1,3
819,INMARSAT-6-98W,1,G,-98.0,25.06.2021,1005,0,1,1,1,3
836,INMARSAT-4 98W,1,G,-98.0,17.02.2010,1005,0,1,1,1,3
452,TURKSAT-50E-B,1,TUR,50.0,22.02.2014,1062,0,1,1,1,3
616,TURKSAT-50E-C,1,TUR,50.0,06.01.2015,1062,0,1,1,1,3
854,TURKSAT-42E-C,1,TUR,42.0,06.01.2015,1062,0,1,1,1,3
874,TURKSAT-42E-B,1,TUR,42.0,19.06.2014,1062,0,1,1,1,3
1277,TURKSAT-50E-F,1,TUR,50.0,11.02.2022,1062,0,1,1,1,3
870,CSDRN-M,2,RUS,95.0,28.08.2014,1077,0,1,1,1,3
666,AMOS 3-A,1,ISR,-4.0,11.08.2011,1115,0,1,1,1,3
257,AMOS 2-B,2,ISR,-4.0,25.05.2009,1129,0,1,1,1,3
1056,AMS-CK-4W,1,ISR,-4.0,28.02.2017,1129,0,1,1,1,3
373,LUX-G11-8,1,LUX,28.2,17.11.2022,1138,0,1,1,1,3
531,LUX-G6-6,1,LUX,21.5,07.01.2015,1138,0,1,1,1,3
1026,LUX-G7-6,1,LUX,21.5,07.01.2015,1138,0,1,1,1,3
1016,VOLNA-5R,1,RUS,96.5,21.01.2013,1208,0,1,1,1,3
692,EXPRESS-5KA,1,RUS,53.0,30.03.2015,1250,0,1,1,1,3
227,GALS-16,1,RUS,70.0,23.11.2010,1258,0,1,1,1,3
304,STATSIONAR-20,1,RUS,70.0,23.11.2010,1258,0,1,1,1,3
3,LUX-G3-2,1,LUX,5.0,02.06.2010,1279,0,1,1,1,3
969,SIRIUS-5E,1,S,5.0,17.12.2010,1279,0,1,1,1,3
1640,SIRIUS-5E-2,2,S,5.0,31.01.2013,1279,0,1,1,1,3
113,INMARSAT-KA 55W,1,G,-55.0,29.04.2016,1353,0,1,1,1,3
485,YAHSAT-N-20W,1,UAE,-20.0,25.05.2015,1353,0,1,1,1,3
1488,SE-KA-55W,1,NOR,-55.0,07.09.2017,1353,0,1,1,1,3
1609,EXPRESS-4B,2,RUS,40.0,01.04.2015,1399,0,1,1,1,3
511,MEXSAT113 L-CEXT-X,1,MEX,-113.0,23.04.2015,1440,0,1,1,1,3
52,SE-KA-180E,1,NOR,180.0,07.09.2017,1561,0,1,1,1,3
815,INMARSAT-KA 180E,1,G,180.0,25.11.2016,1561,0,1,1,1,3
1365,VOLNA-2,2,RUS,-14.0,20.02.2016,1579,0,1,1,1,3
572,F-SAT-N-E-36E,2,F,36.0,26.05.2016,1680,0,1,1,1,3
661,F-SAT-N3-36E,2,F,36.0,07.05.2019,1680,0,1,1,1,3
1368,F-SAT-N3-9E,2,F,9.0,03.06.2019,1715,0,1,1,1,3
618,F-SAT-N-E-13E,1,F,13.0,26.05.2016,1750,0,1,1,1,3
723,F-SAT-N3-13E,1,F,13.0,12.04.2019,1750,0,1,1,1,3
461,USASAT-60U,1,USA,-95.0,29.05.2020,1848,0,1,1,1,3
