,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
420,VOLNA-6,1,RUS,140.0,07.11.2000,219,1,1,1,1,4
1491,VOLNA-4,1,RUS,53.0,07.11.2000,219,1,1,1,1,4
438,VOLNA-8,1,RUS,90.0,07.11.2000,406,1,1,1,1,4
913,GALS-1,1,RUS,-26.5,28.08.2000,850,1,1,1,1,4
1364,VOLNA-2,1,RUS,-14.0,20.02.2016,858,1,1,1,1,4
127,GALS-4,1,RUS,-170.0,28.08.2000,860,1,1,1,1,4
549,VOLNA-7,1,RUS,-170.0,28.08.2000,860,1,1,1,1,4
114,GALS-3,1,RUS,85.0,28.08.2000,863,1,1,1,1,4
1355,VOLNA-5,1,RUS,85.0,28.08.2000,863,1,1,1,1,4
14,GALS-2,1,RUS,45.0,28.08.2000,908,1,1,1,1,4
1476,VOLNA-3,1,RUS,45.0,28.08.2000,908,1,1,1,1,4
4,GALS-5,1,RUS,130.0,28.08.2000,1248,1,1,1,1,4
937,GALS-6,1,RUS,35.0,28.08.2000,1263,1,1,1,1,4
864,ZSSRD-2,1,RUS,-16.0,06.11.2000,2368,1,1,1,1,4
855,TOR-4,1,RUS,85.0,28.08.2000,2603,1,1,1,1,4
871,TOR-3,1,RUS,45.0,28.08.2000,2654,1,1,1,1,4
1615,STATSIONAR-D4,1,RUS,45.0,07.11.2000,2654,1,1,1,1,4
1033,TOR-5,1,RUS,-170.0,28.08.2000,2663,1,1,1,1,4
845,VSSRD-2,1,RUS,167.0,06.11.2000,2675,1,1,1,1,4
337,STATSIONAR-1,1,RUS,80.0,19.06.2015,3005,1,1,1,1,4
201,STATSIONAR-10,2,RUS,-170.0,28.09.2005,3435,1,1,1,1,4
719,VOLNA-25,1,RUS,49.0,27.07.1999,3436,1,1,1,1,4
1591,VOLNA-27,1,RUS,12.0,27.07.1999,3439,1,1,1,1,4
1260,GALS-13,1,RUS,49.0,27.07.1999,3506,1,1,1,1,4
322,GALS-17,1,RUS,12.0,27.07.1999,3552,1,1,1,1,4
417,INTERSPUTNIK-17E,1,RUS,17.0,26.05.2003,3691,1,1,1,1,4
514,VOLNA-9,1,RUS,128.0,22.07.1999,3881,1,1,1,1,4
1479,INTERSPUTNIK-3W,1,RUS,-3.0,26.07.2018,4047,1,1,1,1,4
1274,GALS-14,1,RUS,69.0,27.07.1999,4104,1,1,1,1,4
1143,GALS-15,1,RUS,1.0,27.07.1999,4106,1,1,1,1,4
1048,GALS-9,1,RUS,-25.0,28.08.2000,4133,1,1,1,1,4
1677,VOLNA-1A,1,RUS,-25.0,28.08.2000,4133,1,1,1,1,4
177,TOR-6,1,RUS,128.0,28.08.2000,4168,1,1,1,1,4
335,GALS-10,1,RUS,128.0,28.08.2000,4168,1,1,1,1,4
687,STATSIONAR-D6,1,RUS,128.0,07.11.2000,4168,1,1,1,1,4
1637,STATSIONAR-D3,1,RUS,35.0,07.11.2000,4211,1,1,1,1,4
1511,STATSIONAR-D5,1,RUS,85.4,07.11.2000,4241,1,1,1,1,4
978,GALS-8,1,RUS,23.0,27.07.1999,4332,1,1,1,1,4
846,VOLNA-15,1,RUS,8.0,27.07.1999,4333,1,1,1,1,4
1055,GALS-7,1,RUS,8.0,27.07.1999,4334,1,1,1,1,4
1510,VOLNA-17,1,RUS,23.0,27.07.1999,4335,1,1,1,1,4
707,VOLNA-13,1,RUS,-26.5,27.07.1999,4336,1,1,1,1,4
1189,POTOK-1,1,RUS,-13.5,09.10.2000,4354,1,1,1,1,4
1289,FOTON-1,1,RUS,-13.5,09.10.2000,4354,1,1,1,1,4
848,CSDRN,1,RUS,95.0,06.11.2000,4440,1,1,1,1,4
816,VOLNA-23,1,RUS,15.0,27.07.1999,4550,1,1,1,1,4
1543,VOLNA-19,1,RUS,70.0,27.07.1999,4562,1,1,1,1,4
1521,VOLNA-21,1,RUS,1.0,27.07.1999,4566,1,1,1,1,4
1150,GALS-12,1,RUS,15.0,27.07.1999,4656,1,1,1,1,4
208,GALS-11,1,RUS,-3.0,27.07.1999,4658,1,1,1,1,4
627,ESDRN,1,RUS,-160.0,06.11.2000,4697,1,1,1,1,4
1090,CSSRD-2,1,RUS,77.0,09.10.2000,4739,1,1,1,1,4
650,VOLNA-4R,1,RUS,40.0,23.10.2007,4859,1,1,1,1,4
1523,YAMAL-E3,1,RUS,81.75,15.01.1999,5931,1,1,1,1,4
391,EXPRESS-7,1,RUS,90.0,09.12.2004,6119,1,1,1,1,4
193,INTERSPUTNIK-75E-CK,1,RUS,75.0,15.05.2017,6124,1,1,1,1,4
1633,VOLNA-11,1,RUS,35.0,27.07.1999,6124,1,1,1,1,4
109,INTERBELAR-2,1,RUS,75.0,15.05.2017,6186,1,1,1,1,4
922,INTERSPUTNIK-75E-Q,1,RUS,75.0,15.05.2017,6186,1,1,1,1,4
1046,EXPRESS-9B,1,RUS,103.0,26.02.2006,6343,1,1,1,1,4
1655,VOLNA-8R,1,RUS,80.0,23.10.2007,6353,1,1,1,1,4
341,POTOK-2,1,RUS,80.0,09.10.2000,6468,1,1,1,1,4
477,FOTON-2,1,RUS,80.0,09.10.2000,6468,1,1,1,1,4
917,KUPON-1S,1,RUS,55.0,25.12.2002,6648,1,1,1,1,4
933,KUPON-1T,1,RUS,55.0,21.12.2004,6648,1,1,1,1,4
1222,KUPON-1,1,RUS,55.0,15.01.1999,6648,1,1,1,1,4
737,WSDRN,1,RUS,-16.0,09.10.2000,6980,1,1,1,1,4
384,ROSCOM-4,1,RUS,49.0,15.01.1999,7010,1,1,1,1,4
293,RUSATCOM-145E,1,RUS,145.0,14.06.2017,7163,1,1,1,1,4
678,EXPRESS-2B,1,RUS,-14.0,26.02.2006,7163,1,1,1,1,4
862,VOLNA-6R,1,RUS,145.0,29.03.2016,7163,1,1,1,1,4
1676,STATSIONAR-M2,1,RUS,-3.0,15.01.1999,7239,1,1,1,1,4
285,POTOK-3,1,RUS,-168.0,09.10.2000,7345,1,1,1,1,4
607,FOTON-3,1,RUS,-168.0,09.10.2000,7345,1,1,1,1,4
224,YAMAL-49E,1,RUS,49.0,04.12.2012,7632,1,1,1,1,4
385,ROSCOM-4,2,RUS,49.0,15.01.1999,7632,1,1,1,1,4
1232,STATSIONAR-24,2,RUS,49.0,28.09.2005,7632,1,1,1,1,4
1500,EXPRESS-7B,1,RUS,90.0,09.02.2004,7632,1,1,1,1,4
1509,YAMAL-E5-1,1,RUS,163.5,31.03.2022,7632,1,1,1,1,4
17,EXPRESS-5B,1,RUS,53.0,26.02.2006,7742,1,1,1,1,4
691,EXPRESS-8B,1,RUS,96.5,26.02.2006,7864,1,1,1,1,4
1168,STATSIONAR-22,1,RUS,1.0,28.09.2005,7930,1,1,1,1,4
301,STATSIONAR-18,1,RUS,8.0,28.09.2005,7961,1,1,1,1,4
296,STATSIONAR-27,1,RUS,12.0,28.09.2005,7991,1,1,1,1,4
1608,EXPRESS-4B,1,RUS,40.0,01.04.2015,8047,1,1,1,1,4
246,STATSIONAR-19,1,RUS,23.0,28.09.2005,8053,1,1,1,1,4
1218,STATSIONAR-23,1,RUS,15.0,28.09.2005,8053,1,1,1,1,4
1183,STATSIONAR-2,1,RUS,35.0,28.09.2005,8082,1,1,1,1,4
263,STATSIONAR-9,1,RUS,45.0,28.09.2005,8113,1,1,1,1,4
1401,STATSIONAR-9A,1,RUS,45.0,28.09.2005,8113,1,1,1,1,4
1231,STATSIONAR-24,1,RUS,49.0,28.09.2005,8145,1,1,1,1,4
89,EXPRESS-6B,1,RUS,80.0,26.02.2006,8198,1,1,1,1,4
1109,STATSIONAR-3,1,RUS,85.0,28.09.2005,8204,1,1,1,1,4
1546,TOR-18M,1,RUS,12.0,10.01.2003,8209,1,1,1,1,4
115,TOR-2M,1,RUS,35.0,10.01.2003,8225,1,1,1,1,4
861,TOR-4M,1,RUS,85.0,10.01.2003,8227,1,1,1,1,4
1270,STATSIONAR-15,1,RUS,128.0,28.09.2005,8234,1,1,1,1,4
651,TOR-6M,1,RUS,128.0,10.01.2003,8261,1,1,1,1,4
200,STATSIONAR-10,1,RUS,-170.0,28.09.2005,8264,1,1,1,1,4
1316,STATSIONAR-10A,1,RUS,-170.0,28.09.2005,8264,1,1,1,1,4
951,ENSAT-23E,1,RUS,23.0,13.01.2021,8283,1,1,1,1,4
751,TOR-5M,1,RUS,-170.0,10.01.2003,8285,1,1,1,1,4
1460,EXPRESS-10B,1,RUS,140.0,26.02.2006,8290,1,1,1,1,4
220,STATSIONAR-17,1,RUS,-26.5,28.09.2005,8295,1,1,1,1,4
383,STATSIONAR-8,1,RUS,-25.0,28.09.2005,8324,1,1,1,1,4
