Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
KYPROS-29.6E,Cyprus 🇨🇾,29.6°E,Non-Planned,Early-Stage,No,n/a,No,0.13°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-29.6E&sel_satname=KYPROS-29.6E&plan_id=
CNSAT-29.6E,China 🇨🇳,29.6°E,Non-Planned,Early-Stage,No,n/a,No,0.13°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CNSAT-29.6E&sel_satname=CNSAT-29.6E&plan_id=
IRIS-10B,United States 🇺🇸,29.0°E,Non-Planned,Early-Stage,No,n/a,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRIS-10B&sel_satname=IRIS-10B&plan_id=
SECOMSAT-6-29E,Spain 🇪🇸,29.0°E,Non-Planned,Early-Stage,No,n/a,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-6-29E&sel_satname=SECOMSAT-6-29E&plan_id=
FLTSATCOM-C INDOC-1,United States 🇺🇸,29.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FLTSATCOM-C+INDOC-1&sel_satname=FLTSATCOM-C+INDOC-1&plan_id=
SECOMSAT B29E,Spain 🇪🇸,29.0°E,Non-Planned,Late-Stage,Yes,No,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SECOMSAT+B29E&sel_satname=SECOMSAT+B29E&plan_id=
SECOMSAT-5-29E,Spain 🇪🇸,29.0°E,Non-Planned,Early-Stage,No,n/a,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-5-29E&sel_satname=SECOMSAT-5-29E&plan_id=
USGAE-16R,United States 🇺🇸,30.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.53°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGAE-16R&sel_satname=USGAE-16R&plan_id=
LBY00000,Libya 🇱🇾,28.9°E,Planned,Early-Stage,No,n/a,No,0.57°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LBY00000&sel_satname=LBY00000&plan_id=plan
SWZ00000,Eswatini 🇸🇿,30.1°E,Planned,Early-Stage,No,n/a,No,0.63°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SWZ00000&sel_satname=SWZ00000&plan_id=plan
STP00000,Sao Tome and Principe 🇸🇹,30.25°E,Planned,Early-Stage,No,n/a,No,0.78°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=STP00000&sel_satname=STP00000&plan_id=plan
DFS-2,Germany 🇩🇪,28.5°E,Non-Planned,Late-Stage,Yes,No,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFS-2&sel_satname=DFS-2&plan_id=
F-SAT-E-30B-28.5E,France 🇫🇷,28.5°E,Planned,Early-Stage,Yes,n/a,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-E-30B-28.5E&sel_satname=F-SAT-E-30B-28.5E&plan_id=plan
EUTELSAT EXB-28.5E,France 🇫🇷,28.5°E,Planned,Late-Stage,Yes,No,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-28.5E&sel_satname=EUTELSAT+EXB-28.5E&plan_id=plan
F-SAT-P-30B-28.5E-F,France 🇫🇷,28.5°E,Planned,Early-Stage,No,n/a,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-28.5E-F&sel_satname=F-SAT-P-30B-28.5E-F&plan_id=plan
F-SAT-30B-28.5E,France 🇫🇷,28.5°E,Planned,Early-Stage,No,n/a,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-28.5E&sel_satname=F-SAT-30B-28.5E&plan_id=plan
DFS II-2,Germany 🇩🇪,28.5°E,Non-Planned,Late-Stage,Yes,No,No,0.97°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFS+II-2&sel_satname=DFS+II-2&plan_id=
ROU-MILSATCOM1-30.45E,Romania 🇷🇴,30.45°E,Non-Planned,Early-Stage,No,n/a,No,0.98°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ROU-MILSATCOM1-30.45E&sel_satname=ROU-MILSATCOM1-30.45E&plan_id=
MN-GEO-30.45,China 🇨🇳,30.45°E,Non-Planned,Early-Stage,No,n/a,No,0.98°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MN-GEO-30.45&sel_satname=MN-GEO-30.45&plan_id=
ROU00000,Romania 🇷🇴,30.45°E,Planned,Early-Stage,No,n/a,No,0.98°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ROU00000&sel_satname=ROU00000&plan_id=plan
