License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
INSAT-KA64.3E,India 🇮🇳,64.3°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA64.3E&sel_satname=INSAT-KA64.3E&plan_id=
NEW DAWN 46-1,Papua New Guinea 🇵🇬,64.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NEW+DAWN+46-1&sel_satname=NEW+DAWN+46-1&plan_id=
INMARSAT-3 IOR-1,United Kingdom 🇬🇧,64.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-3+IOR-1&sel_satname=INMARSAT-3+IOR-1&plan_id=
INMARSAT-6-64E-R,United Kingdom 🇬🇧,64.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-64E-R&sel_satname=INMARSAT-6-64E-R&plan_id=
NEW DAWN 23,Papua New Guinea 🇵🇬,64.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+23&sel_satname=NEW+DAWN+23&plan_id=
INTELSAT8 64E,United States 🇺🇸,64.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+64E&sel_satname=INTELSAT8+64E&plan_id=
INMARSAT-4B 64E,United Kingdom 🇬🇧,64.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4B+64E&sel_satname=INMARSAT-4B+64E&plan_id=
INTELSAT9 64E,United States 🇺🇸,64.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+64E&sel_satname=INTELSAT9+64E&plan_id=
INMARSAT-ISL-64E,United Kingdom 🇬🇧,64.0°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=INMARSAT-ISL-64E&sel_satname=INMARSAT-ISL-64E&plan_id=
INTELSAT7 64E,United States 🇺🇸,64.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+64E&sel_satname=INTELSAT7+64E&plan_id=
