License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
FMS5-5W,France 🇫🇷,5.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-5W&sel_satname=FMS5-5W&plan_id=
SYRACUSE-3E,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-3E&sel_satname=SYRACUSE-3E&plan_id=
TELECOM-4B,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-4B&sel_satname=TELECOM-4B&plan_id=
F-SAT-KU-E-5W,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU-E-5W&sel_satname=F-SAT-KU-E-5W&plan_id=
SYRACUSE-31E,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-31E&sel_satname=SYRACUSE-31E&plan_id=
VIDEOSAT-7,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VIDEOSAT-7&sel_satname=VIDEOSAT-7&plan_id=
SYRACUSE-4E,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-4E&sel_satname=SYRACUSE-4E&plan_id=
F-SAT-N-E-5W,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-5W&sel_satname=F-SAT-N-E-5W&plan_id=
F-SAT-RN-5W,France 🇫🇷,5.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-RN-5W&sel_satname=F-SAT-RN-5W&plan_id=
F-SAT-N7-5W,France 🇫🇷,5.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-5W&sel_satname=F-SAT-N7-5W&plan_id=
F-SAT-N3-5W,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-5W&sel_satname=F-SAT-N3-5W&plan_id=
TELECOM-3B,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-3B&sel_satname=TELECOM-3B&plan_id=
VIDEOSAT-7-KA,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VIDEOSAT-7-KA&sel_satname=VIDEOSAT-7-KA&plan_id=
TELECOM-2B,France 🇫🇷,5.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-2B&sel_satname=TELECOM-2B&plan_id=
