License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
DSAT-W026,Germany 🇩🇪,26.15°W,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=DSAT-W026&sel_satname=DSAT-W026&plan_id=
RGS-S-26.5W,Russian Federation 🇷🇺,26.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-26.5W&sel_satname=RGS-S-26.5W&plan_id=
STATSIONAR-17,Russian Federation 🇷🇺,26.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-17&sel_satname=STATSIONAR-17&plan_id=
TOR-1M,Russian Federation 🇷🇺,26.5°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-1M&sel_satname=TOR-1M&plan_id=
VOLNA-13,Russian Federation 🇷🇺,26.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-13&sel_satname=VOLNA-13&plan_id=
GALS-1,Russian Federation 🇷🇺,26.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-1&sel_satname=GALS-1&plan_id=
HISPASAT-1-26W,Spain 🇪🇸,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-26W&sel_satname=HISPASAT-1-26W&plan_id=
AMS-30B-A2-26W,Israel 🇮🇱,26.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-A2-26W&sel_satname=AMS-30B-A2-26W&plan_id=plan
QATARSAT-30B-26W,Qatar 🇶🇦,26.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-26W&sel_satname=QATARSAT-30B-26W&plan_id=plan
IK-26W-F,Russian Federation 🇷🇺,26.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-26W-F&sel_satname=IK-26W-F&plan_id=plan
HISPASAT-47A_1,Spain 🇪🇸,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-47A_1&sel_satname=HISPASAT-47A_1&plan_id=
QATARSAT-G4-26W,Qatar 🇶🇦,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-26W&sel_satname=QATARSAT-G4-26W&plan_id=
DJCF-2B,United Kingdom 🇬🇧,26.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DJCF-2B&sel_satname=DJCF-2B&plan_id=
AMS-A10-26W,Israel 🇮🇱,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-A10-26W&sel_satname=AMS-A10-26W&plan_id=
HISPASAT-80A,Spain 🇪🇸,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-80A&sel_satname=HISPASAT-80A&plan_id=
QATARSAT-G4-26W_1,Qatar 🇶🇦,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-26W_1&sel_satname=QATARSAT-G4-26W_1&plan_id=
HISPASAT-88A,Spain 🇪🇸,26.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-88A&sel_satname=HISPASAT-88A&plan_id=plan
HISPASAT-47A,Spain 🇪🇸,26.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-47A&sel_satname=HISPASAT-47A&plan_id=
SRB00000,Serbia 🇷🇸,26.7°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SRB00000&sel_satname=SRB00000&plan_id=plan
USAEGIS-27W,United States 🇺🇸,27.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-27W&sel_satname=USAEGIS-27W&plan_id=
