License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
USLL-ATL2,United States 🇺🇸,12.5°W,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-ATL2&sel_satname=USLL-ATL2&plan_id=
HISPASAT-1-12.5W,Spain 🇪🇸,12.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-12.5W&sel_satname=HISPASAT-1-12.5W&plan_id=
F-SAT-30B-1-12.5W,France 🇫🇷,12.5°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-12.5W&sel_satname=F-SAT-30B-1-12.5W&plan_id=plan
F-SAT-30B-12.5W,France 🇫🇷,12.5°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-12.5W&sel_satname=F-SAT-30B-12.5W&plan_id=plan
EUTELSAT EXB-12.5W,France 🇫🇷,12.5°W,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-12.5W&sel_satname=EUTELSAT+EXB-12.5W&plan_id=plan
F-SAT-N9-12.5W,France 🇫🇷,12.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-12.5W&sel_satname=F-SAT-N9-12.5W&plan_id=
EUTELSAT 3-12.5W,France 🇫🇷,12.5°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-12.5W&sel_satname=EUTELSAT+3-12.5W&plan_id=
MADAR-14W,United Arab Emirates 🇦🇪,14.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-14W&sel_satname=MADAR-14W&plan_id=
EXPRESS-2B,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-2B&sel_satname=EXPRESS-2B&plan_id=
EXPRESS-2,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-2&sel_satname=EXPRESS-2&plan_id=
VOLNA-2,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-2&sel_satname=VOLNA-2&plan_id=
KYPROS-14W,Cyprus 🇨🇾,14.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-14W&sel_satname=KYPROS-14W&plan_id=
CHINASAT-G-12.4W,China 🇨🇳,12.4°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-12.4W&sel_satname=CHINASAT-G-12.4W&plan_id=
